"district","type","extraction_template","pathrepl","noderepl","varrepl","typerepl","final"
"69","IrrigSupDirectFlow","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""69*"",OutputFile=""statemod_output_district_69.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""69*"",OutputFile=""statemod_output_district_69.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""69*"",OutputFile=""statemod_output_district_69.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""69*"",OutputFile=""statemod_output_district_69.csv"",ValueColumns=""%A"")"
"70","IrrigSupDirectFlow","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""70*"",OutputFile=""statemod_output_district_70.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""70*"",OutputFile=""statemod_output_district_70.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""70*"",OutputFile=""statemod_output_district_70.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""70*"",OutputFile=""statemod_output_district_70.csv"",ValueColumns=""%A"")"
"71","IrrigSupDirectFlow","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""71*"",OutputFile=""statemod_output_district_71.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""71*"",OutputFile=""statemod_output_district_71.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""71*"",OutputFile=""statemod_output_district_71.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""71*"",OutputFile=""statemod_output_district_71.csv"",ValueColumns=""%A"")"
"72","IrrigSupDirectFlow","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""72*"",OutputFile=""statemod_output_district_72.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""72*"",OutputFile=""statemod_output_district_72.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""72*"",OutputFile=""statemod_output_district_72.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""72*"",OutputFile=""statemod_output_district_72.csv"",ValueColumns=""%A"")"
"73","IrrigSupDirectFlow","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""73*"",OutputFile=""statemod_output_district_73.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""73*"",OutputFile=""statemod_output_district_73.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""73*"",OutputFile=""statemod_output_district_73.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""73*"",OutputFile=""statemod_output_district_73.csv"",ValueColumns=""%A"")"
"77","IrrigSupDirectFlow","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""77*"",OutputFile=""statemod_output_district_77.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""77*"",OutputFile=""statemod_output_district_77.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""77*"",OutputFile=""statemod_output_district_77.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""77*"",OutputFile=""statemod_output_district_77.csv"",ValueColumns=""%A"")"
"78","IrrigSupDirectFlow","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""78*"",OutputFile=""statemod_output_district_78.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""78*"",OutputFile=""statemod_output_district_78.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""78*"",OutputFile=""statemod_output_district_78.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""78*"",OutputFile=""statemod_output_district_78.csv"",ValueColumns=""%A"")"
"80","IrrigSupDirectFlow","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""80*"",OutputFile=""statemod_output_district_80.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""80*"",OutputFile=""statemod_output_district_80.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""80*"",OutputFile=""statemod_output_district_80.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""80*"",OutputFile=""statemod_output_district_80.csv"",ValueColumns=""%A"")"
"99","IrrigSupDirectFlow","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""99*"",OutputFile=""statemod_output_district_99.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""99*"",OutputFile=""statemod_output_district_99.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""99*"",OutputFile=""statemod_output_district_99.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""99*"",OutputFile=""statemod_output_district_99.csv"",ValueColumns=""%A"")"
NA,"IrrigSupDirectFlow","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")",NA,NA,NA,NA
"01","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""01*"",OutputFile=""statemod_output_district_01.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""01*"",OutputFile=""statemod_output_district_01.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""01*"",OutputFile=""statemod_output_district_01.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""01*"",OutputFile=""statemod_output_district_01.csv"",ValueColumns=""%A"")"
"02","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""02*"",OutputFile=""statemod_output_district_02.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""02*"",OutputFile=""statemod_output_district_02.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""02*"",OutputFile=""statemod_output_district_02.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""02*"",OutputFile=""statemod_output_district_02.csv"",ValueColumns=""%A"")"
"04","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""04*"",OutputFile=""statemod_output_district_04.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""04*"",OutputFile=""statemod_output_district_04.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""04*"",OutputFile=""statemod_output_district_04.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""04*"",OutputFile=""statemod_output_district_04.csv"",ValueColumns=""%A"")"
"05","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""05*"",OutputFile=""statemod_output_district_05.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""05*"",OutputFile=""statemod_output_district_05.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""05*"",OutputFile=""statemod_output_district_05.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""05*"",OutputFile=""statemod_output_district_05.csv"",ValueColumns=""%A"")"
"06","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""06*"",OutputFile=""statemod_output_district_06.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""06*"",OutputFile=""statemod_output_district_06.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""06*"",OutputFile=""statemod_output_district_06.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""06*"",OutputFile=""statemod_output_district_06.csv"",ValueColumns=""%A"")"
"07","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""07*"",OutputFile=""statemod_output_district_07.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""07*"",OutputFile=""statemod_output_district_07.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""07*"",OutputFile=""statemod_output_district_07.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""07*"",OutputFile=""statemod_output_district_07.csv"",ValueColumns=""%A"")"
"08","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""08*"",OutputFile=""statemod_output_district_08.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""08*"",OutputFile=""statemod_output_district_08.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""08*"",OutputFile=""statemod_output_district_08.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""08*"",OutputFile=""statemod_output_district_08.csv"",ValueColumns=""%A"")"
"09","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""09*"",OutputFile=""statemod_output_district_09.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""09*"",OutputFile=""statemod_output_district_09.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""09*"",OutputFile=""statemod_output_district_09.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""09*"",OutputFile=""statemod_output_district_09.csv"",ValueColumns=""%A"")"
"23","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""23*"",OutputFile=""statemod_output_district_23.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""23*"",OutputFile=""statemod_output_district_23.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""23*"",OutputFile=""statemod_output_district_23.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""23*"",OutputFile=""statemod_output_district_23.csv"",ValueColumns=""%A"")"
"28","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""28*"",OutputFile=""statemod_output_district_28.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""28*"",OutputFile=""statemod_output_district_28.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""28*"",OutputFile=""statemod_output_district_28.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""28*"",OutputFile=""statemod_output_district_28.csv"",ValueColumns=""%A"")"
"29","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""29*"",OutputFile=""statemod_output_district_29.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""29*"",OutputFile=""statemod_output_district_29.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""29*"",OutputFile=""statemod_output_district_29.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""29*"",OutputFile=""statemod_output_district_29.csv"",ValueColumns=""%A"")"
"30","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""30*"",OutputFile=""statemod_output_district_30.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""30*"",OutputFile=""statemod_output_district_30.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""30*"",OutputFile=""statemod_output_district_30.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""30*"",OutputFile=""statemod_output_district_30.csv"",ValueColumns=""%A"")"
"31","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""31*"",OutputFile=""statemod_output_district_31.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""31*"",OutputFile=""statemod_output_district_31.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""31*"",OutputFile=""statemod_output_district_31.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""31*"",OutputFile=""statemod_output_district_31.csv"",ValueColumns=""%A"")"
"32","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""32*"",OutputFile=""statemod_output_district_32.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""32*"",OutputFile=""statemod_output_district_32.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""32*"",OutputFile=""statemod_output_district_32.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""32*"",OutputFile=""statemod_output_district_32.csv"",ValueColumns=""%A"")"
"33","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""33*"",OutputFile=""statemod_output_district_33.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""33*"",OutputFile=""statemod_output_district_33.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""33*"",OutputFile=""statemod_output_district_33.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""33*"",OutputFile=""statemod_output_district_33.csv"",ValueColumns=""%A"")"
"34","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""34*"",OutputFile=""statemod_output_district_34.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""34*"",OutputFile=""statemod_output_district_34.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""34*"",OutputFile=""statemod_output_district_34.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""34*"",OutputFile=""statemod_output_district_34.csv"",ValueColumns=""%A"")"
"36","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""36*"",OutputFile=""statemod_output_district_36.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""36*"",OutputFile=""statemod_output_district_36.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""36*"",OutputFile=""statemod_output_district_36.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""36*"",OutputFile=""statemod_output_district_36.csv"",ValueColumns=""%A"")"
"37","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""37*"",OutputFile=""statemod_output_district_37.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""37*"",OutputFile=""statemod_output_district_37.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""37*"",OutputFile=""statemod_output_district_37.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""37*"",OutputFile=""statemod_output_district_37.csv"",ValueColumns=""%A"")"
"38","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""38*"",OutputFile=""statemod_output_district_38.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""38*"",OutputFile=""statemod_output_district_38.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""38*"",OutputFile=""statemod_output_district_38.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""38*"",OutputFile=""statemod_output_district_38.csv"",ValueColumns=""%A"")"
"39","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""39*"",OutputFile=""statemod_output_district_39.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""39*"",OutputFile=""statemod_output_district_39.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""39*"",OutputFile=""statemod_output_district_39.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""39*"",OutputFile=""statemod_output_district_39.csv"",ValueColumns=""%A"")"
"40","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""40*"",OutputFile=""statemod_output_district_40.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""40*"",OutputFile=""statemod_output_district_40.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""40*"",OutputFile=""statemod_output_district_40.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""40*"",OutputFile=""statemod_output_district_40.csv"",ValueColumns=""%A"")"
"41","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""41*"",OutputFile=""statemod_output_district_41.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""41*"",OutputFile=""statemod_output_district_41.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""41*"",OutputFile=""statemod_output_district_41.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""41*"",OutputFile=""statemod_output_district_41.csv"",ValueColumns=""%A"")"
"42","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""42*"",OutputFile=""statemod_output_district_42.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""42*"",OutputFile=""statemod_output_district_42.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""42*"",OutputFile=""statemod_output_district_42.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""42*"",OutputFile=""statemod_output_district_42.csv"",ValueColumns=""%A"")"
"43","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""43*"",OutputFile=""statemod_output_district_43.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""43*"",OutputFile=""statemod_output_district_43.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""43*"",OutputFile=""statemod_output_district_43.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""43*"",OutputFile=""statemod_output_district_43.csv"",ValueColumns=""%A"")"
"44","MunDemand","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""PATHREPL"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""NODEREPL*"",OutputFile=""statemod_output_district_NODEREPL.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""44*"",OutputFile=""statemod_output_district_44.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""44*"",OutputFile=""statemod_output_district_44.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""44*"",OutputFile=""statemod_output_district_44.csv"",ValueColumns=""%A"")","WriteDelimitedFile(TSList=AllTS,TSID=""44*"",OutputFile=""statemod_output_district_44.csv"",ValueColumns=""%A"")"
