"Date","70_AGG_IrrigDemand","70_AGG_IrrigSupply","70_AGG_IrrigShortage","70_AGG_IrrigSupDirectFlow","70_AGG_MunDemand","70_AGG_MunSupply","70_AGG_MunShortage","70_ADC049_IrrigDemand","70_ADC049_IrrigDemand_1","70_ADC050_IrrigDemand","70_ADC050_IrrigDemand_1","70_ADC049_IrrigSupply","70_ADC049_IrrigSupply_1","70_ADC050_IrrigSupply","70_ADC050_IrrigSupply_1","70_ADC049_IrrigShortage","70_ADC049_IrrigShortage_1","70_ADC050_IrrigShortage","70_ADC050_IrrigShortage_1","70_ADC049_IrrigSupDirectFlow","70_ADC049_IrrigSupDirectFlow_1","70_ADC050_IrrigSupDirectFlow","70_ADC050_IrrigSupDirectFlow_1","7000583_D_IrrigDemand","7000583_D_IrrigDemand_1","7000583_D_IrrigSupply","7000583_D_IrrigSupply_1","7000583_D_IrrigShortage","7000583_D_IrrigShortage_1","7000583_D_IrrigSupDirectFlow","7000583_D_IrrigSupDirectFlow_1"
"1993-09",11444.0002,9824.9463,1619.1106,9493.8899,NA,NA,NA,1850,1850,680.0001,680.0001,1445.2224,1445.2224,680.0142,680.0142,404.7776,404.7776,0,0,1445.2224,1445.2224,680.0001,680.0001,331,331,331,331,0,0,331,331
"1993-10",8768.0001,8768.0005,0,8602.0001,NA,NA,NA,1766,1766,260,260,1766,1766,260.0001,260.0001,0,0,0,0,1766,1766,260,260,166,166,166,166,0,0,166,166
"1993-11",120,240,0,240,NA,NA,NA,60,0,0,0,60,60,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0
"1993-12",244,244,0,244,NA,NA,NA,61,61,0,0,61,61,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0
"1994-01",368,368,0,368,NA,NA,NA,92,92,0,0,92,92,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,0,0
"1994-02",332,332,0,332,NA,NA,NA,83,83,0,0,83,83,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,0,0,0
"1994-03",240,464,0,464,NA,NA,NA,4,116,0,0,116,116,0,0,0,0,0,0,116,116,0,0,0,0,0,0,0,0,0,0
"1994-04",3856,3856.0066,0,3695,NA,NA,NA,649,649,154,154,649,649,154.0016,154.0016,0,0,0,0,649,649,154,154,161,161,161,161,0,0,161,161
"1994-05",18531.9999,11886.3326,6645.7944,11377.205,NA,NA,NA,3340,3340,784,784,1678.5513,1678.5513,784.0319,784.0319,1661.4486,1661.4486,0,0,1678.5513,1678.5513,784,784,509,509,509,509,0,0,509,509
"1994-06",20052.0002,12080.6938,8148.8716,10916.1047,NA,NA,NA,3636,3636,787,787,1598.782,1598.782,831.3914,831.3914,2037.2179,2037.2179,0,0,1499.5261,1499.5261,787,787,590.0001,590.0001,590.0001,590.0001,0,0,590.0001,590.0001
"1994-07",16228,13054.2034,3372.3574,11508.5708,NA,NA,NA,2613,2613,873,873,1769.9108,1769.9108,922.6401,922.6401,843.0894,843.0894,0,0,1575.8927,1575.8927,873,873,571,571,571,571,0,0,571,571
"1994-08",9808,6123.7432,3804.6465,4703.2572,NA,NA,NA,1524,1524,528,528,572.8384,572.8384,558.0974,558.0974,951.1616,951.1616,0,0,347.8143,347.8143,528,528,400,400,400,400,0,0,400,400
"1994-09",6220.0001,3451.972,2768.0957,3139.9043,NA,NA,NA,935,935,308,308,242.976,242.976,308.0169,308.0169,692.0239,692.0239,0,0,242.976,242.976,308,308,312,312,312,312,0,0,312,312
"1994-10",7836,7836.0194,0,7607,NA,NA,NA,1350,1350,380,380,1350,1350,380.0049,380.0049,0,0,0,0,1350,1350,380,380,229,229,229,229,0,0,229,229
"1994-11",1048,1048,0,1048,NA,NA,NA,262,262,0,0,262,262,0,0,0,0,0,0,262,262,0,0,0,0,0,0,0,0,0,0
"1994-12",1530,1104,0,1104,NA,NA,NA,276,276,213,0,276,276,0,0,0,0,0,0,276,276,0,0,0,0,0,0,0,0,0,0
"1995-01",2480.0667,492,0,492,NA,NA,NA,34.1,123,1082.9333,0,123,123,0,0,0,0,0,0,123,123,0,0,0,0,0,0,0,0,0,0
"1995-02",444,444,0,444,NA,NA,NA,111,111,0,0,111,111,0,0,0,0,0,0,111,111,0,0,0,0,0,0,0,0,0,0
"1995-03",492,492,0,492,NA,NA,NA,123,123,0,0,123,123,0,0,0,0,0,0,123,123,0,0,0,0,0,0,0,0,0,0
"1995-04",2024,2024.0015,0,1937,NA,NA,NA,324,324,95,95,324,324,95.0004,95.0004,0,0,0,0,324,324,95,95,87,87,87,87,0,0,87,87
"1995-05",16979.9998,16980.0205,0,16761.9998,NA,NA,NA,3303,3303,723.9999,723.9999,3303,3303,724.0051,724.0051,0,0,0,0,3303,3303,723.9999,723.9999,218,218,218,218,0,0,218,218
"1995-06",25492,25492.1377,0,25044,NA,NA,NA,4216,4216,1709,1709,4216,4216,1709.0344,1709.0344,0,0,0,0,4216,4216,1709,1709,448,448,448,448,0,0,448,448
"1995-07",20532.0002,20529.9744,2.2077,19945.7922,NA,NA,NA,3353,3353,1196,1196,3352.448,3352.448,1196.0455,1196.0455,0.5519,0.5519,0,0,3352.448,3352.448,1196,1196,584.0001,584.0001,584.0001,584.0001,0,0,584.0001,584.0001
"1995-08",14332.0002,10682.1948,3649.9592,10162.0412,NA,NA,NA,2462,2462,601,601,1549.5103,1549.5103,601.0384,601.0384,912.4898,912.4898,0,0,1549.5103,1549.5103,601,601,520.0001,520.0001,520.0001,520.0001,0,0,520.0001,520.0001
"1995-09",10908.0001,7868.2798,3039.7778,7453.2227,NA,NA,NA,1998,1998,314,314,1238.0557,1238.0557,314.0143,314.0143,759.9445,759.9445,0,0,1238.0557,1238.0557,314,314,415,415,415,415,0,0,415,415
"1995-10",5688.0001,5688.0042,0,5481,NA,NA,NA,986,986,229,229,986,986,229.001,229.001,0,0,0,0,986,986,229,229,207,207,207,207,0,0,207,207
"1995-11",248,248,0,248,NA,NA,NA,62,62,0,0,62,62,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0
"1995-12",260,260,0,260,NA,NA,NA,65,65,0,0,65,65,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0
"1996-01",260,260,0,260,NA,NA,NA,65,65,0,0,65,65,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0
"1996-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-04",2259.9999,3144.0106,0,3060.9999,NA,NA,NA,442,0,261,261,442,442,261.0027,261.0027,0,0,0,0,442,442,261,261,83,83,83,83,0,0,83,83
"1996-05",21444.0012,21444.1304,0,20870.0012,NA,NA,NA,3993.0002,3993.0002,794,794,3993.0002,3993.0002,794.0323,794.0323,0,0,0,0,3993.0002,3993.0002,794,794,574.0001,574.0001,574.0001,574.0001,0,0,574.0001,574.0001
"1996-06",20304.001,10950.9558,9485.8965,10196.1045,NA,NA,NA,3871.0002,3871.0002,583,583,1499.5261,1499.5261,616.2128,616.2128,2371.4741,2371.4741,0,0,1499.5261,1499.5261,583,583,622,622,622,622,0,0,622,622
"1996-07",13844.001,11631.0703,2380.9014,10779.041,NA,NA,NA,2180.0002,2180.0002,738,738,1584.7747,1584.7747,779.9929,779.9929,595.2253,595.2253,0,0,1549.5103,1549.5103,738,738,543,543,543,543,0,0,543,543
"1996-08",11828,9148.293,2826.1528,6633.7109,NA,NA,NA,1831,1831,643,643,1124.4617,1124.4617,679.6116,679.6116,706.5382,706.5382,0,0,653.1777,653.1777,643,643,483,483,483,483,0,0,483,483
"1996-09",5999.9999,4985.9873,1014.069,4546.9308,NA,NA,NA,784,784,277,277,530.4827,530.4827,277.0141,277.0141,253.5172,253.5172,0,0,530.4827,530.4827,277,277,439,439,439,439,0,0,439,439
"1996-10",4456,4456.0004,0,4147,NA,NA,NA,552,552,253,253,552,552,253.0001,253.0001,0,0,0,0,552,552,253,253,309,309,309,309,0,0,309,309
"1996-11",180,304,0,304,NA,NA,NA,62,0,14,14,62,62,14,14,0,0,0,0,62,62,14,14,0,0,0,0,0,0,0,0
"1996-12",384,268,0,268,NA,NA,NA,65,65,60,2,65,65,2,2,0,0,0,0,65,65,2,2,0,0,0,0,0,0,0,0
"1997-01",927.5334,260,0,260,NA,NA,NA,65,65,333.7667,0,65,65,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0
"1997-02",232,232,0,232,NA,NA,NA,58,58,0,0,58,58,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0
"1997-03",460,460,0,460,NA,NA,NA,107,107,8,8,107,107,8,8,0,0,0,0,107,107,8,8,0,0,0,0,0,0,0,0
"1997-04",5416,5416.0005,0,5338,NA,NA,NA,1134,1134,142,142,1134,1134,142.0001,142.0001,0,0,0,0,1134,1134,142,142,78,78,78,78,0,0,78,78
"1997-05",19884,19884.0842,0,19241.9999,NA,NA,NA,3810,3810,518.9999,518.9999,3810,3810,519.021,519.021,0,0,0,0,3810,3810,518.9999,518.9999,642.0001,642.0001,642.0001,642.0001,0,0,642.0001,642.0001
"1997-06",25728.0005,25728.2065,0,24925.0005,NA,NA,NA,4359,4359,1270.0001,1270.0001,4359,4359,1270.0516,1270.0516,0,0,0,0,4359,4359,1270.0001,1270.0001,803,803,803,803,0,0,803,803
"1997-07",20616,14035.8416,6580.398,13294.4211,NA,NA,NA,3226,3226,1122,1122,1679.7828,1679.7828,1122.0598,1122.0598,1546.2173,1546.2173,0,0,1671.267,1671.267,1122,1122,806,806,707.1177,707.1177,98.8822,98.8822,707.1177,707.1177
"1997-08",12823.9995,10425.0815,2399.0656,9754.8537,NA,NA,NA,1885.9999,1885.9999,571,571,1365.153,1365.153,571.0368,571.0368,520.847,520.847,0,0,1365.153,1365.153,571,571,749,749,670.0806,670.0806,78.9194,78.9194,670.0806,670.0806
"1997-09",10736.0001,10274.7239,461.3054,9543.6945,NA,NA,NA,1538,1538,415,415,1422.6736,1422.6736,415.0074,415.0074,115.3263,115.3263,0,0,1422.6736,1422.6736,415,415,731,731,731,731,0,0,731,731
"1997-10",5564,3974.0005,0,5232,NA,NA,NA,824,824,235,235,29,824,235.0001,235.0001,0,0,0,0,824,824,235,235,332,332,332,332,0,0,332,332
"1997-11",122,188,0,188,NA,NA,NA,33,0,14,14,33,33,14,14,0,0,0,0,33,33,14,14,0,0,0,0,0,0,0,0
"1997-12",144,144,0,144,NA,NA,NA,34,34,2,2,34,34,2,2,0,0,0,0,34,34,2,2,0,0,0,0,0,0,0,0
"1998-01",838.8667,136,0,136,NA,NA,NA,385.4333,34,0,0,34,34,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0
"1998-02",588,588,0,588,NA,NA,NA,31,31,116,116,31,31,116,116,0,0,0,0,31,31,116,116,0,0,0,0,0,0,0,0
"1998-03",676,676,0,676,NA,NA,NA,34,34,135,135,34,34,135,135,0,0,0,0,34,34,135,135,0,0,0,0,0,0,0,0
"1998-04",2232,2232.0021,0,2070,NA,NA,NA,133,133,263,263,133,133,263.0005,263.0005,0,0,0,0,133,133,263,263,162,162,162,162,0,0,162,162
"1998-05",23055.9993,23056.1323,2e-04,22082.999,NA,NA,NA,3539.9998,3539.9998,1251,1251,3539.9998,3539.9998,1251.0333,1251.0333,0,0,0,0,3539.9998,3539.9998,1251,1251,973.0001,973.0001,973,973,1e-04,1e-04,973,973
"1998-06",24900,24488.7554,411.3829,23545.4627,NA,NA,NA,4483,4483,696,696,4483,4483,696.0346,696.0346,0,0,0,0,4483,4483,696,696,1046,1046,943.1542,943.1542,102.8457,102.8457,943.1542,943.1542
"1998-07",22252,20586.2937,1842.7412,19434.6658,NA,NA,NA,3698,3698,778,778,3349.7219,3349.7219,822.2588,822.2588,348.278,348.278,0,0,3349.7219,3349.7219,778,778,1087,1087,974.5927,974.5927,112.4073,112.4073,974.5927,974.5927
"1998-08",12558.2143,12115.3896,5993.2526,11173.9538,NA,NA,NA,32.1071,2729,688,688,1594.569,1594.569,727.1607,727.1607,1134.4309,1134.4309,0,0,1575.1501,1575.1501,688,688,1071,1071,707.1177,707.1177,363.8822,363.8822,707.1177,707.1177
"1998-09",9488.0001,10503.447,2532.6661,9819.0269,NA,NA,NA,329,2103,442,442,1499.5261,1499.5261,442.0281,442.0281,603.474,603.474,0,0,1499.5261,1499.5261,442,442,714.0001,714.0001,684.3075,684.3075,29.6925,29.6925,684.3075,684.3075
"1998-10",3900.0002,3953.1538,0,5760.0005,NA,NA,NA,0,1020.0001,285,285,26.5714,1020.0001,285.0027,285.0027,0,0,0,0,1020.0001,1020.0001,285,285,180,180,180,180,0,0,180,180
"1998-11",2370,1204,0,1204,NA,NA,NA,791,208,93,93,208,208,93,93,0,0,0,0,208,208,93,93,0,0,0,0,0,0,0,0
"1998-12",648,648,0,648,NA,NA,NA,99,99,63,63,99,99,63,63,0,0,0,0,99,99,63,63,0,0,0,0,0,0,0,0
"1999-01",512,512,0,512,NA,NA,NA,65,65,63,63,65,65,63,63,0,0,0,0,65,65,63,63,0,0,0,0,0,0,0,0
"1999-02",460,460,0,460,NA,NA,NA,58,58,57,57,58,58,57,57,0,0,0,0,58,58,57,57,0,0,0,0,0,0,0,0
"1999-03",748,748,0,748,NA,NA,NA,65,65,122,122,65,65,122,122,0,0,0,0,65,65,122,122,0,0,0,0,0,0,0,0
"1999-04",5253.226,4236.0001,0,3931.0001,NA,NA,NA,373,881.6129,381,381,373,373,381,381,0,0,0,0,373,373,381,381,305,305,305,305,0,0,305,305
"1999-05",17095.9988,17096.0496,0,16313.9988,NA,NA,NA,2530.9998,2530.9998,961,961,2530.9998,2530.9998,961.0127,961.0127,0,0,0,0,2530.9998,2530.9998,961,961,781.9999,781.9999,781.9999,781.9999,0,0,781.9999,781.9999
"1999-06",17976,17976.1802,0,17208,NA,NA,NA,2808,2808,918,918,2808,2808,918.045,918.045,0,0,0,0,2808,2808,918,918,768,768,768,768,0,0,768,768
"1999-07",18151.9995,14014.7292,4137.488,13307.3937,NA,NA,NA,2506,2506,1246.9999,1246.9999,1549.5103,1549.5103,1247.0543,1247.0543,956.4897,956.4897,0,0,1549.5103,1549.5103,1246.9999,1246.9999,785,785,707.1177,707.1177,77.8822,77.8822,707.1177,707.1177
"1999-08",15716.0002,11278.5916,4437.5588,10706.0329,NA,NA,NA,2253,2253,886.0001,886.0001,1361.2018,1361.2018,886.0376,886.0376,891.7982,891.7982,0,0,1361.2018,1361.2018,886.0001,886.0001,790,790,572.4085,572.4085,217.5915,217.5915,572.4085,572.4085
"1999-09",10484,10235.3877,248.6767,9515.4926,NA,NA,NA,1324,1324,515,515,1324,1324,515.0161,515.0161,0,0,0,0,1324,1324,515,515,782,782,719.8309,719.8309,62.1692,62.1692,719.8309,719.8309
"1999-10",11544,6493.7006,1258.3058,5969.4426,NA,NA,NA,833,2729,336,336,763.4362,763.4362,336.0016,336.0016,69.5638,69.5638,0,0,763.3701,763.3701,336,336,769,769,523.9874,523.9874,245.0126,245.0126,523.9874,523.9874
"1999-11",240,240,0,240,NA,NA,NA,30,30,30,30,30,30,30,30,0,0,0,0,30,30,30,30,0,0,0,0,0,0,0,0
"1999-12",248,248,0,248,NA,NA,NA,31,31,31,31,31,31,31,31,0,0,0,0,31,31,31,31,0,0,0,0,0,0,0,0
"2000-01",248,248,0,248,NA,NA,NA,31,31,31,31,31,31,31,31,0,0,0,0,31,31,31,31,0,0,0,0,0,0,0,0
"2000-02",174,232,0,232,NA,NA,NA,29,0,29,29,29,29,29,29,0,0,0,0,29,29,29,29,0,0,0,0,0,0,0,0
"2000-03",796,796,0,796,NA,NA,NA,30,30,169,169,30,30,169,169,0,0,0,0,30,30,169,169,0,0,0,0,0,0,0,0
"2000-04",10884,6253.8271,4630.2217,5995.7781,NA,NA,NA,1725,1725,738,738,567.4445,567.4445,738.0123,738.0123,1157.5554,1157.5554,0,0,567.4445,567.4445,738,738,258,258,258,258,0,0,258,258
"2000-05",19796.0007,11726.1785,8069.959,11188.0408,NA,NA,NA,3567.0002,3567.0002,844,844,1549.5103,1549.5103,844.0344,844.0344,2017.4897,2017.4897,0,0,1549.5103,1549.5103,844,844,537.9999,537.9999,537.9999,537.9999,0,0,537.9999,537.9999
"2000-06",14926.0001,9860.8402,7120.403,8648.8109,NA,NA,NA,3056,2103,662,662,1289.8594,1289.8594,699.3107,699.3107,1766.1407,1766.1407,0,0,1143.1727,1143.1727,662,662,490,490,476.04,476.04,13.96,13.96,476.04,476.04
"2000-07",16096,8135.902,8155.2596,5962.3872,NA,NA,NA,2595,2595,858,858,635.2771,635.2771,906.7904,906.7904,1959.7229,1959.7229,0,0,263.6658,263.6658,858,858,571,571,491.908,491.908,79.092,79.092,491.908,491.908
"2000-08",10632,4149.1516,6612,3585,NA,NA,NA,1653,1653,570,570,0,0,602.2879,602.2879,1653,1653,0,0,0,0,570,570,435,435,435,435,0,0,435,435
"2000-09",6852,2608.076,4244,2254,NA,NA,NA,1061,1061,298,298,0,0,298.019,298.019,1061,1061,0,0,0,0,298,298,354,354,354,354,0,0,354,354
"2000-10",3512,1980.0031,1532,1574,NA,NA,NA,383,383,89,89,0,0,89.0008,89.0008,383,383,0,0,0,0,89,89,406,406,406,406,0,0,406,406
"2000-11",168,168,0,168,NA,NA,NA,0,0,42,42,0,0,42,42,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0
"2000-12",124,124,0,124,NA,NA,NA,0,0,31,31,0,0,31,31,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0
"2001-01",124,124,0,124,NA,NA,NA,0,0,31,31,0,0,31,31,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0
"2001-02",112,112,0,112,NA,NA,NA,0,0,28,28,0,0,28,28,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0
"2001-03",40,40,0,40,NA,NA,NA,0,0,10,10,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
"2001-04",4596.0002,4596.0198,0,4464.0002,NA,NA,NA,725.0001,725.0001,292,292,725.0001,725.0001,292.0049,292.0049,0,0,0,0,725.0001,725.0001,292,292,132,132,132,132,0,0,132,132
"2001-05",15864.0002,15864.0991,0,15071.0002,NA,NA,NA,2567,2567,606,606,2567,2567,606.0247,606.0247,0,0,0,0,2567,2567,606,606,793.0001,793.0001,793.0001,793.0001,0,0,793.0001,793.0001
"2001-06",20064.0002,14801.0852,5437.3828,13952.6174,NA,NA,NA,3572,3572,770.0001,770.0001,2212.6543,2212.6543,813.617,813.617,1359.3457,1359.3457,0,0,2212.6543,2212.6543,770.0001,770.0001,674,674,674,674,0,0,674,674
"2001-07",15320.001,12161.0536,3344.7439,10798.3856,NA,NA,NA,2468.0002,2468.0002,820,820,1681.9061,1681.9061,866.4493,866.4493,786.094,786.094,0,0,1510.6654,1510.6654,820,820,542,542,491.908,491.908,50.092,50.092,491.908,491.908
"2001-08",9120,7947.2158,1277.8431,6948.0371,NA,NA,NA,1356,1356,467,467,1036.5392,1036.5392,493.2648,493.2648,319.4608,319.4608,0,0,927.2593,927.2593,467,467,457,457,457,457,0,0,457,457
"2001-09",5744,4286.8244,1457.2264,3731.725,NA,NA,NA,797,797,200,200,432.6934,432.6934,200.0127,200.0127,364.3066,364.3066,0,0,403.6812,403.6812,200,200,439,439,439,439,0,0,439,439
"2001-10",2896,2896.003,0,2663,NA,NA,NA,417,417,74,74,417,417,74.0008,74.0008,0,0,0,0,417,417,74,74,233,233,233,233,0,0,233,233
"2001-11",392,392,0,321,NA,NA,NA,0,0,27,27,0,0,27,27,0,0,0,0,0,0,27,27,71,71,71,71,0,0,71,71
"2001-12",184,284,0,153,NA,NA,NA,0,0,15,15,50,0,15,15,0,0,0,0,0,0,15,15,31,31,31,31,0,0,31,31
"2002-01",120,120,0,105,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,15
"2002-02",112,112,0,98,NA,NA,NA,0,0,14,14,0,0,14,14,0,0,0,0,0,0,14,14,14,14,14,14,0,0,14,14
"2002-03",256,256,0,241,NA,NA,NA,0,0,49,49,0,0,49,49,0,0,0,0,0,0,49,49,15,15,15,15,0,0,15,15
"2002-04",10268,4548.0464,5720,3526,NA,NA,NA,1625,1625,700,700,195,195,700.0116,700.0116,1430,1430,0,0,0,0,700,700,242,242,242,242,0,0,242,242
"2002-05",21272,6177.6056,15094.5417,4891.2586,NA,NA,NA,3833,3833,900,900,213.9452,213.9452,900.0367,900.0367,3619.0549,3619.0549,0,0,0,0,900,900,585,585,430.4195,430.4195,154.5805,154.5805,430.4195,430.4195
"2002-06",22640,4987.2222,17853.0011,4477.2491,NA,NA,NA,4108,4108,887,887,0,0,937.0558,937.0558,4108,4108,0,0,0,0,887,887,665,665,309.7497,309.7497,355.2503,355.2503,309.7497,309.7497
"2002-07",18168.0002,5425.6469,12963.2708,4878.547,NA,NA,NA,2925,2925,975,975,0,0,1030.2294,1030.2294,2925,2925,0,0,0,0,975,975,642.0001,642.0001,326.1823,326.1823,315.8177,315.8177,326.1823,326.1823
"2002-08",8130,3360.027,8571.8524,2921.2414,NA,NA,NA,0,1829,635,635,0,0,670.9698,670.9698,1829,1829,0,0,0,0,635,635,483,483,169.0369,169.0369,313.9631,313.9631,127.0805,127.0805
"2002-09",6639.9999,1813.5179,4826.5569,1654.0822,NA,NA,NA,1035,1035,294,294,0,0,294.0187,294.0187,1035,1035,0,0,0,0,294,294,331,331,159.3608,159.3608,171.6392,171.6392,159.3608,159.3608
"2002-10",4988,1520.0123,3468,1380,NA,NA,NA,867,867,240,240,0,0,240.0031,240.0031,867,867,0,0,0,0,240,240,140,140,140,140,0,0,140,140
"2002-11",120,120,0,105,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,15
"2002-12",120,120,0,105,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,15
"2003-01",120,120,0,105,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,15
"2003-02",112,112,0,98,NA,NA,NA,0,0,14,14,0,0,14,14,0,0,0,0,0,0,14,14,14,14,14,14,0,0,14,14
"2003-03",212,212,0,197,NA,NA,NA,0,0,38,38,0,0,38,38,0,0,0,0,0,0,38,38,15,15,15,15,0,0,15,15
"2003-04",5433.6129,5468.0225,0,5272,NA,NA,NA,815.8065,833,338,338,833,833,338.0056,338.0056,0,0,0,0,833,833,338,338,196,196,196,196,0,0,196,196
"2003-05",14324.0001,14324.0961,0,13847.0001,NA,NA,NA,2513,2513,591,591,2513,2513,591.024,591.024,0,0,0,0,2513,2513,591,591,477,477,477,477,0,0,477,477
"2003-06",16948,10857.0828,6241.896,10192.1045,NA,NA,NA,3060,3060,663,663,1499.5261,1499.5261,700.7446,700.7446,1560.474,1560.474,0,0,1499.5261,1499.5261,663,663,514,514,514,514,0,0,514,514
"2003-07",18303.9998,9159.1869,6339.6238,9399.2757,NA,NA,NA,2945,2945,984.9999,984.9999,0,1514.1859,1040.7958,1040.7958,1430.814,1430.814,0,0,995.888,995.888,984.9999,984.9999,646,646,491.908,491.908,154.092,154.092,491.908,491.908
"2003-08",12528.0002,4828.2733,7852.368,4183.7242,NA,NA,NA,1942,1942,677.0001,677.0001,0,0,715.1603,715.1603,1942,1942,0,0,0,0,677.0001,677.0001,513,513,491.908,491.908,21.092,21.092,491.908,491.908
"2003-09",5944.0001,5549.9326,394.1312,5226.869,NA,NA,NA,913,913,250,250,814.4672,814.4672,250.0159,250.0159,98.5328,98.5328,0,0,814.4672,814.4672,250,250,323,323,323,323,0,0,323,323
"2003-10",6732,3121.6679,3610.3403,2681.6598,NA,NA,NA,1083,1083,160,160,180.4149,180.4149,160.002,160.002,902.5851,902.5851,0,0,180.4149,180.4149,160,160,440,440,440,440,0,0,440,440
"2003-11",176,176,0,147,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,29,29,29,29,0,0,29,29
"2003-12",180,180,0,150,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,30,30,30,30,0,0,30,30
"2004-01",180,180,0,150,NA,NA,NA,0,0,15,15,0,0,15,15,0,0,0,0,0,0,15,15,30,30,30,30,0,0,30,30
"2004-02",168,168,0,140,NA,NA,NA,0,0,14,14,0,0,14,14,0,0,0,0,0,0,14,14,28,28,28,28,0,0,28,28
"2004-03",10467.333,8200.0042,0,8100,NA,NA,NA,2283.6665,1150,800,800,1150,1150,800.001,800.001,0,0,0,0,1150,1150,800,800,100,100,100,100,0,0,100,100
"2004-04",3392.0002,3392.0135,0,3289.0002,NA,NA,NA,545.0001,545.0001,200,200,545.0001,545.0001,200.0033,200.0033,0,0,0,0,545.0001,545.0001,200,200,103,103,103,103,0,0,103,103
"2004-05",19844.001,18425.0471,1419.0947,17893.9063,NA,NA,NA,3567.0002,3567.0002,863,863,3212.2266,3212.2266,863.0352,863.0352,354.7737,354.7737,0,0,3212.2266,3212.2266,863,863,531,531,531,531,0,0,531,531
"2004-06",18256,11198.3826,7218.7921,10427.6647,NA,NA,NA,3316,3316,708,708,1518.782,1518.782,748.2936,748.2936,1797.2181,1797.2181,0,0,1499.5261,1499.5261,708,708,540,540,532.5201,532.5201,7.4799,7.4799,532.5201,532.5201
"2004-07",12240,9606.2795,2776.7686,8184.1563,NA,NA,NA,1990,1990,628,628,1295.808,1295.808,663.7619,663.7619,694.1921,694.1921,0,0,1086.5391,1086.5391,628,628,442,442,442,442,0,0,442,442
"2004-08",10784.0001,5361.3771,5552.9072,3629.0001,NA,NA,NA,1678,1678,575,575,289.7732,289.7732,607.571,607.571,1388.2268,1388.2268,0,0,0,0,575,575,443,443,443,443,0,0,443,443
"2004-09",4388,4388.0469,0,4120,NA,NA,NA,645,645,184,184,645,645,184.0117,184.0117,0,0,0,0,645,645,184,184,268,268,268,268,0,0,268,268
"2004-10",3056,2733.6732,322.3319,2402.6681,NA,NA,NA,333,333,100,100,252.417,252.417,100.0013,100.0013,80.583,80.583,0,0,252.417,252.417,100,100,331,331,331,331,0,0,331,331
"2004-11",552,552,0,444,NA,NA,NA,0,0,30,30,0,0,30,30,0,0,0,0,0,0,30,30,108,108,108,108,0,0,108,108
"2004-12",392,392,0,325,NA,NA,NA,0,0,31,31,0,0,31,31,0,0,0,0,0,0,31,31,67,67,67,67,0,0,67,67
"2005-01",248,248,0,217,NA,NA,NA,0,0,31,31,0,0,31,31,0,0,0,0,0,0,31,31,31,31,31,31,0,0,31,31
"2005-02",224,224,0,196,NA,NA,NA,0,0,28,28,0,0,28,28,0,0,0,0,0,0,28,28,28,28,28,28,0,0,28,28
"2005-03",656,656,0,642,NA,NA,NA,0,0,150,150,0,0,150,150,0,0,0,0,0,0,150,150,14,14,14,14,0,0,14,14
"2005-04",8644.0002,8644.0081,0,8374.0002,NA,NA,NA,830.0001,830.0001,1061,1061,830.0001,830.0001,1061.002,1061.002,0,0,0,0,830.0001,830.0001,1061,1061,270,270,270,270,0,0,270,270
"2005-05",20484.001,20484.104,0,19707.001,NA,NA,NA,2707.0002,2707.0002,1637,1637,2707.0002,2707.0002,1637.0258,1637.0258,0,0,0,0,2707.0002,2707.0002,1637,1637,777,777,777,777,0,0,777,777
"2005-06",19544,19544.1143,0,18709,NA,NA,NA,2745,2745,1306,1306,2745,2745,1306.0286,1306.0286,0,0,0,0,2745,2745,1306,1306,835,835,835,835,0,0,835,835
