"Date","53_AGG_IrrigDemand","53_AGG_IrrigSupply","53_AGG_IrrigShortage","53_AGG_IrrigSupDirectFlow","53_AGG_MunDemand","53_AGG_MunSupply","53_AGG_MunShortage","5300555_D_IrrigDemand","5300555_D_IrrigSupply","5300555_D_IrrigSupply_1","5300555_D_IrrigShortage","5300555_D_IrrigShortage_1","5300555_D_IrrigSupDirectFlow","5300555_D_IrrigSupDirectFlow_1","53_ADC022_IrrigDemand","53_ADC022_IrrigDemand_1","53_ADC023_IrrigDemand","53_ADC023_IrrigDemand_1","53_ADC024_IrrigDemand","53_ADC024_IrrigDemand_1","53_ADC025_IrrigDemand","53_ADC025_IrrigDemand_1","53_ADC026_IrrigDemand","53_ADC026_IrrigDemand_1","53_ADC028_IrrigDemand","53_ADC028_IrrigDemand_1","53_ADC032_IrrigDemand","53_ADC022_IrrigSupply","53_ADC022_IrrigSupply_1","53_ADC023_IrrigSupply","53_ADC023_IrrigSupply_1","53_ADC024_IrrigSupply","53_ADC024_IrrigSupply_1","53_ADC025_IrrigSupply","53_ADC025_IrrigSupply_1","53_ADC026_IrrigSupply","53_ADC026_IrrigSupply_1","53_ADC028_IrrigSupply","53_ADC028_IrrigSupply_1","53_ADC032_IrrigSupply","53_ADC032_IrrigSupply_1","53_ADC022_IrrigShortage","53_ADC022_IrrigShortage_1","53_ADC023_IrrigShortage","53_ADC023_IrrigShortage_1","53_ADC024_IrrigShortage","53_ADC024_IrrigShortage_1","53_ADC025_IrrigShortage","53_ADC025_IrrigShortage_1","53_ADC026_IrrigShortage","53_ADC026_IrrigShortage_1","53_ADC028_IrrigShortage","53_ADC028_IrrigShortage_1","53_ADC032_IrrigShortage","53_ADC032_IrrigShortage_1","53_ADC022_IrrigSupDirectFlow","53_ADC022_IrrigSupDirectFlow_1","53_ADC023_IrrigSupDirectFlow","53_ADC023_IrrigSupDirectFlow_1","53_ADC024_IrrigSupDirectFlow","53_ADC024_IrrigSupDirectFlow_1","53_ADC025_IrrigSupDirectFlow","53_ADC025_IrrigSupDirectFlow_1","53_ADC026_IrrigSupDirectFlow","53_ADC026_IrrigSupDirectFlow_1","53_ADC028_IrrigSupDirectFlow","53_ADC028_IrrigSupDirectFlow_1","53_ADC032_IrrigSupDirectFlow","53_ADC032_IrrigSupDirectFlow_1","5300767_D_IrrigDemand","5300767_D_IrrigDemand_1","5300767_D_IrrigSupply","5300767_D_IrrigSupply_1","5300767_D_IrrigShortage","5300767_D_IrrigShortage_1","5300767_D_IrrigSupDirectFlow","5300767_D_IrrigSupDirectFlow_1"
"1980-01",626,12,0,12,NA,NA,NA,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1980-02",4,8,0,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"1980-03",4230.0005,16,0,16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2110.0002,3,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1980-04",988,1078,0,1140,NA,NA,NA,31,0,31,0,0,31,31,0,0,61,61,1,1,53,53,28,28,66,66,45,0,0,61,61,1,1,53,53,28,28,66,66,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,1,1,53,53,28,28,66,66,45,45,0,0,0,0,0,0,0,0
"1980-05",31794.0009,41172.0945,9e-04,41038.9998,NA,NA,NA,591.9999,591.9999,591.9999,0,0,591.9999,591.9999,0,564,730,730,752,752,580,580,1259,1259,2150.0002,2150.0002,3533,564,564,730,730,752,752,580,580,1259,1259,2150.0239,2150.0239,3532.9998,3532.9998,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,564,564,730,730,752,752,580,580,1259,1259,2150.0002,2150.0002,3532.9998,3532.9998,133,133,133,133,0,0,133,133
"1980-06",73508.0015,71815.4277,5748.8384,84518.0405,NA,NA,NA,2719,2719,0,0,0,2142.1799,2142.1799,1113.0001,1113.0001,1749,1749,1866,1866,1060,1060,2569.0002,2569.0002,4056,4056,7609,548.3152,548.3152,1322.0916,1322.0916,1420.3843,1420.3843,1060,1060,2569.0002,2569.0002,4056.0659,4056.0659,2028,7608.9995,564.6849,564.6849,426.9085,426.9085,445.6157,445.6157,0,0,0,0,0,0,5e-04,5e-04,464.9948,464.9948,1207.9514,1207.9514,1420.3843,1420.3843,1060,1060,2569.0002,2569.0002,4056,4056,7608.9995,7608.9995,800,800,800,800,0,0,800,800
"1980-07",66663.9988,76622.4504,8457.7402,74783.4384,NA,NA,NA,2613,2613,2613,0,0,2213.5859,2213.5859,801.9999,801.9999,1419,1419,1882,1882,776,776,2331,2331,4018.9998,4018.9998,6595,245.954,245.954,1248.2166,1248.2166,1086.2301,1086.2301,776,776,2331,2331,4019.0476,4019.0476,6595,6595,556.046,556.046,170.7835,170.7835,795.77,795.77,0,0,0,0,0,0,0,0,245.954,245.954,1248.2166,1248.2166,1086.2301,1086.2301,776,776,2331,2331,4018.9998,4018.9998,6595,6595,833,833,241.1643,241.1643,591.8356,591.8356,241.1643,241.1643
"1980-08",53750.0002,55003.452,14280.6658,54602.5321,NA,NA,NA,2185,2185,2185,0,0,2185,2185,696.0001,696.0001,1358,1358,1630,1630,593,593,1668,1668,2379,2379,5582,245.954,245.954,372.3788,372.3788,652.8468,652.8468,593,593,1668,1668,2379.0295,2379.0295,5582,5582,450.046,450.046,985.6212,985.6212,977.1532,977.1532,0,0,0,0,0,0,0,0,245.954,245.954,290.3418,290.3418,652.8468,652.8468,593,593,1668,1668,2379,2379,5582,5582,1230,1230,72.6539,72.6539,1157.3461,1157.3461,72.6539,72.6539
"1980-09",46398.0002,44371.6174,15060.4893,44325.1546,NA,NA,NA,1969.9999,1969.9999,1969.9999,0,0,1969.9999,1969.9999,659,659,1308,1308,1339,1339,550,550,1507,1507,1788.0001,1788.0001,4547,97.2079,97.2079,0,0,587.3144,587.3144,550,550,1507,1507,1788.027,1788.027,4547,4547,561.792,561.792,1308,1308,751.6855,751.6855,0,0,0,0,0,0,0,0,97.2079,97.2079,0,0,587.3143,587.3143,550,550,1507,1507,1788.0001,1788.0001,4547,4547,1190,1190,46.3552,46.3552,1143.6448,1143.6448,46.3552,46.3552
"1980-10",46297.9998,44136.2047,15739.8162,43354.231,NA,NA,NA,1784.9999,1784.9999,1784.9999,0,0,1629.4453,1629.4453,623,623,1349,1349,1194,1194,568,568,1581,1581,1635,1635,5004,0,0,0,0,421.1124,421.1124,568,568,1581,1581,1635.0055,1635.0055,5004,5004,623,623,1349,1349,772.8875,772.8875,0,0,0,0,0,0,0,0,0,0,0,0,421.1124,421.1124,568,568,1581,1581,1635,1635,5004,5004,1230,1230,39.9334,39.9334,1190.0665,1190.0665,0,0
"1980-11",718,36,0,36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,341,0,0,0,0,0,0
"1980-12",32,32,0,32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-01",201.3333,36,0,36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,82.6667,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-02",48,48,0,48,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-03",1183.9999,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,591.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-04",7827.9999,10637.2383,288,10580,NA,NA,NA,340,340,340,0,0,340,340,0,123,162,162,122,122,215,215,463,463,337,128,862,125.2603,125.2603,162,162,127.0418,127.0418,215,215,463,463,337.0074,337.0074,862,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,162,162,122,122,215,215,463,463,337,337,862,862,100,100,28,28,72,72,28,28
"1981-05",37574.0001,46806.2684,1189.8413,50303.1588,NA,NA,NA,1233,1233,1233,0,0,1233,1233,0,591.9999,593,593,688,688,545.0001,545.0001,1364,1364,2462,2462,4683,294.5396,294.5396,593,593,688.0001,688.0001,545.0001,545.0001,1364,1364,2462.0273,2462.0273,2459,4683,297.4603,297.4603,0,0,0,0,0,0,0,0,0,0,0,0,294.5396,294.5396,593,593,688,688,545.0001,545.0001,1364,1364,2462,2462,4683,4683,951,24,951,951,0,0,951,951
"1981-06",50987.9998,56562.9372,2857.2832,66369.7165,NA,NA,NA,0,2108,2108,0,0,2108,2108,878,878,1162,1162,1220.9999,1220.9999,886.0001,886.0001,1884,1884,2888,2888,5454,238.02,238.02,1162,1162,1146.6595,1146.6595,886.0001,886.0001,1884,1884,2888.0549,2888.0549,0,5453.9995,639.98,639.98,0,0,74.3404,74.3404,0,0,0,0,0,0,5e-04,5e-04,238.02,238.02,1162,1162,1146.6595,1146.6595,886.0001,886.0001,1884,1884,2888,2888,5453.9995,5453.9995,1101,1101,1101,1101,0,0,1101,1101
"1981-07",47040.001,39600.3199,10741.7009,47950.8473,NA,NA,NA,2334,2334,0,0,0,2213.5859,2213.5859,787,787,1040.0001,1040.0001,1382,1382,488,488,1347,1347,2400,2400,4022.0002,245.954,245.954,562.1144,562.1144,717.2855,717.2855,502.48,502.48,1347,1347,2400.0498,0,4022.0002,4022.0002,541.046,541.046,477.8856,477.8856,664.7146,664.7146,0,0,0,0,0,0,0,0,245.954,245.954,562.1144,562.1144,606.8915,606.8915,488,488,1347,1347,2400,2400,4022.0002,4022.0002,1138,1138,136.221,136.221,1001.7791,1001.7791,136.221,136.221
"1981-08",31875.9993,29332.1016,10096.4341,31261.4395,NA,NA,NA,1994.9999,0,1994.9999,0,0,1629.4453,1629.4453,525,525,695,695,981,981,310,310,907,907,1679.9999,1679.9999,2877,0,0,0,0,481.8398,481.8398,328.6,328.6,907,907,1680.0339,1680.0339,2877,2877,525,525,695,695,499.1603,499.1603,0,0,0,0,0,0,0,0,0,0,0,0,411.9147,411.9147,310,310,907,907,1679.9999,1679.9999,2877,2877,4,866,61.0518,61.0518,804.9482,804.9482,0,0
"1981-09",22166.194,25547.0782,6039.9027,25045.7013,NA,NA,NA,1513,1513,1513,0,0,1513,1513,393,393,520,520,427,427,232,232,756,756,845,845,2525.0002,0,0,0,0,407.5408,407.5408,245.72,245.72,756,756,845.0249,845.0249,2525.0002,2525.0002,393,393,520,520,19.4592,19.4592,0,0,0,0,0,0,0,0,0,0,0,0,390.4251,390.4251,232,232,756,756,845,845,2525.0002,2525.0002,672.0001,27.0968,94.4836,94.4836,577.5165,577.5165,0,0
"1981-10",4204,5492.5655,0,5384,NA,NA,NA,150,150,150,0,0,150,150,60,60,92,92,73,73,37,37,197,197,172,172,490,61.1178,61.1178,92,92,73,73,38.02,38.02,197,197,172.0036,172.0036,490,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,92,92,73,73,37,37,197,197,172,172,490,490,100,100,100,100,0,0,100,100
"1981-11",36,36,0,36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-12",6,12,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1982-01",202,6,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1982-02",4,8,0,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"1982-03",10,16,0,16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1982-04",1018,1324,0,1324,NA,NA,NA,31,31,31,0,0,31,31,0,0,116,116,0,0,43,43,19,19,80,0,42,0,0,116,116,0,0,43,43,19,19,80,80,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,0,0,43,43,19,19,80,80,42,42,0,0,0,0,0,0,0,0
"1982-05",25606.8674,39328.0645,9e-04,39208.9995,NA,NA,NA,0,733.9999,733.9999,0,0,733.9999,733.9999,537,537,841,841,706.0001,706.0001,542,542,1226.0001,1226.0001,1377.4333,0,3484,537,537,841,841,706.0001,706.0001,542,542,1226.0001,1226.0001,1643.0162,1643.0162,3483.9998,3483.9998,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,537,537,841,841,706.0001,706.0001,542,542,1226.0001,1226.0001,1643,1643,3483.9998,3483.9998,119,119,119,119,0,0,119,119
"1982-06",68016.0015,82593.2363,6534.9628,79794.8152,NA,NA,NA,2549,2549,2549,0,0,2142.1799,2142.1799,1051.0001,1051.0001,1740,1740,1873,1873,1004,1004,2493,2493,2970,3977,7000.0005,401.9236,401.9236,1207.9514,1207.9514,1420.3843,1420.3843,1004,1004,2493,2493,3977.0493,3977.0493,7000.0005,7000.0005,649.0764,649.0764,532.0485,532.0485,452.6158,452.6158,0,0,0,0,0,0,0,0,257.9377,257.9377,1207.9514,1207.9514,1420.3843,1420.3843,1004,1004,2493,2493,3977,3977,7000.0005,7000.0005,595,595,595,595,0,0,595,595
"1982-07",65904,81670.635,3531.2634,79432.2612,NA,NA,NA,2515,2515,2515,0,0,2213.5859,2213.5859,902,902,1142,1142,2016,2016,535,535,2258,2258,4049.9998,4049.9998,6965.0005,517.7332,517.7332,1210.3199,1210.3199,1655.6313,1655.6313,551.1,551.1,2258,2258,4050.0542,4050.0542,6965,6965,384.2668,384.2668,0,0,360.3686,360.3686,0,0,0,0,0,0,5e-04,5e-04,517.7332,517.7332,1142,1142,1655.6313,1655.6313,535,535,2258,2258,4049.9998,4049.9998,6965,6965,833,833,694.8201,694.8201,138.1799,138.1799,694.8201,694.8201
"1982-08",42860.0012,51168.4814,6472.3713,50810.6533,NA,NA,NA,2185,2185,2185,0,0,2185,2185,515,515,680,680,1473.0001,1473.0001,303,303,952.9999,952.9999,2127.0002,2127.0002,4683,245.954,245.954,720.8,720.8,1232.9769,1232.9769,321.38,321.38,952.9999,952.9999,2127.0332,2127.0332,4885,4885,269.046,269.046,0,0,240.0231,240.0231,0,0,0,0,0,0,0,0,245.954,245.954,680,680,1232.9769,1232.9769,303,303,952.9999,952.9999,2127.0002,2127.0002,4885,4885,1230,1230,120.9763,120.9763,1109.0237,1109.0237,120.9763,120.9763
"1982-09",26960,32508.0061,5723.199,32252.5599,NA,NA,NA,2120,2120,2120,0,0,2120,2120,337,337,445,445,975,975,198,198,448,448,1333,368,2473,238.02,238.02,471.7,471.7,732.9394,732.9394,210.08,210.08,448,448,1333.0214,1333.0214,2473,2473,98.98,98.98,0,0,242.0606,242.0606,0,0,0,0,0,0,0,0,238.02,238.02,445,445,732.9394,732.9394,198,198,448,448,1333,1333,2473,2473,1190,1190,100.2408,100.2408,1089.7592,1089.7592,100.2408,100.2408
"1982-10",7980.0002,8277.8807,754.5321,8270.1012,NA,NA,NA,156,156,32.0333,0,0,156,156,63,63,324,324,259,259,39,39,125,125,426,426,490,64.1426,64.1426,324,324,259,259,39.94,39.94,125,125,426.0039,426.0039,490,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,324,324,259,259,39,39,125,125,426,426,490,490,436,436,247.367,247.367,188.633,188.633,247.367,247.367
"1982-11",15329.0313,12,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7664.5156,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1982-12",1105.7333,12,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.8666,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,30,0,0,0,0,0,0
"1983-01",6,6,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1983-02",4,8,0,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"1983-03",56,56,0,56,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-04",1068,1140,0,1140,NA,NA,NA,0,0,0,0,0,0,0,0,0,37,37,3,3,9,9,19,19,181,181,36,0,0,37,37,3,3,9,9,19,19,181,181,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,3,3,9,9,19,19,181,181,36,36,0,0,0,0,0,0,0,0
"1983-05",29220.001,38232.1418,9e-04,37869,NA,NA,NA,634,634,634,0,0,634,634,445,445,498,498,375,375,459,459,806,806,2336.0002,2336.0002,3780,445,445,528.08,528.08,390.9328,390.9328,459,459,806,806,2336.0229,2336.0229,3779.9998,3779.9998,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,445,445,498,498,375,375,459,459,806,806,2336.0002,2336.0002,3779.9998,3779.9998,179,179,179,179,0,0,179,179
"1983-06",72995.9998,86970.8245,5785.3607,85968.6987,NA,NA,NA,1937,1937,1937,0,0,1937,1937,1403,1403,1277,1277,2044.9999,2044.9999,1141.0001,1141.0001,2219,2219,4329,4329,7943,527.7672,527.7672,1207.9514,1207.9514,1542.941,1542.941,1141.0001,1141.0001,2219,2219,4329.0464,4329.0464,7943,7943,875.2328,875.2328,69.0485,69.0485,502.0589,502.0589,0,0,0,0,0,0,0,0,501.0321,501.0321,1207.9514,1207.9514,1542.941,1542.941,1141.0001,1141.0001,2219,2219,4329,4329,7943,7943,894.9999,894.9999,894.9999,894.9999,0,0,894.9999,894.9999
"1983-07",74707.999,90038.6746,6069.5022,86621.8386,NA,NA,NA,2780,2780,2780,0,0,2213.5859,2213.5859,1369,1369,1065,1065,2079,2079,838,838,2348,2348,4477,4477,7919.9995,462.8939,462.8939,1065,1065,1467.7303,1467.7303,838,838,2348,2348,4477.0449,4477.0449,7919.9995,7919.9995,906.1061,906.1061,0,0,611.2694,611.2694,0,0,0,0,0,0,0,0,462.8939,462.8939,1065,1065,1467.7303,1467.7303,838,838,2348,2348,4477,4477,7919.9995,7919.9995,1151,1151,1151,1151,0,0,1151,1151
"1983-08",40933.9998,60993.4808,1733.1993,59418.4442,NA,NA,NA,2514,2514,2514,0,0,2213.5859,2213.5859,520.0001,520.0001,611.9999,611.9999,1613,1613,272,272,1225,1225,3069,0,5208,520.0001,520.0001,648.52,648.52,1613,1613,288.12,288.12,1225,1225,3069.03,3069.03,5208,5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.0001,520.0001,611.9999,611.9999,1613,1613,272,272,1225,1225,3069,3069,5208,5208,595.9999,595.9999,162.7002,162.7002,433.2998,433.2998,162.7002,162.7002
"1983-09",27270,32149.7021,3759.2879,30815.5085,NA,NA,NA,1980,1980,1980,0,0,1980,1980,437,437,578,578,764,764,257,257,576,576,1586,1586,2309,255.3508,255.3508,401.1875,401.1875,587.3144,587.3144,272.22,272.22,576,576,1586.0275,1586.0275,2309,2309,181.6492,181.6492,176.8126,176.8126,176.6856,176.6856,0,0,0,0,0,0,0,0,238.02,238.02,117.7988,117.7988,587.3143,587.3143,257,257,576,576,1586,1586,2309,2309,475,475,70.3254,70.3254,404.6746,404.6746,70.3254,70.3254
"1983-10",10168.0001,12601.2592,860.1216,12442.9088,NA,NA,NA,750,750,750,0,0,750,750,157,157,207,207,190,190,96,96,294,294,493,493,860,159.9559,159.9559,219.22,219.22,190,190,99.16,99.16,294,294,493.0094,493.0094,860,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,157,207,207,190,190,96,96,294,294,493,493,860,860,300,300,84.9696,84.9696,215.0304,215.0304,84.9696,84.9696
"1983-11",0,12,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1983-12",332,12,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1984-01",6,12,0,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1984-02",4,8,0,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"1984-03",48,16,0,16,NA,NA,NA,0,0,0,0,0,0,0,19,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"1984-04",356.4286,916,0,916,NA,NA,NA,31,31,31,0,0,31,31,0,0,23,23,1,1,43,43,5,5,0,0,3.2143,0,0,23,23,1,1,43,43,5,5,56,56,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,1,1,43,43,5,5,56,56,70,70,0,0,0,0,0,0,0,0
"1984-05",27814.001,45957.6855,9e-04,45307,NA,NA,NA,1213,1213,1213,0,0,1213,1213,627,627,828.0001,828.0001,624.9999,624.9999,762,762,1273,1273,2000.0002,2000.0002,31,638.7116,638.7116,844.1173,844.1173,651.5546,651.5546,762,762,1273,1273,2000.0381,2000.0381,3673.9998,3673.9998,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,627,627,828.0001,828.0001,624.9999,624.9999,762,762,1273,1273,2000.0002,2000.0002,3673.9998,3673.9998,0,433,433,433,0,0,433,433
"1984-06",59381.4197,76022.7307,1465.4397,74989.0825,NA,NA,NA,1308,1308,1308,0,0,1308,1308,338.7097,985.9999,1168,1168,1817.0001,1817.0001,848,848,1787,1787,3386,3386,7098,718.7313,718.7313,1168,1168,1717.9092,1717.9092,848,848,1787,1787,3386.0427,3386.0427,7097.9995,7097.9995,267.2687,267.2687,0,0,99.0907,99.0907,0,0,0,0,0,0,5e-04,5e-04,703.8619,703.8619,1168,1168,1717.9092,1717.9092,848,848,1787,1787,3386,3386,7097.9995,7097.9995,974,974,974,974,0,0,974,974
"1984-07",72701.1329,86420.0884,7592.0683,83977.5356,NA,NA,NA,2624,2624,2624,0,0,2213.5859,2213.5859,978.5667,1263,1663,1663,1987.0001,1987.0001,1043,1043,2444,2444,3585,3585,7746.9995,517.7332,517.7332,1248.2166,1248.2166,1595.2954,1595.2954,1043,1043,2444,2444,3585.0396,3585.0396,7746.999,7746.999,745.2668,745.2668,414.7835,414.7835,391.7047,391.7047,0,0,0,0,0,0,5e-04,5e-04,517.7332,517.7332,1248.2166,1248.2166,1595.2954,1595.2954,1043,1043,2444,2444,3585,3585,7746.999,7746.999,1147,1147,800.7383,800.7383,346.2617,346.2617,800.7383,800.7383
"1984-08",57468.0002,69995.0381,3925.0736,68033.3571,NA,NA,NA,2646,2646,2646,0,0,2213.5859,2213.5859,959,959,796,796,1361,1361,632.0001,632.0001,1883,1883,3482,3482,5580,886.8185,886.8185,796,796,1361,1361,632.0001,632.0001,1883.0001,1883.0001,3482.0278,3482.0278,5579.9995,5579.9995,72.1814,72.1814,0,0,0,0,0,0,0,0,0,0,5e-04,5e-04,886.8185,886.8185,796,796,1361,1361,632.0001,632.0001,1883.0001,1883.0001,3482,3482,5579.9995,5579.9995,1141,1141,231.9135,231.9135,909.0865,909.0865,231.9135,231.9135
"1984-09",30098.0005,37426.3082,3089.7677,36763.9702,NA,NA,NA,1933,1933,1933,0,0,1933,1933,677,677,398,398,708,708,267,267,994.0001,994.0001,1876,1876,2844,283.838,283.838,381.1111,381.1111,587.3143,587.3143,267,267,994.0001,994.0001,1876.0189,1876.0189,2844,2844,393.162,393.162,16.889,16.889,120.6857,120.6857,0,0,0,0,0,0,0,0,238.02,238.02,308.9371,308.9371,587.3143,587.3143,267,267,994.0001,994.0001,1876,1876,2844,2844,0,432,190.2947,190.2947,241.7053,241.7053,190.2947,190.2947
