"Date","01_AGG_IrrigDemand","01_AGG_IrrigSupply","01_AGG_IrrigShortage","01_AGG_IrrigSupDirectFlow","01_AGG_MunDemand","01_AGG_MunSupply","01_AGG_MunShortage","0100507_I_IrrigDemand","0100507_I_IrrigSupply","0100507_I_IrrigShortage","0100507_I_IrrigSupDirectFlow","0100620_IrrigDemand","0100620_IrrigSupply","0100620_IrrigShortage","0100620_IrrigSupDirectFlow","0100517_IrrigDemand","0100517_IrrigSupply","0100517_IrrigShortage","0100517_IrrigSupDirectFlow","0100570_IrrigDemand","0100570_IrrigSupply","0100570_IrrigShortage","0100570_IrrigSupDirectFlow","0100514_IrrigDemand","0100514_IrrigSupply","0100514_IrrigShortage","0100514_IrrigSupDirectFlow","0100520_IrrigDemand","0100520_IrrigSupply","0100520_IrrigShortage","0100520_IrrigSupDirectFlow","0103817_I_IrrigDemand","0103817_I_IrrigSupply","0103817_I_IrrigShortage","0103817_I_IrrigSupDirectFlow","0100526_IrrigDemand","0100526_IrrigSupply","0100526_IrrigShortage","0100526_IrrigSupDirectFlow","0100518_IrrigDemand","0100518_IrrigSupply","0100518_IrrigShortage","0100518_IrrigSupDirectFlow","0100565_IrrigDemand","0100565_IrrigSupply","0100565_IrrigShortage","0100565_IrrigSupDirectFlow","0100687_I_IrrigDemand","0100687_I_IrrigSupply","0100687_I_IrrigShortage","0100687_I_IrrigSupDirectFlow","0100503_I_IrrigDemand","0100503_I_IrrigSupply","0100503_I_IrrigShortage","0100503_I_IrrigSupDirectFlow","01_ADP037_IrrigDemand","01_ADP037_IrrigSupply","01_ADP037_IrrigShortage","01_ADP037_IrrigSupDirectFlow","0100525_IrrigDemand","0100525_IrrigSupply","0100525_IrrigShortage","0100525_IrrigSupDirectFlow","0100519_D_IrrigDemand","0100519_D_IrrigSupply","0100519_D_IrrigShortage","0100519_D_IrrigSupDirectFlow","0100688_IrrigDemand","0100688_IrrigSupply","0100688_IrrigShortage","0100688_IrrigSupDirectFlow","0100515_IrrigDemand","0100515_IrrigSupply","0100515_IrrigShortage","0100515_IrrigSupDirectFlow","0100511_IrrigDemand","0100511_IrrigSupply","0100511_IrrigShortage","0100511_IrrigSupDirectFlow"
"1980-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-03",0,3e-04,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0
"1980-04",12805.0002,12771.1222,70,3782,NA,NA,NA,3673,3673.0024,0,0,53,0,53,0,61,63.7984,0,61,0,0,0,0,341,362.4694,0,341,63,65.3132,0,58,21,21,0,0,275,275,0,275,870,870,0,870,17,0,17,0,2746,2746,0,0,2508.0002,2511.5044,0,0,26,26.9917,0,26,145,150.0426,0,145,538,538,0,538,312,312,0,312,621,621,0,621,534.9999,534.9999,0,534.9999
"1980-05",65311.9979,64978.787,347.5117,21874.4893,NA,NA,NA,8926,8926.0088,0,0,110,10,100,0,871,871,0,871,23,11,12,0,2040.0002,2040.0002,0,2040.0002,224,224,0,0,82,82,0,0,910,910,0,774,6619.0005,6619.0005,0,6619.0005,34,0,34,0,23386.998,23386.998,0,0,10313.999,10328.291,0,0,263,61.4885,201.5115,61.4885,725.0001,725.0001,0,725.0001,1105,1104.9999,1e-04,1105,453,453,0,453,5054,5054,1e-04,5054,4172,4172,0,4172
"1980-06",117562.0001,118342.3391,5787.961,46670.0101,NA,NA,NA,19331,19975.916,0,0,209,10,199,0,1479.0001,1500.5455,0,1479.0001,177,100,77,0,8516,8738.873,0,8516,402,375.1961,26.8039,59.505,280,280,0,0,1451.9999,1556.9799,0,1232,10311,10621.3105,0,10311,83,0,83,0,23467,28471.1563,0,0,26117,21380.3379,4736.6621,0,725.0001,59.505,665.495,59.505,1261,1327.2554,0,1261,2960,3153.2634,0,2960,948,948,0,948,10549,10549,0,10549,9295,9295,0,9295
"1980-07",124409.0026,126575.2133,775.5115,43137.9794,NA,NA,NA,22489,23299.5293,0,0,181,15,166,0,1203.0001,1320.8779,0,1203.0001,129,101,28,0,11824.001,12195.4863,0,11824.001,351,366.2516,0,61.4885,257,257,0,0,1367,1448.5928,0,1047,7972,8829.6699,0,7972,61,0,61,0,30669,30669,0,0,25716,25716.002,0,0,582,61.4885,520.5115,61.4885,965,990.2129,0,965,2549,2630.2466,0,1988.9999,766,766,0,687,7772.0005,8352.8545,0,7772.0005,9556.001,9556.001,0,9556.001
"1980-08",101537.0004,103519.6366,710.5123,28677.1848,NA,NA,NA,18540,19649.3672,0,0,145,13,132,0,824,937.5457,0,824,18,5,13,0,10226.999,10494.7402,0,10226.999,307,307,0,0,230,230,0,0,1382,1382,0,941,6374.0005,7172.665,0,2336.563,59,0,59,0,27710,27710,7e-04,0,17678,17678,0,0,568,61.4885,506.5114,61.4885,1093.0001,1093.0001,0,1093.0001,1993.0002,1993.0002,1e-04,1229.7699,644,644,0,0,6174,6577.8291,0,4393.3638,7571.0005,7571.0005,0,7571.0005
"1980-09",82270.0007,82718.8996,666.1781,27188.5056,NA,NA,NA,14667,15192.8398,0,0,141,12,129,0,705,735.3381,0,705,0,0,0,0,7475,7670.6484,0,7475,194,207.1789,0,20,162,162,0,0,905.9999,905.9999,0,451,4744.0005,4875.709,0,4238.0005,51,0,51,0,22896,22715.3164,180.6831,0,15523,15604.0449,0,0,365,59.505,305.495,59.505,1083.0001,1083.0001,0,1083.0001,2035.0001,2035.0001,0,1834,640,640,0,640,4898,5035.3188,0,4898,5785,5785,0,5785
"1980-10",13532.0005,14271.3195,169.0232,4556.977,NA,NA,NA,1668,1967.9852,0,0,74,1,73,0,110,130.4685,0,110,0,0,0,0,551,687.9797,0,551,104,83.4885,20.5115,61.4885,52,52,0,0,329,329,0,274,842,974.573,0,842,32,0,32,0,4585.0005,4585.0005,2e-04,0,2423,2423,0,0,105,61.4885,43.5115,61.4885,202,232.3723,0,202,368,399.8276,0,368,430,430,0,430,935,1070.4833,0,935,722,842.6525,0,722
"1980-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-03",461,488.6517,4,175,NA,NA,NA,69,81.6595,0,0,4,0,4,0,1,1.4679,0,1,0,0,0,0,23,28.6054,0,23,8,8.154,0,8,3,3,0,0,12,12,0,12,16,18.6808,0,16,0,0,0,0,103,103,0,0,107,107,0,0,6,6.2088,0,6,5,5.6577,0,5,15,15.0001,0,15,32,32,0,32,21,24.1296,0,21,36,42.0879,0,36
"1981-04",56740,56636.7318,391.495,22532.505,NA,NA,NA,15013,15013.0078,0,0,151,18,133,0,361,361,0,361,23,1,22,0,2965,2965,0,2965,139,139.1682,0,34,118,118,0,0,829,829,0,829,5919,5919,0,5919,50,0,50,0,9500,9744.0078,0,0,9061,9105.043,0,0,246,59.505,186.495,59.505,558,558,0,558,1206,1206,0,1206,596,596,0,596,5364,5364,0,5364,4641,4641,0,4641
"1981-05",31321.0001,31776.657,180.512,10586.4885,NA,NA,NA,5946.9995,5947.0083,0,0,58,58,0,0,553,553,0,553,26,19,7,0,1635,1635,0,1635,276,276,0,0,69,69,0,0,395,395,0,200,2215,2215.0002,0,0,20,0,20,0,5167.0005,5167.0005,0,0,6328,6922.5083,0,0,215,61.4885,153.5115,61.4885,653,653,0,653,555.0001,596.6517,0,275,288,288,0,288,3197,3196.9995,5e-04,3197,3724,3724,0,3724
"1981-06",93683.9976,95954.5785,916.4966,24194.5046,NA,NA,NA,15440.998,17137.2715,0,0,187,66,121,0,1114,1166.3539,0,1114,156,43,113,0,7267,7979.7324,0,7267,467,467,0,0,216,216,0,0,820,922.7485,0,46,8800,8800.001,0,0,62,0,62,0,22736,22736,9e-04,0,17669,17669,7e-04,0,680.0001,59.505,620.495,59.505,1006.0001,1032.5724,0,1006.0001,2015.9999,2015.9999,0,0,600,600,0,255,6292,6888.3945,0,6292,8154.9995,8154.9995,0,8154.9995
"1981-07",84443.9995,89481.8315,493.5117,20522.136,NA,NA,NA,16664,19493.9785,0,0,112,68,44,0,889,1055.9587,0,889,85,17,68,0,7758.9995,9140.377,0,7758.9995,370,370,0,0,193,193,0,0,938,976.0642,0,240,5320,5320.0005,0,0,60,0,60,0,20122,20122,2e-04,0,17087,17087.002,0,0,383,61.4885,321.5115,61.4885,681,734.9777,0,681,1873,2050.3467,0,764.0001,561,561,0,0,5534,6279.8599,0,4314.6479,5813,5950.7778,0,5813
"1981-08",83042.9994,87501.859,463.5123,19753.8584,NA,NA,NA,14997,17394.4199,0,0,111,51,60,0,818,971.7383,0,818,0,0,0,0,7763,9067.5693,0,3552.3752,297,297,0,0,189,189,0,0,1230,1230,0,706.0001,5284.9995,5488.416,0,1196,45,0,45,0,21238,21238,8e-04,0,15853,15853,0,0,420,61.4885,358.5115,61.4885,1008.9999,1008.9999,0,1008.9999,1765,1950.4741,0,825,617,617,0,413,5111,5788.7529,0,4877.9946,6295,6295,0,6295
"1981-09",62463.0004,63904.959,685.4964,19158.7142,NA,NA,NA,7959.9995,8987.8926,0,0,152,32,120,0,439,461.2903,0,439,0,0,0,0,2903.9998,3101.5967,0,2903.9998,227,245.8688,0,59.505,185,11,174,0,1217,1217,0,994.9999,5610,6213.4287,0,3196.6755,60,0,60,0,22155,22154.998,0.0012,0,8604.001,8604.001,1e-04,0,391,59.505,331.495,59.505,1075,1075,0,1075,1508.0001,1520.8052,0,1233.0289,779,779,0,0,4028,4272.5728,0,4028,5169,5169,0,5169
"1981-10",12520.0003,13122.4883,197.5117,3884.4887,NA,NA,NA,1571.0001,1853.29,0,0,72,17,55,0,90,107.1106,0,90,0,0,0,0,469,585.0389,0,469,87,91.7963,0,0,48,5,43,0,284,284,0,152,793.0001,918.1133,0,793.0001,33,0,33,0,4462,4462,0,0,2164,2164,0,0,128,61.4885,66.5115,61.4885,200,230.3092,0,200,293,292.9998,2e-04,293,382,382,0,382,738,844.8393,0,738,706.0001,823.5023,0,706.0001
"1981-11",374,402.5048,2,155,NA,NA,NA,77,91.0982,0,0,0,0,0,0,3,3.4037,0,3,0,0,0,0,26,32.2495,0,26,8,8.154,0,8,1,1,0,0,9,9,0,9,14,15.8456,0,14,2,0,2,0,47,47,0,0,92,92,0,0,0,0,0,0,3,3.5946,0,3,16,16,0,16,28,28,0,28,24,27.4338,0,24,24,27.7253,0,24
"1981-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-03",0,3e-04,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0
"1982-04",33518.9991,33417.2837,108.2935,12331.505,NA,NA,NA,11799.999,11800.0039,0,0,59,0,59,0,222,222,0,222,13,0,13,0,1541,1541,0,1541,92,98.5663,0,52,51,51,0,0,367,367,0,367,2847,2847,0,2847,31,0,31,0,3510,3510,0,0,5677,5677.0068,0,0,66,60.7065,5.2935,59.505,190,190,0,190,1022.0001,1022.0002,0,1022.0001,421,421,0,421,2763,2763,0,2763,2847,2847,0,2847
"1982-05",53998.9995,54305.0973,289.7547,24089.9764,NA,NA,NA,8252,8252.0098,0,0,90,0,90,0,1065,1065,0,1065,20,7,13,0,3870,3870,0,3870,142,137.7569,4.2431,61.4885,81,81,0,0,742,742,0,742,5215,5215,0,5215,27,0,27,0,10710,11130.7402,0,0,10493,10653.4512,0,0,217,61.4885,155.5115,61.4885,849.9999,849.9999,0,849.9999,1031,1045.6514,0,1031,415,415,0,415,5419,5419,0,5419,5359.9995,5359.9995,0,5359.9995
"1982-06",45495,47524.6151,393.495,18493.506,NA,NA,NA,6831,7308.2861,0,0,90,0,90,0,659,663.1923,0,659,119,119,0,0,3515.0002,3533.3894,0,3515.0002,385,385,0,0,106,106,0,0,479,533.5289,0,220,3861.0005,4199.1421,0,3861.0005,43,0,43,0,9168,9168,0,0,9639.999,10840.2197,0,0,320,59.505,260.495,59.505,623,634.0937,0,623,1148,1269.1549,0,1148,388,388,0,288,3854.0002,4052.103,0,3854.0002,4266,4266,0,4266
"1982-07",101197.002,103879.7201,410.5115,37560.4881,NA,NA,NA,18387,19303.6016,0,0,107,0,107,0,973.0001,1078.2621,0,973.0001,114,115.4,0,0,10760,10985.3984,0,10760,304,340.0431,0,0,170,170,0,0,1298,1382.7892,0,723,7344.0005,8237.1689,0,6859,77,0,77,0,22667,22667,0,0,20267.002,20267.002,0,0,288,61.4885,226.5115,61.4885,1024,1032.9451,0,1024,2351,2597.5955,0,2351,688.9999,688.9999,0,432,6787.9995,7363.0259,0,6787.9995,7589,7589,0,7589
"1982-08",104672.9997,108119.222,623.5123,37977.4878,NA,NA,NA,18586,20999.1406,0,0,133,0,133,0,1039,1151.1429,0,1039,10,10,0,0,11843,12153.0156,0,11843,394,394,0,0,218,218,0,0,1224,1224,0,294,6189.0005,6963.4004,0,5496,57,0,57,0,24619,24619,9e-04,0,20280,20280,0,0,495,61.4885,433.5114,61.4885,1102,1102,0,1102,2220.9998,2220.9998,0,2220.9998,630,630,0,288,6564.9995,7025.0342,0,6564.9995,9068,9068,0,9068
"1982-09",63391.9983,64435.5811,305.495,22351.5043,NA,NA,NA,9845.001,10827.8457,0,0,106,0,106,0,608,624.1969,0,608,0,0,0,0,6615,6615.0537,0,6615,240,240,0,0,114,114,0,0,732,732,0,115,3713.9998,3875.0881,0,2633.9998,44,0,44,0,16700.998,16700.998,0,0,12138,12201.5088,0,0,215,59.505,155.495,59.505,861,861,0,861,1613,1660.0186,0,1613,640,640,0,640,4187.9995,4266.3662,0,4187.9995,5018,5018,0,5018
"1982-10",8773,9247.1543,100.5117,2913.4885,NA,NA,NA,1145,1351.1749,0,0,55,0,55,0,67,79.349,0,67,0,0,0,0,351,438.3682,0,351,81,81,0,0,35,35,0,0,231,231,0,108,518,599.2883,0,518,25,0,25,0,2752,2752,0,0,1623,1623,0,0,82,61.4885,20.5115,61.4885,148,170.6688,0,148,255,254.9998,2e-04,255,343,343,0,343,558,638.5858,0,558,504,588.2311,0,504
"1982-11",0,1e-04,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-03",0,3e-04,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0
"1983-04",1569,1563.8727,9,435,NA,NA,NA,460,460.0003,0,0,5,0,5,0,4,4.0906,0,4,0,0,0,0,31,33.047,0,31,10,10.5398,0,5,3,3,0,0,55,55,0,55,57,57,0,57,4,0,4,0,408,408,0,0,249,249.3014,0,0,3,3.1044,0,3,18,18.7893,0,18,69,69.0001,0,69,69,69,0,69,51,51,0,51,73,73,0,73
"1983-05",45624,45542.6771,91.512,16014.4883,NA,NA,NA,5767,5767.0063,0,0,46,10,36,0,676,676,0,676,8,8,0,0,1557,1557,0,1557,224,224,0,0,40,40,0,0,807,807,0,671.0001,5096,5096,0,5096,28,0,28,0,15984,15984,0,0,7349,7359.1826,0,0,89,61.4885,27.5115,61.4885,635,635,0,635,869,868.9999,1e-04,869,432,432,0,432,3757,3756.9998,4e-04,3756.9998,2260,2260,0,2260
"1983-06",43838.9995,46625.9598,397.495,17108.5045,NA,NA,NA,6373,6585.6206,0,0,104,10,94,0,553.9999,562.0907,0,553.9999,100,100,0,0,2502,2567.5491,0,2502,184,184,0,0,110,110,0,0,475,523.7257,0,255,3953,4071.9329,0,3953,40,0,40,0,9495,11551.4248,0,0,9841,10415.6064,0,0,323,59.505,263.495,59.505,557,586.247,0,557,1073,1143.2581,0,1073,403,403,0,403,4210.9995,4210.9995,0,4210.9995,3541,3541,0,3541
"1983-07",132671.0038,128013.3292,8626.3837,48864.9768,NA,NA,NA,23737.002,24085.5273,0,0,160,15,145,0,1390,1526.3743,0,1390,149,112.8,36.2,0,13407,13828.0225,0,13407,425,414.2516,10.7484,61.4885,244,244,0,0,1567,1658.7111,0,1246.9999,9559,10587.3145,0,9559,58,0,58,0,28647,29834.8203,0,0,29096.002,21112.0762,7983.9238,0,454,61.4885,392.5115,61.4885,1115,1144.1594,0,1115,3023,3071.2886,0,2463,880.9999,880.9999,0,801.9999,9066,9743.4951,0,9066,9693,9693,0,9693
"1983-08",117456.001,119561.6308,1153.188,42210.4895,NA,NA,NA,20289,21503.1699,0,0,138,13,125,0,1088,1238.0699,0,1088,30,5,25,0,13248.001,13594.6855,0,13248.001,313,356.0909,0,6,198,198,0,0,1558,1558,0,1117,7771.0005,8747.9766,0,7552.0005,46,0,46,0,30630,30630,4e-04,0,21736,21091.3242,644.676,0,374,61.4885,312.5115,61.4885,1209,1209,0,1209,2561,2561,0,1914,760,760,0,508,8070.9995,8598.8252,0,8070.9995,7436,7436,0,7436
"1983-09",73069.0009,73660.3454,447.4962,25648.505,NA,NA,NA,12938,13401.9463,0,0,153,12,141,0,689,718.5709,0,689,0,0,0,0,7225,7414.1045,0,7225,212,239.044,0,38,148,148,0,0,886.0001,886.0001,0,431,4331,4451.2627,0,3825,63,0,63,0,18097,18096.998,0.0012,0,14442.001,14517.4814,0,0,303,59.505,243.495,59.505,997,997,0,997,2000.9999,2000.9999,0,1800,742,742,0,742,4757,4890.4326,0,4757,5085,5085,0,5085
"1983-10",6945.9999,7304.9044,129.0815,2572.9771,NA,NA,NA,1103,1301.1215,0,0,89,1,88,0,26,31.1653,0,26,0,0,0,0,280,349.4561,0,280,102,99.5534,2.4466,61.4885,41,41,0,0,267,267,0,212,253,292.6389,0,253,37,0,37,0,1656.9999,1656.9999,0,0,1347,1347,0,0,65,63.3651,1.6349,61.4885,106,122.3439,0,106,237,266.2738,0,237,513,513,0,513,313,358.0741,0,313,510.0001,594.9124,0,510.0001
"1983-11",59,63.183,0,24,NA,NA,NA,9,10.8686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.2884,0,6,2,2,0,2,0,0,0,0,2,2,0,2,1,1.4175,0,1,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,3,0,3,6,6.6084,0,6,0,0,0,0
"1983-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-03",0,3e-04,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0
"1984-04",5952,5953.607,20,1908,NA,NA,NA,2113,2113.0012,0,0,16,0,16,0,43,44.986,0,43,0,0,0,0,229,243.4962,0,229,30,30.6194,0,25,11,11,0,0,114,114,0,114,316,316,0,316,4,0,4,0,395,395,0,0,1500,1502.0875,0,0,14,14.4434,0,14,55,56.9732,0,55,265,265.0001,0,265,144,144,0,144,385,385,0,385,318,318,0,318
"1984-05",108439.0005,107874.8657,601.3809,37006.489,NA,NA,NA,17770,17770.0176,0,0,169,10,159,0,1629.0001,1629.0001,0,1629.0001,46,8,38,0,4283.0005,4283.0005,0,4283.0005,224,235.4062,0,0,143,143,0,0,1459,1459,0,1323,10052,10052,0,10052,60,0,60,0,34016,34016,0,0,18524,18549.8223,0,0,406,61.6192,344.3807,61.4885,1048,1048,0,1048,1920.9999,1920.9998,1e-04,1920.9999,698,698,0,698,8575,8575,0,8575,7416,7416,0,7416
"1984-06",87027.9993,93802.3219,680.3019,32638.0101,NA,NA,NA,12913.999,13344.8174,0,0,148,10,138,0,988,1002.274,0,988,127,100,27,0,5543,5688.1221,0,5543,275,258.1931,16.8069,59.505,191,191,0,0,1120.0001,1205.9958,0,900,7675,7906.1226,0,7675,67,0,67,0,22167,27012.9883,0,0,17909,19422.5313,0,0,491,59.505,431.495,59.505,1000.0001,1052.6184,0,1000.0001,2070,2205.1538,0,2070,717.0001,717.0001,0,717.0001,7355,7355,0,7355,6271,6271,0,6271
"1984-07",134324.998,130865.1331,8385.9463,49363.9771,NA,NA,NA,23934.998,24210.5293,0,0,136,15,121,0,1338,1469.0437,0,1338,171,101,70,0,13187,13601.1133,0,13187,431,295.4885,135.5115,61.4885,251,251,0,0,1755,1916.3605,0,1435.0001,10070,11152.6807,0,10070,71,0,71,0,29968,31969.1016,0,0,28682,21112.0762,7569.9233,0,480,61.4885,418.5115,61.4885,1225,1257.2288,0,1225,3036,3193.696,0,2476,932,932,0,853,8967.001,9637.3271,0,8967.001,9689.999,9689.999,0,9689.999
"1984-08",104232.0002,106287.8893,613.5138,34618.4884,NA,NA,NA,18271,19364.7363,0,0,134,13,121,0,900,1024.1057,0,900,5,5,0,0,10441,10714.2578,0,10441,307,307,0,0,216,216,0,0,1312,1320.8452,0,871,6154,6924.8047,0,5934.9995,37,0,37,0,29624,29623.998,0.0023,0,19005,19005,0,0,517,61.4885,455.5115,61.4885,1072,1072,0,1072,2059.9998,2059.9998,0,1412.9999,624.9999,624.9999,0,373,6095.0005,6493.6533,0,6095.0005,7457,7457,0,7457
"1984-09",65740.998,66236.2303,415.495,22757.5049,NA,NA,NA,11785,12207.5557,0,0,122,12,110,0,600,625.7335,0,600,0,0,0,0,5911,6065.7959,0,5911,174,180.0329,0,0,139,139,0,0,815.9999,815.9999,0,361,4099,4213.3926,0,3593,51,0,51,0,16318.998,16318.998,0,0,12977,13044.7051,0,0,314,59.505,254.495,59.505,1007,1007,0,1007,1773,1773,0,1571.9999,602,602,0,602,4267,4386.5117,0,4267,4785,4785,0,4785
"1984-10",3808,4075.3603,38,1567,NA,NA,NA,540,637.1175,0,0,34,1,33,0,39,46.2479,0,39,0,0,0,0,184,229.8426,0,184,36,36,0,14,17,17,0,0,124,124,0,69,286,331.4179,0,286,5,0,5,0,683,683,0,0,884.9999,884.9999,0,0,25,25.739,0,25,79,90.9921,0,79,144,155.9531,0,144,175,175,0,175,299,341.9877,0,299,253,295.0624,0,253
"1984-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
