"Date","07_AGG_IrrigDemand","07_AGG_IrrigSupply","07_AGG_IrrigShortage","07_AGG_IrrigSupDirectFlow","07_AGG_MunDemand","07_AGG_MunSupply","07_AGG_MunShortage","0700502_I_IrrigDemand","0700502_I_IrrigSupply","0700502_I_IrrigShortage","0700502_I_IrrigSupDirectFlow","0700540_I_IrrigDemand","0700540_I_IrrigSupply","0700540_I_IrrigShortage","0700540_I_IrrigSupDirectFlow","0700549_I_IrrigDemand","0700549_I_IrrigSupply","0700549_I_IrrigShortage","0700549_I_IrrigSupDirectFlow","0700569_I_IrrigDemand","0700569_I_IrrigSupply","0700569_I_IrrigShortage","0700569_I_IrrigSupDirectFlow","0700570_I_IrrigDemand","0700570_I_IrrigSupply","0700570_I_IrrigShortage","0700570_I_IrrigSupDirectFlow","0700597_I_IrrigDemand","0700597_I_IrrigSupply","0700597_I_IrrigShortage","0700597_I_IrrigSupDirectFlow","0700601_I_IrrigDemand","0700601_I_IrrigSupply","0700601_I_IrrigShortage","0700601_I_IrrigSupDirectFlow","0700547_I_IrrigDemand","0700547_I_IrrigSupply","0700547_I_IrrigShortage","0700547_I_IrrigSupDirectFlow","0700614_IrrigDemand","0700614_IrrigSupply","0700614_IrrigShortage","0700614_IrrigSupDirectFlow","0700647_IrrigDemand","0700647_IrrigSupply","0700647_IrrigShortage","0700647_IrrigSupDirectFlow","0700652_I_IrrigDemand","0700652_I_IrrigSupply","0700652_I_IrrigShortage","0700652_I_IrrigSupDirectFlow","0700527_D_IrrigDemand","0700527_D_IrrigSupply","0700527_D_IrrigShortage","0700527_D_IrrigSupDirectFlow","0700698_I_IrrigDemand","0700698_I_IrrigSupply","0700698_I_IrrigShortage","0700698_I_IrrigSupDirectFlow","07_ADP001_IrrigDemand","07_ADP001_IrrigSupply","07_ADP001_IrrigShortage","07_ADP001_IrrigSupDirectFlow","0700699_IrrigDemand","0700699_IrrigSupply","0700699_IrrigShortage","0700699_IrrigSupDirectFlow","07_Arvada_I_MunDemand","07_Arvada_I_MunSupply","07_Arvada_I_MunShortage","07_Arvada_O_MunDemand","07_Arvada_O_MunSupply","07_Arvada_O_MunShortage","07_ConMut_I_MunDemand","07_ConMut_I_MunSupply","07_ConMut_I_MunShortage","07_ConMut_O_MunDemand","07_ConMut_O_MunSupply","07_ConMut_O_MunShortage","07_CoorsC_MunDemand","07_CoorsC_MunSupply","07_CoorsC_MunShortage","07_CoorsB_MunDemand","07_CoorsB_MunSupply","07_CoorsB_MunShortage","07_Golden_I_MunDemand","07_Golden_I_MunSupply","07_Golden_I_MunShortage","07_Golden_O_MunDemand","07_Golden_O_MunSupply","07_Golden_O_MunShortage","07_AMP001_I_MunDemand","07_AMP001_I_MunSupply","07_AMP001_I_MunShortage","07_AMP001_O_MunDemand","07_AMP001_O_MunSupply","07_AMP001_O_MunShortage"
"1991-11",0,0,0,0,2206.89,2206.8863,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.1801,798.1801,0,0,0,0,177,177,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,0,0,0,537.18,537.18,0,0,0,0
"1991-12",0,0,0,0,2222.78,1726.8441,495.9359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,177,177,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,84.34,57.81,0,0,0,537.1801,99.0542,438.1258,0,0,0
"1992-01",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,180,180,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,534.18,534.18,0,0,0,0
"1992-02",0,0,0,0,2175.12,2175.1185,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,180,180,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,534.1801,534.1801,0,0,0,0
"1992-03",121,103.232,19,8,2206.75,2206.75,0,10,6,4,0,8,5,3,0,2,1,1,0,69,69,0,0,0,0,0,0,0,0,0,0,2,1,1,0,13,8,5,0,0,0,0,0,2,2.04,0,2,0,0,0,0,3,3.668,0,3,7,4,3,0,3,3.524,0,3,2,0,2,0,798.18,798.18,0,0,0,0,180,180,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,534.18,534.18,0,0,0,0
"1992-04",3501,2476.5811,1027.6589,322,4252.4601,3421.0077,831.4524,386,381.3104,4.6896,0,263,39.4218,223.5782,0,33,16,17,0,1646,939.6089,706.3911,0,31,31,0,0,21,21,0,0,39,39,0,0,431,431,0,0,16,16,0,16,37,40.24,0,37,18,18,0,0,98,98,0,98,235,235,0,0,171,171,0,171,76,0,76,0,798.1801,798.1801,0,985.54,985.54,0,180,180,0,153,153,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,176.13,0,534.18,433.6314,100.5486,730.9,0,730.9
"1992-05",4626.0002,4629.1878,0,511,5632.07,5632.07,0,460,460,0,0,655,655,0,0,95,95,0,0,1691.0001,1694.1877,0,0,42,42,0,0,56,56,0,0,100,100,0,0,642.0001,642.0001,0,0,31,31,0,31,54,54,0,54,50,50,0,0,280,280,0,280,243,243,0,0,146,146,0,146,81,81,0,0,798.18,798.18,0,1642.5699,1642.5699,0,180,180,0,260,260,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,293.55,0,534.18,534.18,0,1213.17,1213.17,0
"1992-06",4939,4943.1012,0,531,6525.3201,6525.3163,0.0037,555,555,0,0,818,818,0,0,144,144,0,0,1567,1567.3011,0,0,38,38,0,0,50,50,0,0,100,100,0,0,700,700,0,0,38,38,0,38,62,62,0,62,63,63,0,0,331,331,0,331,250,250,0,0,100,103.8,0,100,123,123,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,180,180,0,319,319,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,534.18,534.18,0,1547.02,1547.02,0
"1992-07",3938,3936.5666,10.1694,475,6768.5004,6768.5004,0,489,489,0,0,477,477,0,0,113,113,0,0,1168,1168,0,0,36,36,0,0,42,42,0,0,84,84,0,0,676,676,0,0,36,36,0,36,54,54,0,54,63,63,0,0,293,293,0,293,226,226,0,0,92,100.736,0,92,89,78.8306,10.1694,0,798.18,798.18,0,2190.0903,2190.0903,0,180,180,0,338,338,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,534.18,534.18,0,1626.2301,1626.2301,0
"1992-08",2344,2335.5924,11.3316,257,6086.6399,6086.64,0,325,325,0,0,180,180,0,0,67,67,0,0,680,680,0,0,23,23,0,0,30,30,0,0,50,50,0,0,517,517,0,0,18,18,0,18,26,26,0,26,25,25,0,0,160,160,0,160,137,129.3718,7.6282,0,53,55.924,0,53,53,49.2966,3.7034,0,798.18,798.18,0,1861.5699,1861.5701,0,180,180,0,294,294,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,534.18,534.18,0,1375.6,1375.6,0
"1992-09",3729,2420.2223,1318.9378,432,5161.61,5161.6062,0.0037,663,384.5734,278.4267,0,287,159.4165,127.5834,0,54,27.9285,26.0715,0,1304,543.3771,760.6229,0,33,33,0,0,45,45,0,0,94,94,0,0,438,438,0,0,28,28,0,28,43,45.36,0,43,19,19,0,0,261,261,0,261,268,186.0604,81.9396,0,100,107.8,0,100,92,47.7063,44.2936,0,798.1801,798.1801,0,1423.5599,1423.5599,0,180,180,0,217,217,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,534.18,534.18,0,1059.75,1059.75,0
"1992-10",1688,1725.358,43.3353,152,3813.78,3813.78,0,208,233.16,0,0,168,193.3753,0,0,17,18.33,0,0,798,798,0,0,5,5.3,0,0,7,7.01,0,0,18,19.82,0,0,155,111.6647,43.3353,0,7,7.64,0,7,27,30.04,0,27,5,5.63,0,0,53,61.468,0,53,115,121.9,0,0,65,72.02,0,65,40,40,0,0,798.18,798.18,0,766.53,766.53,0,180,180,0,117,117,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,534.18,534.18,0,570.48,570.48,0
"1992-11",0,0,0,0,2206.89,2206.8863,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.1801,798.1801,0,0,0,0,180,180,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,0,0,0,534.18,534.18,0,0,0,0
"1992-12",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,180,180,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,534.18,534.18,0,0,0,0
"1993-01",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,183,183,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,531.18,531.18,0,0,0,0
"1993-02",0,0,0,0,2175.12,2175.1185,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,183,183,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,531.18,531.18,0,0,0,0
"1993-03",10,6,4,0,2206.75,2206.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,183,183,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,531.18,531.18,0,0,0,0
"1993-04",2411.0001,2104.3451,309.779,304,4252.4602,4252.4564,0.0037,205,205,0,0,170,60.3902,109.6098,0,19,8,11,0,1203.0001,1070.5477,132.4523,0,30,30,0,0,12,12,0,0,27,27,0,0,227,170.2832,56.7168,0,11,11,0,11,19,20.88,0,19,10,10,0,0,49,50.244,0,49,160,160,0,0,225,225,0,225,44,44,0,0,798.1801,798.1801,0,985.54,985.54,0,183,183,0,155,155,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,176.13,0,531.18,531.18,0,728.9001,728.9001,0
"1993-05",5375.0001,5323.6521,51.348,606,5632.07,5620.7693,11.3006,566.9999,566.9999,0,0,950.0001,950.0001,0,0,94,94,0,0,1802,1802,0,0,57,57,0,0,33,33,0,0,133,133,0,0,617.0001,617.0001,0,0,33,33,0,33,56,56,0,56,133,133,0,0,360,360,0,360,275,275,0,0,157,157,0,157,108,56.652,51.348,0,798.18,798.18,0,1642.5699,1642.5699,0,183,183,0,264,264,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,282.2493,11.3006,531.18,531.18,0,1209.17,1209.17,0
"1993-06",6042.0001,6115.7791,0,684,6525.3201,6525.3163,0.0037,654,654,0,0,1230,1230,0,0,191,191,0,0,1853.0001,1926.7791,0,0,50,50,0,0,63,63,0,0,140,140,0,0,645,645,0,0,56,56,0,56,65,65,0,65,133,133,0,0,456,456,0,456,269,269,0,0,107,107,0,107,130,130,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,183,183,0,325,325,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,531.18,531.18,0,1541.02,1541.02,0
"1993-07",7252.9998,7341.4062,0,803,6768.5003,6768.5003,0,732,732,0,0,1258,1258,0,0,356,356,0,0,2075.9998,2156.5742,0,0,67,67,0,0,100,100,0,0,160,160,0,0,1027,1027,0,0,86,86,0,86,80,80,0,80,167,167,0,0,533,533,0,533,352,352,0,0,104,111.832,0,104,155,155,0,0,798.18,798.18,0,2190.0903,2190.0903,0,183,183,0,344,344,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,531.18,531.18,0,1620.23,1620.23,0
"1993-08",4949.0001,4259.9817,696.7383,637,6086.6399,6086.6399,0,717,717,0,0,578.0001,578.0001,0,0,169,169,0,0,1257,715.4262,541.5738,0,56,56,0,0,100,100,0,0,167,167,0,0,814,814,0,0,63,63,0,63,54,54,0,54,83,83,0,0,430,430,0,430,271,151.511,119.489,0,90,97.72,0,90,100,64.3245,35.6755,0,798.18,798.18,0,1861.5699,1861.5699,0,183,183,0,299,299,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,531.18,531.18,0,1370.6,1370.6,0
"1993-09",2463.0001,2134.7922,334.1279,324,5161.61,5161.6061,0.0039,477,384.5734,92.4267,0,162,123.9921,38.0079,0,39,11,28,0,709.0001,555.0573,153.9428,0,33,33,0,0,75,75,0,0,90,90,0,0,295,295,0,0,23,23,0,23,26,26.52,0,26,18,18,0,0,225,225,0,225,167,167,0,0,50,55.4,0,50,74,52.2495,21.7505,0,798.1801,798.1801,0,1423.5599,1423.5598,1e-04,183,183,0,221,221,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,531.18,531.18,0,1055.75,1055.75,0
"1993-10",774,824.4741,0,75,3813.78,3813.78,0,107,119.64,0,0,80,92,0,0,7,7.43,0,0,336,336,0,0,3,3.38,0,0,3,3.29,0,0,10,10.9,0,0,68,72.1961,0,0,3,3.56,0,3,13,14.76,0,13,3,3.578,0,0,27,31.012,0,27,60,63.6,0,0,32,35.256,0,32,22,27.872,0,0,798.18,798.18,0,766.53,766.53,0,183,183,0,119,119,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,531.18,531.18,0,568.48,568.48,0
"1993-11",0,0,0,0,2206.89,2095.2956,111.5944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.1801,798.1801,0,0,0,0,183,183,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,0,0,0,531.18,419.5893,111.5906,0,0,0
"1993-12",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,183,183,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,531.18,531.18,0,0,0,0
"1994-01",0,0,0,0,2222.78,2222.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,186,186,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,528.18,528.18,0,0,0,0
"1994-02",0,0,0,0,2175.12,2175.1185,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.18,0,0,0,0,186,186,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,528.18,528.18,0,0,0,0
"1994-03",234,204.264,31,12,2206.75,2206.75,0,12,7,5,0,13,8,5,0,3,2,1,0,144,144,0,0,2,1,1,0,0,0,0,0,2,1,1,0,33,20,13,0,0,0,0,0,2,2.04,0,2,0,0,0,0,3,3.668,0,3,10,6,4,0,7,7.556,0,7,3,2,1,0,798.18,798.18,0,0,0,0,186,186,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,528.18,528.18,0,0,0,0
"1994-04",1596,1599.1231,9,135,4252.4602,4252.4564,0.0037,157,157,0,0,102,109.1,0,0,17,8,9,0,821,823.8062,0,0,13,13,0,0,8,8,0,0,16,16,0,0,195,195,0,0,6,6,0,6,16,17.32,0,16,7,7,0,0,42,42,0,42,93,93,0,0,71,71,0,71,32,32.897,0,0,798.1801,798.1801,0,985.54,985.54,0,186,186,0,158,158,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,176.13,0,528.18,528.18,0,725.9001,725.9001,0
"1994-05",5410.0001,5413.5749,0,629,5632.0698,5632.0698,0,566,566,0,0,805,805,0,0,105,105,0,0,1900.0001,1903.575,0,0,50,50,0,0,67,67,0,0,129,129,0,0,676,676,0,0,38,38,0,38,67,67,0,67,75,75,0,0,347,347,0,347,303,303,0,0,177,177,0,177,105,105,0,0,798.18,798.18,0,1642.5699,1642.5699,0,186,186,0,269,269,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,293.55,0,528.18,528.18,0,1204.1699,1204.1699,0
"1994-06",6235.0001,6241.2802,0,594,6525.3201,6525.3163,0.0038,600,600,0,0,918,918,0,0,194,194,0,0,2297,2298.8601,0,0,46,46,0,0,60,60,0,0,107,107,0,0,965.0001,965.0001,0,0,46,46,0,46,71,71,0,71,63,63,0,0,362,362,0,362,268,268,0,0,115,119.42,0,115,123,123,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,186,186,0,330,330,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,528.18,528.18,0,1536.02,1536.02,0
"1994-07",4911,3731.8736,1189.4664,527,6768.5003,6768.5003,0,529,529,0,0,533,533,0,0,152,152,0,0,1659,590.874,1068.126,0,43,43,0,0,50,50,0,0,89,89,0,0,922,922,0,0,43,43,0,43,59,59,0,59,63,63,0,0,320,320,0,320,247,165.511,81.489,0,105,115.34,0,105,97,57.1486,39.8514,0,798.18,798.18,0,2190.0903,2190.0903,0,186,186,0,349,349,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,528.18,528.18,0,1615.23,1615.23,0
"1994-08",4102.9999,2791.277,1316.9189,426,6086.6399,6086.64,0,529,411.3772,117.6228,0,298,135.6373,162.3627,0,119,26.8056,92.1944,0,1340,508.4534,831.5466,0,38,38,0,0,50,50,0,0,81,81,0,0,884.9999,884.9999,0,0,29,29,0,29,43,43,0,43,33,33,0,0,267,267,0,267,216,141.511,74.489,0,87,92.196,0,87,88,49.2966,38.7034,0,798.18,798.18,0,1861.5699,1861.5701,0,186,186,0,304,304,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,528.18,528.18,0,1365.6,1365.6,0
"1994-09",3836,2229.8631,1616.2968,432,5161.61,5161.6062,0.0037,674,412.4536,261.5464,0,283,70.6523,212.3477,0,63,63,0,0,1277,549.4624,727.5375,0,33,33,0,0,45,45,0,0,94,94,0,0,553,267.3681,285.6319,0,28,28,0,28,43,45.36,0,43,19,19,0,0,261,261,0,261,268,186.0604,81.9396,0,100,107.8,0,100,95,47.7063,47.2936,0,798.1801,798.1801,0,1423.5599,1423.5599,0,186,186,0,225,225,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,528.18,528.18,0,1051.75,1051.75,0
"1994-10",1231.9999,1124.8728,144.3616,105,3813.78,3813.78,0,140,156.8,0,0,118,60.8921,57.1079,0,13,14.37,0,0,591.9999,591.9999,0,0,3,3.1445,0,0,5,5.15,0,0,13,8,5,0,133,70.3357,62.6643,0,5,5.6,0,5,18,20.36,0,18,3,3.578,0,0,37,42.572,0,37,80,84.8,0,0,45,49.86,0,45,27,7.4106,19.5894,0,798.18,798.18,0,766.53,766.53,0,186,186,0,121,121,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,528.18,528.18,0,566.48,566.48,0
"1994-11",0,0,0,0,2206.89,2064.7363,142.1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.1801,798.1801,0,0,0,0,186,186,0,0,0,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,0,142.15,0,0,0,528.18,528.18,0,0,0,0
"1994-12",0,0,0,0,2222.78,2222.7799,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.1799,1e-04,0,0,0,186,186,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,528.18,528.18,0,0,0,0
"1995-01",0,0,0,0,2222.78,2222.7799,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.1799,1e-04,0,0,0,156,156,0,0,0,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,0,0,0,558.18,558.18,0,0,0,0
"1995-02",0,0,0,0,2175.1199,2175.1184,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.1799,1e-04,0,0,0,156,156,0,0,0,0,62.42,62.42,0,458.19,458.1885,0.0015,142.15,142.15,0,0,0,0,558.18,558.18,0,0,0,0
"1995-03",0,0,0,0,2206.75,2206.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.18,798.1801,0,0,0,0,156,156,0,0,0,0,61.32,61.32,0,490.92,490.92,0,142.15,142.15,0,0,0,0,558.18,558.18,0,0,0,0
"1995-04",234,233.04,1,16,4252.4602,4252.4564,0.0037,14,14,0,0,14,14,0,0,2,1,1,0,137,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,2,2.04,0,2,0,0,0,0,3,3,0,3,14,14,0,0,11,11,0,11,4,4,0,0,798.1801,798.1801,0,985.54,985.54,0,156,156,0,132,132,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,176.13,176.13,0,558.1801,558.1801,0,751.9,751.9,0
"1995-05",287,287,0,23,5632.07,5620.7693,11.3006,56,56,0,0,0,0,0,0,4,4,0,0,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,3,3,0,3,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,8,8,0,0,798.18,798.18,0,1642.5699,1642.5699,0,156,156,0,225,225,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,293.55,282.2493,11.3006,558.18,558.18,0,1248.17,1248.17,0
"1995-06",3272,3298.1773,0,326.0001,6525.3202,6525.3164,0.0038,425,425,0,0,655,655,0,0,73,73,0,0,1084,1106.7773,0,0,30,30,0,0,38,38,0,0,67,67,0,0,321,321,0,0,18,18,0,18,28,28,0,28,50,50,0,0,230,230,0,230,136,136,0,0,50,53.4,0,50,67,67,0,0,798.1801,798.1801,0,2080.5801,2080.5801,0,156,156,0,276,276,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,371.83,371.83,0,558.1801,558.1801,0,1590.02,1590.02,0
"1995-07",8141,8145.372,0,664.0001,6768.5003,6768.5003,0,1017.9999,1017.9999,0,0,1520,1520,0,0,300,300,0,0,2611,2611,0,0,50,50,0,0,45,45,0,0,145,145,0,0,1119,1119,0,0,29,29,0,29,66,66,0,66,125,125,0,0,460,460,0,460,370,370,0,0,109,113.372,0,109,174,174,0,0,798.18,798.18,0,2190.0903,2190.0903,0,156,156,0,293,293,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,391.4,391.4,0,558.18,558.18,0,1671.23,1671.23,0
"1995-08",6935.0002,6980.4046,0,741.0001,6086.6398,6086.6399,0,929,929,0,0,1143,1143,0,0,318,318,0,0,1753,1794.9524,0,0,67,67,0,0,60,60,0,0,170,170,0,0,1090.0001,1090.0001,0,0,40,40,0,40,72,72,0,72,125,125,0,0,510.0001,510.0001,0,510.0001,363,363,0,0,119,122.452,0,119,176,176,0,0,798.18,798.18,0,1861.5699,1861.5701,0,156,156,0,254,254,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,332.69,332.69,0,558.18,558.18,0,1415.5999,1415.5999,0
"1995-09",3367.0001,3315.8135,59.0105,364,5161.6101,5161.6062,0.0039,606,606,0,0,263,263,0,0,115,115,0,0,886.0001,888.376,0,0,33,33,0,0,50,50,0,0,125,125,0,0,597,597,0,0,20,20,0,20,33,33,0,33,33,33,0,0,255,255,0,255,211,182.74,28.26,0,56,61.448,0,56,84,53.2495,30.7505,0,798.1801,798.1801,0,1423.5599,1423.5598,1e-04,156,156,0,188,188,0,61.46,61.46,0,490.92,490.9162,0.0037,142.15,142.15,0,254.41,254.41,0,558.1801,558.1801,0,1088.75,1088.75,0
"1995-10",1560,1643.9532,7,136,3813.78,3813.78,0,188,210.76,0,0,157,180.35,0,0,17,10,7,0,738,738,0,0,5,5.3,0,0,5,5.15,0,0,17,18.33,0,0,152,160.7452,0,0,5,5.6,0,5,23,25.96,0,23,5,5.63,0,0,48,55.688,0,48,105,111.3,0,0,60,66.48,0,60,35,44.66,0,0,798.18,798.18,0,766.53,766.53,0,156,156,0,101,101,0,60.99,60.99,0,507.28,507.28,0,142.15,142.15,0,136.99,136.99,0,558.18,558.18,0,586.48,586.48,0
