"Date","02_AGG_IrrigDemand","02_AGG_IrrigSupply","02_AGG_IrrigShortage","02_AGG_IrrigSupDirectFlow","02_AGG_MunDemand","02_AGG_MunSupply","02_AGG_MunShortage","0203837_I_IrrigDemand","0203837_I_IrrigSupply","0203837_I_IrrigShortage","0203837_I_IrrigSupDirectFlow","0200873_IrrigDemand","0200873_IrrigSupply","0200873_IrrigShortage","0200873_IrrigSupDirectFlow","0200809_IrrigDemand","0200809_IrrigSupply","0200809_IrrigShortage","0200809_IrrigSupDirectFlow","0200810_I_IrrigDemand","0200810_I_IrrigSupply","0200810_I_IrrigShortage","0200810_I_IrrigSupDirectFlow","0200817_I_IrrigDemand","0200817_I_IrrigSupply","0200817_I_IrrigShortage","0200817_I_IrrigSupDirectFlow","0200824_I_IrrigDemand","0200824_I_IrrigSupply","0200824_I_IrrigShortage","0200824_I_IrrigSupDirectFlow","0200808_I_IrrigDemand","0200808_I_IrrigSupply","0200808_I_IrrigShortage","0200808_I_IrrigSupDirectFlow","0200872_IrrigDemand","0200872_IrrigSupply","0200872_IrrigShortage","0200872_IrrigSupDirectFlow","0200805_I_IrrigDemand","0200805_I_IrrigSupply","0200805_I_IrrigShortage","0200805_I_IrrigSupDirectFlow","0200825_I_IrrigDemand","0200825_I_IrrigSupply","0200825_I_IrrigShortage","0200825_I_IrrigSupDirectFlow","0200837_I_IrrigDemand","0200837_I_IrrigSupply","0200837_I_IrrigShortage","0200837_I_IrrigSupDirectFlow","0200826_IrrigDemand","0200826_IrrigSupply","0200826_IrrigShortage","0200826_IrrigSupDirectFlow","0200915_IrrigDemand","0200915_IrrigSupply","0200915_IrrigShortage","0200915_IrrigSupDirectFlow","0200834_I_IrrigDemand","0200834_I_IrrigSupply","0200834_I_IrrigShortage","0200834_I_IrrigSupDirectFlow","0200812_I_IrrigDemand","0200812_I_IrrigSupply","0200812_I_IrrigShortage","0200812_I_IrrigSupDirectFlow","0200821_IrrigDemand","0200821_IrrigSupply","0200821_IrrigShortage","0200821_IrrigSupDirectFlow","0200822_IrrigDemand","0200822_IrrigSupply","0200822_IrrigShortage","0200822_IrrigSupDirectFlow","0203876_I_IrrigDemand","0203876_I_IrrigSupply","0203876_I_IrrigShortage","0203876_I_IrrigSupDirectFlow","0200836_IrrigDemand","0200836_IrrigSupply","0200836_IrrigShortage","0200836_IrrigSupDirectFlow","0200813_I_IrrigDemand","0200813_I_IrrigSupply","0200813_I_IrrigShortage","0200813_I_IrrigSupDirectFlow","0200830_IrrigDemand","0200830_IrrigSupply","0200830_IrrigShortage","0200830_IrrigSupDirectFlow","0200828_I_IrrigDemand","0200828_I_IrrigSupply","0200828_I_IrrigShortage","0200828_I_IrrigSupDirectFlow","02_ADP003_IrrigDemand","02_ADP003_IrrigSupply","02_ADP003_IrrigShortage","02_ADP003_IrrigSupDirectFlow","0200871_IrrigDemand","0200871_IrrigSupply","0200871_IrrigShortage","0200871_IrrigSupDirectFlow","0200874_IrrigDemand","0200874_IrrigSupply","0200874_IrrigShortage","0200874_IrrigSupDirectFlow","02_Nglenn_I_MunDemand","02_Nglenn_I_MunSupply","02_Nglenn_I_MunShortage","02_Nglenn_O_MunDemand","02_Nglenn_O_MunSupply","02_Nglenn_O_MunShortage","02_Thorn_I_MunDemand","02_Thorn_I_MunSupply","02_Thorn_I_MunShortage","02_Thorn_O_MunDemand","02_Thorn_O_MunSupply","02_Thorn_O_MunShortage","02_Westy_I_MunDemand","02_Westy_I_MunSupply","02_Westy_I_MunShortage","02_Westy_O_MunDemand","02_Westy_O_MunSupply","02_Westy_O_MunShortage"
"1989-12",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1990-01",389,389,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1990-02",1640,1640,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
"1990-03",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1990-04",38407.0002,38616.4668,0,3681.4354,4026.6001,4026.6001,0,6589,6589.0005,0,0,246,246,0,246,2358,2358,0,2358,914,914,0,0,3163,3163,0,0,1928.0001,1928.0101,0,0,5470,5470,0,0,313,313,0,313,2776,2951.7781,0,0,1372,1372,0,0,219,219,0,0,92,92,0,92,2594,2594,0,0,2361,2361,0,0,1377,1377,0,0,300,300,0,1e-04,630,630.0001,0,3e-04,1624,1641.3551,0,0,117,125.35,0,117,987.0001,987.0104,0,0,237,237,0,1e-04,1286,1286.0079,0,0,90,94.6833,0,90,1255,1258.2712,0,356.4349,109,109,0,109,219.15,219.15,0,236.49,236.49,0,910.3301,910.3301,0,982.35,982.35,0,782.07,782.07,0,896.21,896.21,0
"1990-05",56779.9996,57845.183,774.1125,4711.3162,5436.63,5436.6301,1e-04,8217,8545.8711,0,0,373,373,0,373,2615.9998,2615.9998,0,2615.9998,876.0001,876.0001,0,0,4198,4236.8179,0,0,3585.9998,3586.022,0,0,3926,3926,0,0,341,349.274,0,341,4363,5546.7397,0,0,2806,2806,0,0,561,561,0,0,148,148,0,148,2234,2362.8857,0,0,4600,4600,0,0,2560,2560,0,0,762,761.9999,1e-04,1e-04,1679.0001,1679.0001,0,3e-04,3729,3876.7031,0,0,441,441,0,441,2281,2281.0195,0,0,540,539.9999,1e-04,1e-04,3144,3144.0127,0,0,269,269,0,269,2375,1600.8875,774.1124,368.3161,155,157.95,0,155,219.15,219.15,0,394.15,394.15,0,910.33,910.33,0,1637.25,1637.25,1e-04,782.0699,782.0699,0,1493.6801,1493.6802,0
"1990-06",108890.9998,109678.0098,3737.0534,8116.4355,6376.6604,6376.6602,2e-04,16541,17869.0879,0,0,759.0001,796.0397,0,759.0001,4102,4366.5186,0,4102,1660.0001,1700.7521,0,0,8336,9379.3574,0,0,5011,5250.8394,0,0,6594,7334.7612,0,0,666,709.8441,0,666,8899,8898.999,7e-04,0,5735,5735.0005,0,0,1058,1058,0,0,342,342,0,342,4616,5140.3633,0,0,8191.9995,8191.9995,0,0,4543,4577.9551,0,0,1485,1485.0001,0,1e-04,2912,2912,0,3e-04,8338,8558.8105,0,0,1000.0001,1000.0001,0,1000.0001,4774.9995,4775.0527,0,0,1368,1368.0001,0,1e-04,5103,5103.041,0,0,568,568,0,568,5965.0005,2227.9475,3737.0527,356.4349,323,328.64,0,323,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"1990-07",75615,75081.9762,2378.7086,5520.3165,6611.6599,6611.6599,0,9647,10353.207,0,0,400,400.3501,0,400,2542,2705.8865,0,2542,1194,1213.3163,0,0,5624,5624,1e-04,0,2962,3376.0315,0,0,4016,4338.1162,0,0,400,400,0,400,8530,8530,2e-04,0,4168,4320.874,0,0,825,825,0,0,300,300,0,300,2194,2194,0,0,6626,6625.9995,2e-04,0,2886,2952.8193,0,0,1144,1144.0001,0,1e-04,1960,1959.9999,1e-04,3e-04,5361,5361,0,0,903,903,0,903,3348,3348.0393,0,0,1889,1889,0,1e-04,4489,4489.0439,0,0,405,405,0,405,3600,1221.2925,2378.708,368.3161,202,202,0,202,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.58,0
"1990-08",70473.0002,69328.5225,2875.3725,4905.0004,5906.64,5906.64,0,8237,8778.4961,0,0,303,303.2621,0,303,2447,2604.9885,0,2447,1129,1165.636,0,0,6084,6084,1e-04,0,2395.0002,2706.011,0,0,3648,4009.9619,0,0,379,379,0,379,9131,9131,2e-04,0,3651,3717.8596,0,0,800,800,0,0,241,241,0,241,1811,1811,0,0,5946,5945.9995,2e-04,0,2491,2567.9045,0,0,1158,1158.0001,0,1e-04,1784,1784,1e-04,3e-04,5290,5467.6982,0,0,870,870,0,870,2944,2944.0354,0,0,1837,1837.0001,0,1e-04,4340,4340.041,0,0,419,419,0,419,2957,81.6283,2875.3718,65,181,181,0,181,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.55,0,782.0699,782.0699,0,1692.84,1692.84,0
"1990-09",54166.0004,52926.3998,2013.6329,4925.0002,4966.63,4966.63,1e-04,6786.0005,7167.3076,0,0,271,271.2778,0,271,2650.9998,2650.9998,0,2650.9998,1043,1043,0,0,4283,4283,0,0,1991.9998,2140.1313,0,0,3289,3473.8254,0,0,343,343,0,343,4166,4166,0,0,2895,2930.2439,0,0,531,531,0,0,227,227,0,227,1824.0001,1848.0365,0,0,4123,4123.1509,0,0,2277,2277,0,0,1170,1170,0,1e-04,1418,1418,0,3e-04,3523,3523,0,0,804.0001,804.0001,0,804.0001,2642,2642.0278,0,0,1162,1162,0,1e-04,4000.0002,4000.0315,0,0,433,433,0,433,2152,138.3672,2013.6328,35,161,161,0,161,219.15,219.15,0,341.6,341.6,0,910.3301,910.33,1e-04,1418.95,1418.95,0,782.07,782.07,0,1294.53,1294.53,0
"1990-10",14761,15108.445,583.3018,1640.0004,3556.5899,3556.5899,0,2321,2470.3696,0,0,133,133.1133,0,133,789,890.6273,0,789,286,286,0,0,1186,1186,0,0,525,613.8708,0,0,1307.9999,1475.8864,0,0,165,165,0,165,1443.0001,1443.0001,0,0,611.9999,664.2363,0,0,145,162.4,0,0,82,86.72,0,82,812.0001,812.0001,0,0,709,735.8967,0,0,577,709.9304,0,0,180,208.0469,0,1e-04,363,391.8921,0,3e-04,853,891.1885,0,0,80,92,0,80,435,479.9998,0,0,141,154.1007,0,1e-04,438,451.7621,0,0,57,66.7058,0,57,1051,467.6982,583.3018,264,70,70,0,70,219.15,219.15,0,183.94,183.94,0,910.33,910.33,0,764.05,764.05,0,782.0699,782.0699,0,697.05,697.05,0
"1990-11",261,252.3472,28,78.0002,1911.5501,1911.5501,0,36,37.7778,0,0,5,5,0,5,24,27.207,0,24,9,10.7003,0,0,18,18.7789,0,0,7,8.3583,0,0,38,42.6234,0,0,7,7,0,7,0,0,0,0,7,7.7452,0,0,0,0,0,0,2,2,0,2,28,0,28,0,0,0,0,0,12,14.9656,0,0,3,3.5508,0,1e-04,6,6.6103,0,1e-04,3,3.0714,0,0,0,0,0,0,9,9.8542,0,0,2,2,0,1e-04,5,5.0001,0,0,2,2.1041,0,2,36,36,0,36,2,2,0,2,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
"1990-12",44,44,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1991-01",1367,1367,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1991-02",316,316,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
"1991-03",1180,1177.3921,69,91.032,1911.55,1911.55,0,167,175.7844,0,0,7,7,0,7,60,67.5566,0,60,23,23,0,0,106,111.0575,0,0,38,44.2307,0,0,105,118.3243,0,0,8,8,0,4.0318,307,307,0,0,53,57.5078,0,0,0,0,0,0,5,5.3,0,5,69,0,69,0,0,0,0,0,45,55.1211,0,0,11,12.6862,0,1e-04,19,20.3972,0,1e-04,0,0,0,0,5,5.75,0,5,34,37.4289,0,0,13,14.2738,0,1e-04,39,40.2802,0,0,5,5.6935,0,5,56,56,0,0,5,5,0,5,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1991-04",32621.9993,33040.4377,0,3414.4353,4026.6001,4026.6001,0,5173,5173,0,0,238,238,0,238,2117,2117,0,2117,804.9999,804.9999,0,0,2708.9998,2708.9998,0,0,1832,1832.0098,0,0,4365,4365,0,0,313,313,0,313,1836,2223.6189,0,0,1241,1241,0,0,200,200,0,0,98,98,0,98,1971.9999,1971.9999,0,0,2110.9998,2110.9998,0,0,1348,1348,0,0,311,311,0,1e-04,668,668.0001,0,2e-04,1465,1480.7124,0,0,108,115.4,0,108,887,887.0093,0,0,212,212,0,1e-04,1129,1129.007,0,0,82,86.267,0,82,1300,1303.4139,0,356.435,102,102,0,102,219.15,219.15,0,236.49,236.49,0,910.3301,910.3301,0,982.35,982.35,0,782.07,782.07,0,896.21,896.21,0
"1991-05",62383.0005,62176.9104,1881.8834,4946.0005,5436.63,5436.63,0,8929.001,9283.9102,0,0,448,448.0001,0,448.0001,2954,2954,0,2954,962,962,0,0,4587,4620.7603,0,0,4217,4217.0259,0,0,4151.9995,4151.9995,0,0,406,415.684,0,406,4058,5033.2495,0,0,3203,3203,0,0,617.0001,617.0001,0,0,180,180,0,180,2386,2522.147,0,0,4990,4989.9995,4e-04,0,3003,3003,0,0,923.9999,923.9999,1e-04,1e-04,2031,2031,0,3e-04,4101,4263.2729,0,0,473,473,0,473,2581,2581.0225,0,0,564,563.9999,1e-04,1e-04,3178,3178.0122,0,0,306,306,0,306,2954,1072.1171,1881.8829,0,179,182.71,0,179,219.15,219.15,0,394.15,394.15,0,910.33,910.33,0,1637.25,1637.25,0,782.0699,782.0699,0,1493.6801,1493.6801,0
"1991-06",74498.9997,78341.7306,8e-04,5599.4354,6376.6604,6376.6602,2e-04,10733,12034.1094,0,0,512,548.8349,0,512,2769,2947.668,0,2769,1060,1086.0814,0,0,5012.9995,5997.1812,0,0,3394,3556.5518,0,0,4411,4906.8208,0,0,453,495.434,0,453,8613,8613,5e-04,0,3800,3800.0005,0,0,727,727,0,0,231,231,0,231,3114.9998,3484.9575,0,0,5543,5542.9995,3e-04,0,2990.0002,3013.1079,0,0,961.0001,961.0001,0,1e-04,1933,1933,0,3e-04,5514,5726.1855,0,0,680.0001,680.0001,0,680.0001,3225,3225.0359,0,0,900,900,0,1e-04,3276,3276.0264,0,0,378,378,0,378,4048,4053.4258,0,356.4349,220,224.31,0,220,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"1991-07",66660.0003,66210.9761,2174.1202,4832.0007,6611.6599,6611.6599,0,7648,8345.3594,0,0,363,363.3146,0,363,2429.0002,2585.7351,0,2429.0002,1140,1158.746,0,0,4620,4619.9995,3e-04,0,2603,2966.8,0,0,3640,3932.0012,0,0,395,395,0,395,8154,8154,5e-04,0,3653.0002,3786.9995,0,0,742,742,0,0,276,276,0,276,1957,1957.0001,0,0,6000,6000,0,0,2671,2733.0664,0,0,1100,1100.0001,0,1e-04,1834,1833.9999,1e-04,3e-04,4247,4247,0,0,810,810,0,810,3069,3069.0361,0,0,1682,1682.0001,0,1e-04,3784,3784.0376,0,0,368,368,0,368,3283.9998,1109.8804,2174.1194,0,191,191,0,191,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.58,0
"1991-08",72906.0006,72326.6949,2302.2519,4664.0004,5906.64,5906.6399,1e-04,8400,8949.9678,0,0,260,260.2276,0,260,2155,2293.7839,0,2155,984,1015.9496,0,0,6574,6574,1e-04,0,2452.0002,2770.3567,0,0,3306,3635.1819,0,0,314,314,0,314,10454,10454,0,0,3851,3921.5242,0,0,903.9999,903.9999,0,0,241,241,0,241,1540.0001,1540.0002,0,0,6548,6548,0,0,2333,2404.9741,0,0,1105,1105.0001,0,1e-04,1731,1730.9999,1e-04,3e-04,5949,6160.9014,0,0,974,974,0,974,2840.0002,2840.0342,0,0,2037,2037.0002,0,1e-04,4865,4865.0449,0,0,419,419,0,419,2516,213.7483,2302.2517,147,154,154,0,154,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.5499,1e-04,782.0699,782.0699,0,1692.84,1692.84,0
"1991-09",45435.0007,44282.0868,1819.977,4127.0003,4966.63,4966.63,1e-04,5868,6201.0977,0,0,234,234.2423,0,234,2279,2279,0,2279,866,866,0,0,3213.0002,3213.0002,0,0,1619,1739.4032,0,0,2929.0002,3093.5996,0,0,296,296,0,296,4660,4660,0,0,2232,2259.3154,0,0,500,500,0,0,200,200,0,200,1650.0001,1671.2083,0,0,3223,3223.1511,0,0,1908.0001,1908.0001,0,0,852,852,0,1e-04,1088,1088,0,1e-04,2908,2908,0,0,622,622,0,622,2108,2108.0225,0,0,846.9999,846.9999,0,1e-04,3006,3006.0234,0,0,358,358,0,358,1831,11.023,1819.9769,0,138,138,0,138,219.15,219.15,0,341.6,341.6,0,910.3301,910.33,1e-04,1418.95,1418.95,0,782.07,782.07,0,1294.53,1294.53,0
"1991-10",15005.0002,15215.0228,797.9053,1317.0003,3556.5899,3556.59,0,2787,2960.6316,0,0,123,123.1045,0,123,785,886.5536,0,785,253,294.1308,0,0,1381,1381,0,0,601,703.3322,0,0,1323,1493.1891,0,0,150,150,0,150,965,965.0001,0,0,590,640.3306,0,0,132,147.64,0,0,63,66.98,0,63,787.0001,787.0001,0,0,720,747.1988,0,0,549.0001,675.6772,0,0,142,164.4037,0,1e-04,348,376.1694,0,1e-04,1153,1204.6895,0,0,68,78.4,0,68,457,504.3056,0,0,120,130.9715,0,1e-04,414,427.2819,0,0,63,73.938,0,63,966,168.0947,797.9053,0,65,65,0,65,219.15,219.15,0,183.94,183.94,0,910.33,910.3301,0,764.05,764.05,0,782.0699,782.0699,0,697.05,697.05,0
"1991-11",0,0,0,0,1911.5501,1911.5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
"1991-12",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1992-01",647,647,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1992-02",0,0,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
"1992-03",1146,1212.5523,86,223.0003,1911.55,1911.55,0,180,189.4119,0,0,13,13,0,13,69,78.1048,0,69,28,28,0,0,103,107.9688,0,0,35,40.7914,0,0,125,141.0534,0,0,15,15,0,15,0,71,0,0,47,51.0436,0,0,17,18.84,0,0,8,8.68,0,8,86,0,86,0,78,81.1732,0,0,49,60.443,0,0,17,19.7878,0,1e-04,30,32.2484,0,1e-04,47,49.0712,0,0,8,9.4,0,8,34,37.4289,0,0,11,12.2924,0,1e-04,36,37.1202,0,0,5,5.6935,0,5,98,98,0,98,7,7,0,7,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1992-04",64455.9995,64881.4507,3e-04,6334.4354,4026.6001,4026.6,1e-04,12362,12362,0,0,484,484,0,484,4225,4225,0,4225,1509,1509,0,0,5215,5215,0,0,3572,3572.019,0,0,9210,9210,0,0,594,594,0,594,1466,1828.5179,0,0,2156,2156,0,0,306,306,0,0,138,138,0,138,4601,4601,2e-04,0,4193,4193,0,0,2470.9998,2470.9998,0,0,484,483.9999,0,1e-04,1178,1177.9999,1e-04,3e-04,3280.9998,3316.1382,0,0,175,187.25,0,175,1771,1771.0188,0,0,319,319,0,1e-04,1832,1832.0112,0,0,162,170.43,0,162,2552,2559.0659,0,356.4349,200,200,0,200,219.15,219.15,0,236.49,236.49,0,910.3301,910.3301,0,982.35,982.35,0,782.07,782.07,0,896.21,896.21,1e-04
"1992-05",84398.0014,82217.0398,3058.6296,6306.0004,5436.63,5436.63,0,11735,12192.6045,0,0,540,540,0,540,3703,3703,0,3703,1294,1294,0,0,6782,6786.4795,0,0,5362,5362.0337,0,0,5383,5383,0,0,476,487.664,0,476,3840.9998,3840.9998,0,0,4600,4600.0005,0,0,796,796,0,0,205,205,0,205,3212.0002,3387.9226,0,0,8140.0005,8140.0005,0,0,3623,3623,0,0,1295,1295.0001,0,1e-04,2528.0002,2528.0002,0,3e-04,5663.0005,5886.6216,0,0,772.9999,772.9999,0,772.9999,3522.9998,3523.0303,0,0,1028,1028,0,1e-04,5783.0005,5783.0225,0,0,388,388,0,388,3504,445.3702,3058.6296,0,221,225.29,0,221,219.15,219.15,0,394.15,394.15,0,910.33,910.33,0,1637.25,1637.25,0,782.0699,782.0699,0,1493.6801,1493.6801,0
"1992-06",71989.0002,74385.8325,1877.5616,5495.4354,6376.6604,6376.6602,2e-04,9660,10956.2988,0,0,471,511.623,0,471,2696,2870.0969,0,2696,1091.9999,1118.5703,0,0,5369,6602.1294,0,0,3306.0002,3464.0852,0,0,4119,4582.0405,0,0,429,473.506,0,429,6894,6893.9995,5e-04,0,3937,3937.0005,0,0,685,685,0,0,217,217,0,217,2746,3129.2471,0,0,5591,5590.9995,3e-04,0,2948,2970.6287,0,0,1094,1094,0,1e-04,1998,1998,0,3e-04,5234,5654.3882,0,0,740,740,0,740,3320.0002,3320.0371,0,0,1135.0001,1135.0002,0,1e-04,3962,3962.0325,0,0,376,376,0,376,3759.9998,1882.4391,1877.5608,356.4349,210,221.71,0,210,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"1992-07",71375.9993,71943.3425,2260.1655,5306.0004,6611.6599,6611.6602,0,8621,9322.7119,0,0,357,385.6564,0,357,2651,2821.9639,0,2651,1283,1303.9056,0,0,5190.9995,5881.6079,0,0,2639,3008.0708,0,0,4122,4453.042,0,0,412,450.768,0,412,8407,8407,0,0,3747,3884.2,0,0,796,796,0,0,272,272,0,272,2094,2367.791,0,0,6239,6239,0,0,2793,2857.7095,0,0,1161,1161.0001,0,1e-04,1898,1898,0,3e-04,4706.9995,4706.9995,0,0,833,833,0,833,3288.0002,3288.0386,0,0,1846,1846.0001,0,1e-04,4271,4271.0425,0,0,389,389,0,389,3157,896.8347,2260.1655,190,202,202,0,202,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.5802,0
"1992-08",55057.0011,55465.3652,1135.1907,3852.3165,5906.64,5906.6399,1e-04,6239,6722.002,0,0,208,208.1789,0,208,1782,1896.8605,0,1782,855,882.9151,0,0,4358.0005,4358.0005,1e-04,0,1614,1823.323,0,0,2828,3110.981,0,0,253,256.7461,0,253,9825,9825,2e-04,0,2661.0002,2709.9016,0,0,574.0001,574.0001,0,0,141,141,0,141,1428,1637.0619,0,0,4559,4559.0005,0,0,1691.0001,1743.1741,0,0,779,778.9999,1e-04,1e-04,1171.0001,1171.0001,0,3e-04,3996,4107.3511,0,0,678,678,0,678,2184,2184.0264,0,0,1407,1407,0,1e-04,3488,3488.033,0,0,294,294,0,294,1916,780.8097,1135.1903,368.3161,128,128,0,128,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.5499,1e-04,782.0699,782.0699,0,1692.84,1692.84,0
