"Date","80_AGG_IrrigDemand","80_AGG_IrrigSupply","80_AGG_IrrigShortage","80_AGG_IrrigSupDirectFlow","80_AGG_MunDemand","80_AGG_MunSupply","80_AGG_MunShortage","8000774_D_IrrigDemand","8000774_D_IrrigSupply","8000774_D_IrrigSupply_1","8000774_D_IrrigShortage","8000774_D_IrrigShortage_1","8000774_D_IrrigSupDirectFlow","8000774_D_IrrigSupDirectFlow_1","8000732_D_IrrigDemand","8000732_D_IrrigSupply","8000732_D_IrrigSupply_1","8000732_D_IrrigShortage","8000732_D_IrrigShortage_1","8000732_D_IrrigSupDirectFlow","8000732_D_IrrigSupDirectFlow_1","8000812_IrrigDemand","8000812_IrrigDemand_1","8000812_IrrigSupply","8000812_IrrigSupply_1","8000812_IrrigShortage","8000812_IrrigShortage_1","8000812_IrrigSupDirectFlow","8000812_IrrigSupDirectFlow_1","8000799_D_IrrigDemand","8000799_D_IrrigSupply","8000799_D_IrrigSupply_1","8000799_D_IrrigShortage","8000799_D_IrrigShortage_1","8000799_D_IrrigSupDirectFlow","8000799_D_IrrigSupDirectFlow_1","8000662_D_IrrigDemand","8000662_D_IrrigDemand_1","8000662_D_IrrigSupply","8000662_D_IrrigSupply_1","8000662_D_IrrigShortage","8000662_D_IrrigShortage_1","8000662_D_IrrigSupDirectFlow","8000662_D_IrrigSupDirectFlow_1","8000794_IrrigDemand","8000794_IrrigDemand_1","8000794_IrrigSupply","8000794_IrrigSupply_1","8000794_IrrigShortage","8000794_IrrigShortage_1","8000794_IrrigSupDirectFlow","8000794_IrrigSupDirectFlow_1","8000651_IrrigDemand","8000651_IrrigDemand_1","8000651_IrrigSupply","8000651_IrrigSupply_1","8000651_IrrigShortage","8000651_IrrigShortage_1","8000651_IrrigSupDirectFlow","8000651_IrrigSupDirectFlow_1","8000657_D_IrrigDemand","8000657_D_IrrigDemand_1","8000657_D_IrrigSupply","8000657_D_IrrigSupply_1","8000657_D_IrrigShortage","8000657_D_IrrigShortage_1","8000657_D_IrrigSupDirectFlow","8000657_D_IrrigSupDirectFlow_1","8000673_D_IrrigDemand","8000673_D_IrrigDemand_1","8000673_D_IrrigSupply","8000673_D_IrrigSupply_1","8000673_D_IrrigShortage","8000673_D_IrrigShortage_1","8000673_D_IrrigSupDirectFlow","8000673_D_IrrigSupDirectFlow_1","8000784_IrrigDemand","8000784_IrrigDemand_1","8000784_IrrigSupply","8000784_IrrigSupply_1","8000784_IrrigShortage","8000784_IrrigShortage_1","8000784_IrrigSupDirectFlow","8000784_IrrigSupDirectFlow_1","8000713_IrrigDemand","8000713_IrrigDemand_1","8000713_IrrigSupply","8000713_IrrigSupply_1","8000713_IrrigShortage","8000713_IrrigShortage_1","8000713_IrrigSupDirectFlow","8000713_IrrigSupDirectFlow_1","8000829_D_IrrigDemand","8000829_D_IrrigDemand_1","8000829_D_IrrigSupply","8000829_D_IrrigSupply_1","8000829_D_IrrigShortage","8000829_D_IrrigShortage_1","8000829_D_IrrigSupDirectFlow","8000829_D_IrrigSupDirectFlow_1","8000759_IrrigDemand","8000759_IrrigDemand_1","8000759_IrrigSupply","8000759_IrrigSupply_1","8000759_IrrigShortage","8000759_IrrigShortage_1","8000759_IrrigSupDirectFlow","8000759_IrrigSupDirectFlow_1","8000792_IrrigDemand","8000792_IrrigDemand_1","8000792_IrrigSupply","8000792_IrrigSupply_1","8000792_IrrigShortage","8000792_IrrigShortage_1","8000792_IrrigSupDirectFlow","8000792_IrrigSupDirectFlow_1","8000667_IrrigDemand","8000667_IrrigDemand_1","8000667_IrrigSupply","8000667_IrrigSupply_1","8000667_IrrigShortage","8000667_IrrigShortage_1","8000667_IrrigSupDirectFlow","8000667_IrrigSupDirectFlow_1","8000831_D_IrrigDemand","8000831_D_IrrigDemand_1","8000831_D_IrrigSupply","8000831_D_IrrigSupply_1","8000831_D_IrrigShortage","8000831_D_IrrigShortage_1","8000831_D_IrrigSupDirectFlow","8000831_D_IrrigSupDirectFlow_1","8000650_IrrigDemand","8000650_IrrigDemand_1","8000650_IrrigSupply","8000650_IrrigSupply_1","8000650_IrrigShortage","8000650_IrrigShortage_1","8000650_IrrigSupDirectFlow","8000650_IrrigSupDirectFlow_1","80_ADP001_IrrigDemand","80_ADP001_IrrigDemand_1","80_ADP001_IrrigSupply","80_ADP001_IrrigSupply_1","80_ADP001_IrrigShortage","80_ADP001_IrrigShortage_1","80_ADP001_IrrigSupDirectFlow","80_ADP001_IrrigSupDirectFlow_1","8000760_IrrigDemand","8000760_IrrigDemand_1","8000760_IrrigSupply","8000760_IrrigSupply_1","8000760_IrrigShortage","8000760_IrrigSupDirectFlow","8000760_IrrigSupDirectFlow_1","8000761_IrrigDemand","8000761_IrrigDemand_1","8000761_IrrigSupply","8000761_IrrigSupply_1","8000761_IrrigShortage","8000761_IrrigShortage_1","8000761_IrrigSupDirectFlow","8000761_IrrigSupDirectFlow_1","8000785_IrrigDemand","8000785_IrrigDemand_1","8000785_IrrigSupply","8000785_IrrigSupply_1","8000785_IrrigShortage","8000785_IrrigShortage_1","8000785_IrrigSupDirectFlow","8000785_IrrigSupDirectFlow_1","80_AMP001_I_MunDemand","80_AMP001_I_MunDemand_1","80_AMP001_I_MunSupply","80_AMP001_I_MunSupply_1","80_AMP001_I_MunShortage","80_AMP001_I_MunShortage_1","80_AMP001_O_MunDemand","80_AMP001_O_MunDemand_1","80_AMP001_O_MunSupply","80_AMP001_O_MunSupply_1","80_AMP001_O_MunShortage","80_AMP001_O_MunShortage_1"
"1991-05",3316.0001,3374.4631,85.6704,3582.3297,922.68,922.68,0,26,26,26,0,0,26,26,100,0,100,0,0,100,100,20,20,20,20,0,0,20,20,50,50,50,0,0,50,50,88,88,88,88,0,0,88,88,24,24,17.8317,17.8317,6.1683,6.1683,17.8317,17.8317,6,6,2.0667,6,0,0,6,6,63,63,63,63,0,0,63,63,79,79,79,79,0,0,79,79,87,87,87,87,0,0,87,87,12,12,12,12,0,0,12,12,72,72,72,72,0,0,72,72,35,35,35,35,0,0,35,35,38,38,22.7507,22.7507,15.2493,15.2493,22.7507,22.7507,29,29,29,29,0,0,29,29,57,57,57,57,0,0,57,57,7,7,7,7,0,0,7,7,79,79,79,79,0,0,79,79,18,18,18,18,0,18,18,20,20,20,20,0,0,20,20,7,7,7,7,0,0,7,7,75.16,75.16,75.16,75.16,0,0,155.51,155.51,155.51,155.51,0,0
"1991-06",4565.4839,4592.5348,193.6019,4941.0932,1088.52,1088.52,0,58,58,7.0684,0,0,58,58,130,0,130,0,0,130,130,32,32,32,32,0,0,32,32,53,53,53,0,0,53,53,128,128,128,128,0,0,128,128,36,36,20.5827,20.5827,15.4173,15.4173,17.2564,17.2564,5,5,5,5,0,0,5,5,71,71,71,71,0,0,71,71,142,142,142,142,0,0,142,142,100,100,100,100,0,0,100,100,18,18,18,18,0,0,18,18,88,37.7419,88,88,0,0,88,88,43,43,43,43,0,0,43,43,55,55,22.0168,22.0168,32.9832,32.9832,22.0168,22.0168,54,54,54,54,0,0,54,54,76,76,76,76,0,0,76,76,14,14,14,14,0,0,14,14,125,125,125,125,0,0,125,125,20,20,20,20,0,20,20,24,24,24,24,0,0,24,24,15,15,15,15,0,0,15,15,75.16,75.16,75.16,75.16,0,0,196.97,196.97,196.97,196.97,0,0
"1991-07",2619.1334,2686.4096,89.6704,2833.3067,1146.1057,1130,0,7.2333,22,0,0,0,22,22,10.3333,83,83,0,0,83,83,18,18,18,18,0,0,18,18,18,18,18,0,0,18,18,92,92,92,92,0,0,92,92,24,24,17.8317,17.8317,6.1683,6.1683,17.8317,17.8317,3,3,3,3,0,0,3,3,54,54,54,54,0,0,54,54,52,52,52,0,0,0,52,52,60,60,60,60,0,0,60,60,12,12,12,12,0,0,12,12,60,60,0,62.04,0,0,30.7442,30.7442,35,35,35,35,0,0,35,35,39,39,22.7507,22.7507,16.2493,16.2493,22.7507,22.7507,35,35,35,35,0,0,35,35,36,36,36,36,0,0,36,36,6,6,6,6,0,0,6,6,78,78,78,78,0,0,78,78,11,11,11,11,0,11,11,14,14,14,14,0,0,14,14,8,8,8,8,0,0,8,8,75.16,83.2129,75.16,75.16,0,0,207.34,207.34,207.34,207.34,0,0
"1991-08",1284,1220.164,0,1214,448.9466,1005.6001,0,65.1,9.248,9.248,0,0,9,9,0,25,25,0,0,0,25,2,27.9,6,6,0,0,6,6,5,5.15,5.15,0,0,5,5,32,32,32,32,0,0,32,32,9,9,9.194,9.194,0,0,9,9,2,2,2,0,0,0,2,2,20,20,20,20,0,0,20,20,25,25,0,26.05,0,0,25,25,21,21,21,21,0,0,21,21,6,6,6,6,0,0,6,6,36,36,37.424,37.424,0,0,36,36,12,12,12,12,0,0,12,12,19,19,19,19,0,0,19,19,12,12,12,12,0,0,12,12,20,20,20,20,0,0,20,20,4,4,4,4,0,0,4,4,38,38,38,38,0,0,38,38,5,5,5,5,0,5,5,6,6,6,6,0,0,6,6,4,4,4,4,0,0,4,4,75.16,8.3213,75.16,75.16,0,0,140.992,0,176.24,176.24,0,0
"1991-09",1911.7419,1912.507,45.5944,1973.0932,839.72,839.72,0,14,14.608,14.608,0,0,14,14,11,22,22,0,0,22,22,9,9,9,9,0,0,9,9,11,11,11,0,0,11,11,60,60,60,60,0,0,60,60,19,19,17.5846,17.5846,1.4154,1.4154,17.2564,17.2564,2,2,2,2,0,0,2,2,36,36,36,36,0,0,36,36,50.3226,20,0,43.564,0,0,42,42,31,31,31,31,0,0,31,31,11,11,11,11,0,0,11,11,73.5484,56,60.104,60.0387,0,0,56,56,23,23,23,23,0,0,23,23,32,32,22.0168,22.0168,9.9831,9.9831,22.0168,22.0168,18,18,18.064,18.064,0,0,18,18,38,38,38,38,0,0,38,38,6,6,6,6,0,0,6,6,52,52,52,52,0,0,52,52,8,8,8,8,0,8,8,11,11,11,11,0,0,11,11,4,4,4,4,0,0,4,4,75.16,75.16,75.16,75.16,0,0,134.77,134.77,134.77,134.77,0,0
"1991-10",258,267.36,0,272,590.9201,590.9201,0,3,3.416,3.416,0,0,3,3,2,2,2,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,2,2,7,7,7.178,7.178,0,0,7,7,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,5,5,5.21,5.21,0,0,5,5,13,13,13.746,13.746,0,0,13,13,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,8,8,8.872,0,0,0,8,8,2,2,2,2,0,0,2,2,2,2,2,2,0,0,2,2,3,3,3.344,3.344,0,0,3,3,5,5,5.21,5.21,0,0,5,5,0,0,0,0,0,0,0,0,10,10,10.3,10.3,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,72.57,72.57,72.57,72.57,0,0
"1991-11",0,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1991-12",0,248,0,0,165.352,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,7.516,75.16,75.16,0,0,0,0,0,0,0,0
"1992-01",282,0,0,0,165.352,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,7.516,75.16,75.16,0,0,0,0,0,0,0,0
"1992-02",0,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1992-03",0,32,0,0,300.64,300.64,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1992-04",632,664,0,664,673.84,673.84,0,6,6,6,0,0,6,6,6,6,6,0,0,6,6,3,3,3,3,0,0,3,3,4,4,4,0,0,4,4,27,27,27,27,0,0,27,27,5,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,16,16,16,16,0,0,16,16,0,0,0,0,0,0,0,0,6,6,6,6,0,0,6,6,0,0,0,0,0,0,0,0,29,29,29,29,0,0,29,29,7,7,7,7,0,0,7,7,6,6,6,6,0,0,6,6,4,4,4,4,0,0,4,4,13,13,13,13,0,0,13,13,0,0,0,0,0,0,0,0,31,31,31,31,0,0,31,31,0,0,0,0,0,0,0,3,3,3,3,0,0,3,3,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,93.3,93.3,93.3,93.3,0,0
"1992-05",5086.0001,5157.9537,262.0464,5054.3297,922.68,922.68,0,37,37,37,0,0,37,37,150,150,150,0,0,0,150,35,35,35,35,0,0,35,35,80,80,80,0,0,80,80,129,129,129,129,0,0,129,129,39,39,18.5697,18.5697,20.4303,20.4303,17.8317,17.8317,6,6,6,6,0,0,6,6,96,96,96,96,0,0,96,96,114,114,114,0,0,0,114,114,140,140,140,140,0,0,140,140,21,21,21,21,0,0,21,21,110,110,110,110,0,0,110,110,59,59,59,59,0,0,59,59,68,68,22.9187,22.9187,45.0813,45.0813,22.7507,22.7507,46,46,46,46,0,0,46,46,80,80,80,80,0,0,80,80,14,0,14,14,0,0,0,14,106,106,106,106,0,0,106,106,36,36,36,36,0,36,36,35,35,35,35,0,0,35,35,11,11,11,11,0,0,11,11,75.16,75.16,75.16,75.16,0,0,155.51,155.51,155.51,155.51,0,0
"1992-06",4674.8387,5401.0932,242.9068,5401.0932,1088.52,1088.52,0,63,63,63,0,0,63,63,140,140,140,0,0,140,140,36,36,36,36,0,0,36,36,60,60,60,0,0,60,60,140,140,140,140,0,0,140,140,39,39,17.2564,17.2564,21.7436,21.7436,17.2564,17.2564,9,9,9,9,0,0,9,9,76,76,76,76,0,0,76,76,154,0,154,154,0,0,154,154,109,109,109,109,0,0,109,109,21,21,21,21,0,0,21,21,96,96,96,96,0,0,96,96,48,48,48,48,0,0,48,48,61,61,22.0168,22.0168,38.9832,38.9832,22.0168,22.0168,58,58,58,58,0,0,58,58,17.4194,85,85,85,0,0,85,85,14,14,14,14,0,0,14,14,134,134,134,134,0,0,134,134,25,25,25,25,0,25,25,28,28,28,28,0,0,28,28,15,15,15,15,0,0,15,15,75.16,75.16,75.16,75.16,0,0,196.97,196.97,196.97,196.97,0,0
"1992-07",4544,4676.0577,277.6704,4662.3297,1130,1130,0,35,35,35,0,0,35,35,133,133,133,0,0,133,133,26,26,26,26,0,0,26,26,30,30,30,0,0,30,30,156,156,156,156,0,0,156,156,42,42,17.8317,17.8317,24.1683,24.1683,17.8317,17.8317,6,6,6,6,0,0,6,6,94,94,94,94,0,0,94,94,82,82,82,82,0,0,82,82,90,90,90,90,0,0,90,90,19,19,19,19,0,0,19,19,98,98,101.432,101.432,0,0,98,98,60,60,60,60,0,0,60,60,68,68,22.7507,22.7507,45.2493,45.2493,22.7507,22.7507,62,62,62,62,0,0,62,62,57,57,57,57,0,0,57,57,10,10,10,10,0,0,10,10,112,112,112,112,0,0,112,112,18,18,18,18,0,18,18,26,26,26,26,0,0,26,26,11,11,11,11,0,0,11,11,75.16,75.16,75.16,75.16,0,0,207.34,207.34,207.34,207.34,0,0
"1992-08",790,839.216,0,840,1005.6001,1005.6001,0,5,0,5.36,0,0,5,5,17,17,17,0,0,17,17,4,4,4,4,0,0,4,4,3,3.29,3.29,0,0,3,3,20,20,20,20,0,0,20,20,6,6,6,6,0,0,6,6,0,0,0,0,0,0,0,0,12,12,12.304,12.304,0,0,12,12,19,19,19.398,19.398,0,0,19,19,15,15,15,15,0,0,15,15,4,4,4,4,0,0,4,4,23,23,24.132,24.132,0,0,23,23,9,9,9,9,0,0,9,9,11,11,11,11,0,0,11,11,8,8,8,8,0,0,8,8,15,15,15,15,0,0,15,15,2,2,2,2,0,0,2,2,28,28,28,28,0,0,28,28,3,3,3,3,0,3,3,4,4,4,4,0,0,4,4,2,2,2,2,0,0,2,2,75.16,75.16,75.16,75.16,0,0,176.24,176.24,176.24,176.24,0,0
"1992-09",2006,2072.6932,54.0908,2045.0932,839.72,839.72,0,14,14.608,14.608,0,0,14,14,22,22,22,0,0,22,22,9,9,9,9,0,0,9,9,11,11,11,0,0,11,11,63,63,63,63,0,0,63,63,19,19,17.4604,17.4604,1.5395,1.5395,17.2564,17.2564,2,2,2,2,0,0,2,2,37,37,37.354,37.354,0,0,37,37,44,44,45.448,45.448,0,0,44,44,31,31,31,31,0,0,31,31,11,11,11,11,0,0,11,11,58,58,62.072,62.072,0,0,58,58,26,26,26,26,0,0,26,26,34,34,22.0168,22.0168,11.9831,11.9831,22.0168,22.0168,18,18,18.064,18.064,0,0,18,18,40,40,40,40,0,0,40,40,6,6,6,6,0,0,6,6,54,54,54,54,0,0,54,54,8,8,8,8,0,8,8,13,13,13,13,0,0,13,13,5,5,5.15,5.15,0,0,5,5,75.16,75.16,75.16,75.16,0,0,134.77,134.77,134.77,134.77,0,0
"1992-10",440,554.912,0,532,590.9201,590.9201,0,5,5.36,5.36,0,0,5,5,5,5.15,5.15,0,0,5,5,2,2,2,2,0,0,2,2,3,3.29,3.29,0,0,3,3,13,13,13.902,13.902,0,0,13,13,5,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,10,10,10.42,10.42,0,0,10,10,0,18,18.956,18.956,0,0,18,18,7,7,7.094,7.094,0,0,7,7,2,2,2,2,0,0,2,2,0,15,16.26,16.26,0,0,15,15,3,3,3.326,3.326,0,0,3,3,7,7,7,7,0,0,7,7,5,5,5.24,5.24,0,0,5,5,10,10,10.42,10.42,0,0,10,10,0,0,0,0,0,0,0,0,17,17,17.31,17.31,0,0,17,17,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,2,2,75.16,75.16,75.16,75.16,0,0,72.57,72.57,72.57,72.57,0,0
"1992-11",86,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1992-12",4,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1993-01",30,0,0,0,300.64,300.64,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1993-02",0,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1993-03",0,0,0,0,300.64,300.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,0,0,0,0,0,0
"1993-04",78,84,0,84,673.84,673.84,0,3,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16,75.16,75.16,75.16,0,0,93.3,93.3,93.3,93.3,0,0
"1993-05",3316,3566.3296,85.6704,3566.3296,922.68,922.68,0,30,30,30,0,0,30,30,88,88,88,0,0,88,88,20,20,20,20,0,0,20,20,50,50,50,0,0,50,50,92,92,92,92,0,0,92,92,24,24,17.8317,17.8317,6.1683,6.1683,17.8317,17.8317,6,6,6,6,0,0,6,6,63,63,63,63,0,0,63,63,86,86,86,86,0,0,86,86,80,80,80,80,0,0,80,80,9,9,9,9,0,0,9,9,69,69,69,69,0,0,69,69,35,35,35,35,0,0,35,35,38,38,22.7507,22.7507,15.2493,15.2493,22.7507,22.7507,32,32,32,32,0,0,32,32,57,57,57,57,0,0,57,57,7,7,7,7,0,0,7,7,82,82,82,82,0,0,82,82,18,18,18,18,0,18,18,20,20,20,20,0,0,20,20,7,7,7,7,0,0,7,7,75.16,75.16,75.16,75.16,0,0,155.51,155.51,155.51,155.51,0,0
"1993-06",5890,5649.1817,304.8184,6225.0933,1088.52,694.58,0,68,68,68,0,0,68,68,170,170,170,0,0,170,170,41,41,41,41,0,0,41,41,67,67,67,0,0,67,67,164,164,164,164,0,0,164,164,47,47,18.7786,18.7786,28.2214,28.2214,17.2564,17.2564,9,9,9,9,0,0,9,9,89,89,89,89,0,0,89,89,179,179,179,0,0,0,179,179,122,122,122,122,0,0,122,122,24,24,24,24,0,0,24,24,112,112,112,0,0,0,112,112,57,57,57,57,0,0,57,57,70,70,22.0168,22.0168,47.9831,47.9831,22.0168,22.0168,71,71,71,71,0,0,71,71,97,97,97,97,0,0,97,97,0,18,18,18,0,0,18,18,150,150,150,150,0,0,150,150,30,30,30,30,0,30,30,34,34,34,34,0,0,34,34,15,15,15,15,0,0,15,15,75.16,75.16,75.16,75.16,0,0,196.97,196.97,196.97,0,0,0
