"Date","40_AGG_IrrigDemand","40_AGG_IrrigSupply","40_AGG_IrrigShortage","40_AGG_IrrigSupDirectFlow","40_AGG_MunDemand","40_AGG_MunSupply","40_AGG_MunShortage","4000820_D_IrrigDemand","4000820_D_IrrigSupply","4000820_D_IrrigShortage","4000820_D_IrrigSupDirectFlow","4000751_I_IrrigDemand","4000751_I_IrrigSupply","4000751_I_IrrigShortage","4000751_I_IrrigSupDirectFlow","4000701_D_IrrigDemand","4000701_D_IrrigSupply","4000701_D_IrrigShortage","4000701_D_IrrigSupDirectFlow","4000703_D_IrrigDemand","4000703_D_IrrigSupply","4000703_D_IrrigShortage","4000703_D_IrrigSupDirectFlow","40_ADG019_IrrigDemand","40_ADG020_IrrigDemand","40_ADG021_IrrigDemand","40_ADG022_IrrigDemand","40_ADG023_IrrigDemand","40_ADG024_IrrigDemand","40_ADG025_IrrigDemand","40_ADG026_IrrigDemand","40_ADG027_IrrigDemand","40_ADG028_IrrigDemand","40_ADG029_IrrigDemand","40_ADG030_IrrigDemand","40_ADG039_IrrigDemand","40_ADG019_IrrigSupply","40_ADG020_IrrigSupply","40_ADG021_IrrigSupply","40_ADG022_IrrigSupply","40_ADG023_IrrigSupply","40_ADG024_IrrigSupply","40_ADG025_IrrigSupply","40_ADG026_IrrigSupply","40_ADG027_IrrigSupply","40_ADG028_IrrigSupply","40_ADG029_IrrigSupply","40_ADG030_IrrigSupply","40_ADG039_IrrigSupply","40_ADG019_IrrigShortage","40_ADG020_IrrigShortage","40_ADG021_IrrigShortage","40_ADG022_IrrigShortage","40_ADG023_IrrigShortage","40_ADG024_IrrigShortage","40_ADG025_IrrigShortage","40_ADG026_IrrigShortage","40_ADG027_IrrigShortage","40_ADG028_IrrigShortage","40_ADG029_IrrigShortage","40_ADG030_IrrigShortage","40_ADG039_IrrigShortage","40_ADG019_IrrigSupDirectFlow","40_ADG020_IrrigSupDirectFlow","40_ADG021_IrrigSupDirectFlow","40_ADG022_IrrigSupDirectFlow","40_ADG023_IrrigSupDirectFlow","40_ADG024_IrrigSupDirectFlow","40_ADG025_IrrigSupDirectFlow","40_ADG026_IrrigSupDirectFlow","40_ADG027_IrrigSupDirectFlow","40_ADG028_IrrigSupDirectFlow","40_ADG029_IrrigSupDirectFlow","40_ADG030_IrrigSupDirectFlow","40_ADG039_IrrigSupDirectFlow","4000549_I_IrrigDemand","4000549_I_IrrigSupply","4000549_I_IrrigShortage","4000549_I_IrrigSupDirectFlow","4000891_D_IrrigDemand","4000891_D_IrrigSupply","4000891_D_IrrigShortage","4000891_D_IrrigSupDirectFlow","4000944_D_IrrigDemand","4000944_D_IrrigSupply","4000944_D_IrrigShortage","4000944_D_IrrigSupDirectFlow","4001166_D_IrrigDemand","4001166_D_IrrigSupply","4001166_D_IrrigShortage","4001166_D_IrrigSupDirectFlow","4001437_D_IrrigDemand","4001437_D_IrrigSupply","4001437_D_IrrigShortage","4001437_D_IrrigSupDirectFlow","4000753_D_IrrigDemand","4000753_D_IrrigSupply","4000753_D_IrrigShortage","4000753_D_IrrigSupDirectFlow"
"1993-03",1248,874.0005,374,834,NA,NA,NA,21,21,0,21,40,40,0,0,528,156,372,156,2,0,2,0,0,0,0,18,0,0,0,92,71,124,0,125,145,0,0,0,18,0,0,0,92,71,124,0,125,145.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,92,71,124,0,125,145,0,0,0,0,24,24,0,24,56,56,0,56,0,0,0,0,0,0,0,0,2,2,0,2
"1993-04",10227.9999,10198.0091,30,7354.1536,NA,NA,NA,872,872,0,273.1537,549,549,0,0,617,617,0,617,40,40,0,40,0,0,4,18,0,100,42,632,424,1020,114,859,683,0,0,4,18,0,100,42,632,424,1020,114,859,683.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,100,42,632,424,1020,114,859,683,1696,1696.0001,0,0,1410,1410,0,1410,969.9999,969.9999,0,969.9999,30,0,30,0,76,76,0,76,72,72,0,72
"1993-05",41628,41476.1088,151.9134,26199.2623,NA,NA,NA,3539.9998,3539.9998,0,1900.1038,2164,2164,0,0,1256,1256.0001,0,1256.0001,165,165,0,165,44,1560,597,1194,372,1062,868,1573,1432.9999,4114.0005,834,2801.0002,1214.9999,44,1408.0867,597,1194,372,1062,868,1573,1432.9999,4114.0005,834,2801.0002,1215.0219,0,151.9134,0,0,0,0,0,0,0,0,0,0,0,44,1408.0867,597,1194,372,1062,868,1573,1432.9999,4114.0005,834,2801.0002,1214.9999,9707,9707,0,0,2476.9998,2476.9998,0,2476.9998,3950,3950,0,2184.0715,52,52,0,52,200,200,0,200,450,450,0,450
"1993-06",52620.9996,50679.8122,1941.2348,35567.1313,NA,NA,NA,4614,4614,2e-04,2331.8005,2196,2196,0,0,1614.0001,1242.3969,371.6032,1242.3969,376,376,0,376,73,2608,1105,1996,622,1782,1460,2560.9998,1847,5116,1304,4251.9995,1961,73,1362.6646,1104.9999,1996,622,1782,1135.7045,2560.9998,1847,5116,1304,4251.9995,1961.047,0,1245.3356,1e-04,0,0,0,324.2955,0,0,0,0,0,0,73,1362.6646,1104.9999,1996,622,1782,1099.6523,2560.9998,1847,5116,1304,4251.9995,1961,7766,7766,0,0,3303.0002,3303.0002,0,3303.0002,4946,4946,2e-04,2113.6177,139,139,0,139,442,442,0,442,538,538,0,538
"1993-07",45850,42777.7177,3072.3419,30976.6383,NA,NA,NA,2527,2527,0,1488.917,1202,1202,0,0,2060,1500.1178,559.8823,1500.1178,312,312,0,312,76,2447.9998,636,1872,584.0001,1686,1376,2921,1636,4512,1238,3937.0002,1833,76,772.1964,636,1872,584.0001,1686,1014.9984,2921.0002,1240.2865,4512,1238,3937.0002,1833.0586,0,1675.8035,0,0,0,0,361.0016,0,395.7135,0,0,0,0,76,772.1964,636,1872,584.0001,1686,1013.3304,2921.0002,844.573,4512,1238,3937.0002,1833,6466,6466.0005,0,0,3531,3531,0,3531,4194,4194,0,1515.9441,124,44.059,79.941,24.559,312,312,0,312,367,367,0,367
"1993-08",35036.9995,30287.1464,4749.8898,20977.5903,NA,NA,NA,2985,2985,0,810.0988,863,863,0,0,2134,544.3861,1589.6139,544.3861,268,41,227,0,16,1108,608,1037.9999,369,1451,678,2381,1055.0001,3681,576,2911.9998,1211,16,245.5434,552.618,1037.9999,369,1451,222.1283,2381,869.3347,3681,576,2911.9998,1211.0364,0,862.4567,55.382,0,0,0,455.8718,0,185.6654,0,0,0,0,16,245.5434,552.618,1037.9999,369,1451,222.1283,2381,792.658,3681,576,2911.9998,1211,4085.9998,2775.9419,1310.0581,0,3769,3769,0,3769,3378,3378,0,0,72,8.158,63.842,8.158,115,115,0,115,283,283,0,283
"1993-09",26701.0006,21348.5316,5360.3797,16596.0444,NA,NA,NA,2195.0002,2195.0002,1e-04,608.1411,781,781,0,0,1837,428.5768,1408.4231,428.5768,196,10.9489,185.0511,0,0,1050,531,804.0001,250,1386,609,1603,769,2825,516,2301,1204,7.89,188.196,283.8389,804.0001,250,1386,181.2916,1603.0001,769,2824.9998,516,2301,1204.0206,0,861.804,247.1612,0,0,0,427.7084,0,0,2e-04,0,0,0,0,188.196,283.8389,804.0001,250,1386,181.2916,1603.0001,769,2824.9998,516,2301,1204,2810.0002,624.0785,2185.9216,0,3045,3045,0,3045,1736,1736,1e-04,0,50,5.69,44.31,0,60,60,0,60,143,143,0,143
"1993-10",13665.0001,12343.2437,1321.7588,10716.6538,NA,NA,NA,1276.9999,1276.9998,1e-04,628.4124,727,727,0,0,1342.0001,411.7586,930.2414,411.7586,57,0,57,0,0,392,163,451,94,498,384,1007,404,1397,196,1183.0001,349,0,352.3107,163,451,94,498,384,1007,404,1397,196,1183.0001,349.0025,0,39.6893,0,0,0,0,0,0,0,0,0,0,0,0,352.3107,163,451,94,498,384,1007,404,1397,196,1183.0001,349,532,251,281,0,2892,2892,0,2892,286,286,0,286,18,4.172,13.828,4.172,6,6,0,6,10,10,0,10
"1993-11",744,494.6084,249.3916,494.6084,NA,NA,NA,0,0,0,0,0,0,0,0,405,155.6084,249.3916,155.6084,0,0,0,0,0,0,0,0,0,0,0,0,60,130,0,149,0,0,0,0,0,0,0,0,0,60,130,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,130,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993-12",731,462.1463,268.8537,462.1463,NA,NA,NA,0,0,0,0,0,0,0,0,399,130.1463,268.8537,130.1463,0,0,0,0,0,0,0,0,0,0,0,0,61,135,0,136,0,0,0,0,0,0,0,0,0,61,135,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,135,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-01",635,353.3313,281.6688,353.3313,NA,NA,NA,0,0,0,0,0,0,0,0,398,116.3313,281.6688,116.3313,0,0,0,0,0,0,0,0,0,0,0,0,30,132,0,75,0,0,0,0,0,0,0,0,0,30,132,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,132,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-02",639,302.082,336.918,302.082,NA,NA,NA,0,0,0,0,0,0,0,0,441,104.082,336.918,104.082,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,92,0,0,0,0,0,0,0,0,0,0,106,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-03",1964,1698.235,265.765,1698.235,NA,NA,NA,38,38,0,38,0,0,0,0,531,265.235,265.765,265.235,0,0,0,0,0,0,0,0,0,0,0,94,191,217,0,274,619,0,0,0,0,0,0,0,94,191,217,0,274,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,191,217,0,274,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994-04",11318.9999,11297.006,22,9716.3021,NA,NA,NA,454,454,0,394.3021,323,323,0,0,641,641,0,641,29,29,0,29,0,0,0,2,2,60,28,589,728,1451,215,1333,1322,0,0,0,2,2,60,28,589,728,1451,215,1333,1322.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,60,28,589,728,1451,215,1333,1322,1197.9999,1197.9999,0,0,2182,2182,0,2182,676,676,0,676,22,0,22,0,17,17,0,17,47,47,0,47
"1994-05",39891.9998,38942.1978,949.8275,30334.2438,NA,NA,NA,1847,1846.9999,1e-04,1846.9999,1563.0001,1563.0001,0,0,1346,843.0632,502.9368,843.0632,252,252,0,252,52,1732,662,1324,412,1180,962,2263,1873.0001,4656,1094,3173.9998,2210,52,1285.1096,662,1324,412,1180,962,2263,1873.0001,4656,1094,3173.9998,2210.0254,0,446.8904,0,0,0,0,0,0,0,0,0,0,0,52,1285.1096,662,1324,412,1180,962,2263,1873.0001,4656,1094,3173.9998,2210,4305,4305,0,0,3359.9998,3359.9998,0,3359.9998,4924,4924,2e-04,2184.0715,60,60,0,60,202,202,0,202,439,439,0,439
"1994-06",46740.9997,43296.3606,3444.6937,28305.1411,NA,NA,NA,2064.9998,2064.9998,1e-04,736.7008,1197.9999,1025.9484,172.0516,0,1168,370.7625,797.2375,297.525,194,51.9489,142.0511,0,73,2672,1000.9999,2044.0001,638,1834,1506,2949,1672,3994,1352,3705,2231,73,1243.6545,1000.9998,2044.0001,638,1834,1091.7733,2949.0002,1323.3989,3994,1352,3705.0002,2231.0537,0,1428.3456,1e-04,0,0,0,414.2267,0,348.601,0,0,0,0,73,1243.6545,1000.9998,2044.0001,638,1834,980.6424,2949,974.798,3994,1352,3705.0002,2231,6406,6406,0,0,3541,3541,0,3541,5646,5646,0,0,158,15.8201,142.1799,15.8201,267,267,0,267,427,427,0,427
"1994-07",46224.9998,33379.627,12845.4419,22555.2245,NA,NA,NA,1809,1809,0,604.4147,1424,999.3329,424.667,0,984.9999,363.6957,621.3043,307.4425,154,0,154,0,38,2600,676,1988.0001,620,1800,1474,2990,1956,3959.9998,1338,3466,2173.0002,38,78.6569,434.8152,1578.7123,340.6513,1800,0,2990.0002,591.2678,3911.4949,1273.6541,3315.405,2173.0693,0,2521.343,241.1848,409.2878,279.3487,0,1474,0,1364.7322,48.5048,64.3458,150.595,0,38,78.6569,293.3001,1283.3735,287.1513,1800,0,2990.0002,467.4787,3868.5957,1209.3083,3168.5024,2173.0002,7662,4119.2578,3542.7419,0,3499.9998,3499.9998,0,3499.9998,4990,3576.6138,1413.3866,0,136,0,136,0,180,180,0,180,306,306,0,306
"1994-08",32449.0002,19617.7455,12831.3052,16715.4677,NA,NA,NA,1693,1693,0,375.0798,1044,882.36,161.64,0,852,390.3546,461.6454,390.3546,112,0,112,0,18,1260,470,964,300,1087,727.9999,2249.0002,1384,2240,674,2757,1667,18,186.9789,293.3001,430.4195,287.1513,1087,0,2249.0002,628.6528,2240.0002,574.7651,2757,1667.0499,0,1073.0211,176.6999,533.5805,12.8487,0,727.9999,0,755.3472,0,99.2349,0,0,18,186.9789,293.3001,430.4195,287.1513,1087,0,2249.0002,628.6528,2240,475.5302,2757,1667,5626,0,5626,0,3311,3311,0,3311,3594,602.7126,2991.2876,0,100,0,100,0,117,117,0,117,202,202,0,202
"1994-09",24067.0002,15457.8103,8617.1061,14351.1549,NA,NA,NA,965.0001,892.1744,72.8257,447.2214,616,616,0,0,829,282.8708,546.1292,282.8708,69,0,69,0,0,1069.9999,397,818,254,742,602,1674,818,1947,534.0001,2241.0002,1500,7.89,153.1482,283.8389,416.535,230.5436,742.0001,0,1674.0001,483.5694,1947,496.2136,2241.0002,1500.026,0,916.8517,113.1611,401.465,23.4564,0,602,0,334.4306,0,37.7864,0,0,0,153.1482,283.8389,416.535,230.5436,742.0001,0,1674.0001,483.5694,1947,458.4272,2241.0002,1500,3342,0,3342,0,3145,3145,0,3145,2098,0,2098,0,60,0,60,0,206,206,0,206,140,140,0,140
"1994-10",13731.9997,10496.1035,3235.9028,9733.6333,NA,NA,NA,601.9999,340.3092,261.6908,340.3092,516.0001,516.0001,0,0,721,247.1386,473.8614,247.1386,24,0,24,0,0,611.9999,200,468,146,464,368,961,447,1125.9999,290,1435.9999,686,0,138.9716,200,468,146,464,198.464,961,447,1125.9999,192.5338,1435.9999,686.0065,0,473.0284,0,0,0,0,169.536,0,0,0,97.4662,0,0,0,138.9716,200,468,146,464,198.464,961,447,1125.9999,112.0702,1435.9999,686,1196,0,1196,0,2725,2725,0,2725,686,166,520.0001,0,22,1.68,20.32,1.68,6,6,0,6,30,30,0,30
"1994-11",3447,3096.4354,350.5646,3096.4354,NA,NA,NA,0,0,0,0,0,0,0,0,495,148.4354,346.5646,148.4354,4,0,4,0,0,0,0,4,0,0,0,74,169,230,0,31,0,0,0,0,4,0,0,0,74,169,230,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,74,169,230,0,31,0,0,0,0,0,2380,2380,0,2380,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0
"1994-12",1490,1278.0838,211.9162,1278.0838,NA,NA,NA,0,0,0,0,0,0,0,0,323,129.0838,193.9162,129.0838,18,0,18,0,0,0,0,7,0,0,0,128,131,219,0,75,52,0,0,0,7,0,0,0,128,131,219,0,75,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,128,131,219,0,75,52,0,0,0,0,476,476,0,476,61,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0
"1995-01",893,669.8428,223.1573,669.8428,NA,NA,NA,0,0,0,0,0,0,0,0,299,93.8428,205.1573,93.8428,18,0,18,0,0,0,0,11,0,0,0,125,123,149,0,46,61,0,0,0,11,0,0,0,125,123,149,0,46,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,125,123,149,0,46,61,0,0,0,0,0,0,0,0,61,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0
"1995-02",841,475,366,475,NA,NA,NA,0,0,0,0,0,0,0,0,437,88,349,88,17,0,17,0,0,0,0,2,0,0,0,108,36,136,0,33,16,0,0,0,2,0,0,0,108,36,136,0,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,108,36,136,0,33,16,0,0,0,0,0,0,0,0,56,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0
"1995-03",1925,1469.0014,456,1205,NA,NA,NA,58,58,0,58,264,264,0,0,600,163,437,163,19,0,19,0,0,0,0,4,0,0,1,128,80,211,0,272,62,0,0,0,4,0,0,1,128,80,211,0,272,62.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,128,80,211,0,272,62,0,0,0,0,46,46,0,46,176,176,0,176,0,0,0,0,0,0,0,0,4,4,0,4
"1995-04",10314.0001,9881.96,432.0486,7130.4315,NA,NA,NA,593.0001,593.0001,0,585.9108,845,845,0,0,787,505.9999,281,505.9999,40,0,40,0,0,0,0,5,0,60,34,608,412,683,100,803,697,0,0,0,5,0,60,34,608,412,683,18.9515,803,697.0084,0,0,0,0,0,0,0,0,0,0,81.0485,0,0,0,0,0,5,0,60,34,608,412,683,18.9515,803,697,1640,1640.0001,0,0,1904,1904,0,1904,928,928.0001,0,668.5693,30,0,30,0,76,76,0,76,69,69,0,69
"1995-05",36906,35977.9012,928.1159,22958.9554,NA,NA,NA,1281.9999,1281.9998,1e-04,1281.9998,2383.9998,2383.9998,0,0,1472,690.7746,781.2254,690.7746,281,281,0,281,40,1432,547,1095.9999,342,971.9999,791.9999,1743,1337,2906,698,2167,1342.0001,40,1285.1096,547,1095.9999,342,972,791.9999,1743,1337,2906,698,2167,1342.0167,0,146.8904,0,0,0,0,0,0,0,0,0,0,0,40,1285.1096,547,1095.9999,342,972,791.9999,1743,1337,2906,698,2167,1342.0001,8561.001,8561.001,0,0,2571,2571,0,2571,4257.9995,4258,0,2184.0715,42,42,0,42,299,299,0,299,342,342,0,342
"1995-06",48999.0002,48147.6512,851.3837,33269.441,NA,NA,NA,1342,1341.9999,1e-04,1341.9999,3010,3009.7629,0.237,0,1519,1519,0,1519,336,336,0,336,79,2146,1290,1642,646,1462,1196,2722,1938,5018,1089,3654.9998,1845,79,1362.6646,1290,1642,646,1462,1128.1893,2722,1938,5018,1089,3654.9998,1845.0343,0,783.3356,0,0,0,0,67.8108,0,0,0,0,0,0,79,1362.6646,1290,1642,646,1462,1099.6523,2722,1938,5018,1089,3654.9998,1845,7377.0005,7377.0005,0,0,2924,2924,0,2924,6681,6681,2e-04,2218.1245,103,103,0,103,346,346,0,346,632.9999,632.9999,0,632.9999
"1995-07",47318.9996,45761.0366,1558.0188,34807.8172,NA,NA,NA,1391,1390.9999,1e-04,1390.9999,1600,1600,0,0,1366,1366,0,1366,487,487,0,487,155,2228,1302,1861,1462.9999,1538,1249.9999,3140,1496,4750,1125.9999,3794,1706,155,1285.1096,1302,1861,1076.0487,1538,1144.052,3140.0002,1444.0809,4750,1125.9999,3794.0002,1706.0547,0,942.8903,0,0,386.9512,0,105.9479,0,51.919,0,0,0,0,155,1285.1096,1302,1861,1076.0487,1538,1136.3075,3140,1392.162,4750,1125.9999,3794.0002,1706,5980,5980.0005,0,0,3588,3588,0,3588,6096,6096,1e-04,2796.9995,106,35.6899,70.3101,21.1899,311,311,0,311,585,585,0,585
"1995-08",40380.9987,37882.1981,2498.8551,25176.1048,NA,NA,NA,2251.9998,2251.9998,1e-04,989.9152,1150,1016.1799,133.82,0,1364,568.7687,795.2314,568.7687,454,366.8119,87.1881,366.8119,20,1430,780,1781,361,1686,1046,2734,1522,4025.9998,760,3031,1800,20,681.7129,648.264,1781,313.5757,1686,901.1989,2734,1270.6492,4025.9998,760,3031,1800.0541,0,748.2872,131.7359,0,47.4244,0,144.801,0,251.3509,0,0,0,0,20,681.7129,648.264,1781,287.1513,1686,901.1989,2734,1019.2981,4025.9998,760,3031,1800,6209.9995,6209.9995,0,0,3526,3526,0,3526,3939.9998,3939.9998,1e-04,0,166,6.984,159.016,6.984,117,117,0,117,225,225,0,225
"1995-09",29107.9998,26080.2934,3034.7237,19404.1546,NA,NA,NA,1636,1635.9999,1e-04,816.9028,793,793,0,0,1091,514.8726,576.1273,514.8726,366,31,335,0,0,990,707,885,267,1232,1145,2493,1017.0001,3027.9998,494,2464,1146,7,195.9107,487.9802,885,267,1232,823.4886,2493,1017.0001,3027.9995,494,2464,1146.0173,0,794.0892,219.0198,0,0,0,321.5114,0,0,2e-04,0,0,0,0,195.9107,487.9802,885,267,1232,823.4886,2493,1017.0001,3027.9995,494,2464,1146,3098,2360.1565,737.8436,0,3273,3273,0,3273,2661,2661,1e-04,0,56,4.868,51.132,0,80,80,0,80,186,186,0,186
"1995-10",18090,15725.0377,2365.8606,13179.7248,NA,NA,NA,775,775,0,628.4124,669.9999,669.9999,0,0,1000.0001,391.3246,608.6755,391.3246,92,17,75,0,0,770.0001,319,588,184,520.0001,833,1369,634,1400.0001,366,1672,979.0001,0.89,41.0297,319,588,116.2172,520.0001,833,1369.0001,634,1400.0001,366,1672,979.0082,0,728.9703,0,0,67.7828,0,0,0,0,0,0,0,0,0,41.0297,319,588,48.4345,520.0001,833,1369.0001,634,1400.0001,366,1672,979.0001,1699.9999,841,859,0,3174.9998,3174.9998,0,3174.9998,962,962,0,159.9555,30,3.568,26.432,3.568,11,11,0,11,41,41,0,41
"1995-11",4132,3814.7149,386.2858,3711.7142,NA,NA,NA,63,63,0,63,33,33,0,0,559,201.7143,357.2858,201.7143,30,1,29,0,0,0,0,0,0,0,0,200,178,206,38,440,71,0,0,0,0,0,1,0,200,178,206,38,440,71.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,178,206,38,440,71,0,68,0,0,2083,2083,0,2083,225,225,0,225,0,0,0,0,0,0,0,0,6,6,0,6
"1995-12",1288,1073.5893,214.4107,1073.5893,NA,NA,NA,0,0,0,0,0,0,0,0,378,185.5893,192.4107,185.5893,22,0,22,0,0,0,0,0,0,0,0,143,68,175,0,122,0,0,0,0,0,0,0,0,143,68,175,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,68,175,0,122,0,0,0,0,0,278,278,0,278,102,102,0,102,0,0,0,0,0,0,0,0,0,0,0,0
"1996-01",1031,672.868,358.132,672.868,NA,NA,NA,0,0,0,0,0,0,0,0,487,128.868,358.132,128.868,0,0,0,0,0,0,0,0,0,0,1,123,61,151,0,116,0,0,0,0,0,0,0,1,123,61,151,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,61,151,0,116,0,0,0,0,0,0,0,0,0,92,92,0,92,0,0,0,0,0,0,0,0,0,0,0,0
"1996-02",858,610.4705,247.5295,610.4705,NA,NA,NA,0,0,0,0,0,0,0,0,385,137.4705,247.5295,137.4705,0,0,0,0,0,0,0,0,0,0,1,92,58,143,0,93,0,0,0,0,0,0,0,1,92,58,143,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,58,143,0,93,0,0,0,0,0,0,0,0,0,86,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0
"1996-03",1472.0001,1240.9138,354.0872,1053.9639,NA,NA,NA,47,47,0,47,61,61,0,0,555.0001,223.9639,331.0361,223.9639,26,2.9489,23.0511,0,0,0,0,0,0,0,0,105,89,172,0,200,47,0,0,0,0,0,0,0,105,89,172,0,200,47.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,89,172,0,200,47,0,123,0,0,36,36,0,36,130,130,0,130,0,0,0,0,0,0,0,0,4,4,0,4
"1996-04",12948.9999,12647.5449,301.466,9719.1652,NA,NA,NA,833,833,0,474.6312,666,666,0,0,1048,746.5341,301.466,746.5341,45,45,0,45,0,0,0,2,7,140,33,718,772,1722.9999,171,1014.9999,936,0,0,0,2,7,140,33,718,772,1722.9999,171,1014.9999,936.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,140,33,718,772,1722.9999,171,1014.9999,936,1904,1904,0,0,1660.0001,1660.0001,0,1660.0001,1118,1118,0,1118,34,34,0,34,33,33,0,33,91,91,0,91
"1996-05",45776.0002,44560.6281,1215.4076,32963.8068,NA,NA,NA,2506,2506,0,1433.1426,1354.9999,1354.9999,0,0,1427,797.5059,629.4941,797.5059,225,225,0,225,194,1994.0001,762,1524,561,1364,1116,2395.0002,2007,5097,1135,4013,1943.9999,194,1408.0867,762,1524,561,1364,1116,2395.0002,2007,5097,1135,4013,1944.0349,0,585.9134,0,0,0,0,0,0,0,0,0,0,0,194,1408.0867,762,1524,561,1364,1116,2395.0002,2007,5097,1135,4013,1943.9999,5320,5320.0005,0,0,3915,3915,0,3915,6033,6033,1e-04,2184.0715,80,80,0,80,250,250,0,250,559,559,0,559
"1996-06",42933.9996,39798.2645,3135.7851,26342.7015,NA,NA,NA,1861,1861,0,664.8138,1062,957.9485,104.0516,0,1037,345.7625,691.2375,297.525,173,51.9489,121.0511,0,69,2531.9998,959,1936,612,1734,1420,2917,1478,3770.0002,1271.9999,3323.9998,2042,69,1243.6545,817.3693,1936,375.1453,1734,1191.6204,2917.0005,1276.0419,3770,1271.9999,3324,2042.049,0,1288.3455,141.6308,0,236.8547,0,228.3796,0,201.9581,2e-04,0,0,0,69,1243.6545,817.3693,1936,277.8884,1734,980.6424,2917.0002,1074.084,3770,1271.9999,3324,2042,5672,5672,0,0,3297,3297,0,3297,5019,5019,0,0,139,16.724,122.276,16.724,233,233,0,233,376,376,0,376
"1996-07",42058.9998,33700.98,8358.0835,22834.8605,NA,NA,NA,1679.9999,1679.9999,0,583.8431,1276,1067.333,208.667,0,971,383.9578,587.0422,302.7046,136,0,136,0,34,2362,614,1807.9999,564,1636,1336,3071,1730,3600,1210,3120,1963,34,660.4897,614,1807.9999,287.1513,1636,98.3416,3071.0002,746.3708,3600,1179.9987,3120,1963.0627,0,1701.5104,0,0,276.8487,0,1237.6584,0,983.6291,2e-04,30.0014,0,0,34,660.4897,614,1807.9999,287.1513,1636,0,3071,475.9387,3600,1149.9972,3120,1963,6852,4483.7588,2368.2415,0,3100,3100,0,3100,4450,3738.7795,711.2205,0,122,4.736,117.264,4.736,160,160,0,160,264,264,0,264
"1996-08",37082.9999,23537.8434,13545.2129,19750.3642,NA,NA,NA,1813,1813,0,561.8999,1188,882.36,305.64,0,974,307.4425,666.5576,307.4425,128,0,128,0,22,1525.9999,521,1166,364,1100,876.0001,2682,1576,2682,806,3113,1862,22,304.2228,344.6501,1098.7896,287.1513,1100,0,2682,818.1428,2682,715.8127,3113,1862.0559,0,1221.7772,176.35,67.2105,76.8487,0,876.0001,0,757.8572,0,90.1872,0,0,22,304.2228,293.3001,1031.579,287.1513,1100,0,2682,818.1428,2682,625.6256,3113,1862,6426,0,6426,0,3700.0002,3700.0002,0,3700.0002,4083.9998,1441.9596,2642.0405,0,114,3.256,110.744,0,133,133,0,133,227,227,0,227
