"Date","43_AGG_IrrigDemand","43_AGG_IrrigSupply","43_AGG_IrrigShortage","43_AGG_IrrigSupDirectFlow","43_AGG_MunDemand","43_AGG_MunSupply","43_AGG_MunShortage","4300527_D_IrrigDemand","4300527_D_IrrigSupply","4300527_D_IrrigShortage","4300527_D_IrrigSupDirectFlow","4300537_D_IrrigDemand","4300537_D_IrrigSupply","4300537_D_IrrigShortage","4300537_D_IrrigSupDirectFlow","4300578_D_IrrigDemand","4300578_D_IrrigSupply","4300578_D_IrrigShortage","4300578_D_IrrigSupDirectFlow","43_ADW001_IrrigDemand","43_ADW002_IrrigDemand","43_ADW003_IrrigDemand","43_ADW004_IrrigDemand","43_ADW005_IrrigDemand","43_ADW006_IrrigDemand","43_ADW007_IrrigDemand","43_ADW008_IrrigDemand","43_ADW009_IrrigDemand","43_ADW010_IrrigDemand","43_ADW012_IrrigDemand","43_ADW013_IrrigDemand","43_ADW014_IrrigDemand","43_ADW015_IrrigDemand","43_ADW016_IrrigDemand","43_ADW001_IrrigSupply","43_ADW002_IrrigSupply","43_ADW003_IrrigSupply","43_ADW004_IrrigSupply","43_ADW005_IrrigSupply","43_ADW006_IrrigSupply","43_ADW007_IrrigSupply","43_ADW008_IrrigSupply","43_ADW009_IrrigSupply","43_ADW010_IrrigSupply","43_ADW012_IrrigSupply","43_ADW013_IrrigSupply","43_ADW014_IrrigSupply","43_ADW015_IrrigSupply","43_ADW016_IrrigSupply","43_ADW001_IrrigShortage","43_ADW002_IrrigShortage","43_ADW003_IrrigShortage","43_ADW004_IrrigShortage","43_ADW005_IrrigShortage","43_ADW006_IrrigShortage","43_ADW007_IrrigShortage","43_ADW008_IrrigShortage","43_ADW009_IrrigShortage","43_ADW010_IrrigShortage","43_ADW012_IrrigShortage","43_ADW013_IrrigShortage","43_ADW014_IrrigShortage","43_ADW015_IrrigShortage","43_ADW016_IrrigShortage","43_ADW001_IrrigSupDirectFlow","43_ADW002_IrrigSupDirectFlow","43_ADW003_IrrigSupDirectFlow","43_ADW004_IrrigSupDirectFlow","43_ADW005_IrrigSupDirectFlow","43_ADW006_IrrigSupDirectFlow","43_ADW007_IrrigSupDirectFlow","43_ADW008_IrrigSupDirectFlow","43_ADW009_IrrigSupDirectFlow","43_ADW010_IrrigSupDirectFlow","43_ADW012_IrrigSupDirectFlow","43_ADW013_IrrigSupDirectFlow","43_ADW014_IrrigSupDirectFlow","43_ADW015_IrrigSupDirectFlow","43_ADW016_IrrigSupDirectFlow","4300815_D_IrrigDemand","4300815_D_IrrigSupply","4300815_D_IrrigShortage","4300815_D_IrrigSupDirectFlow","4300819_D_IrrigDemand","4300819_D_IrrigSupply","4300819_D_IrrigShortage","4300819_D_IrrigSupDirectFlow","4300694_D_IrrigDemand","4300694_D_IrrigSupply","4300694_D_IrrigShortage","4300694_D_IrrigSupDirectFlow","4300564_MunDemand","4300564_MunSupply","4300564_MunShortage","4303633_F_MunDemand","4303633_F_MunSupply","4303633_F_MunShortage","4303633_O_MunDemand","4303633_O_MunSupply","4303633_O_MunShortage","4306045_MunDemand","4306045_MunSupply","4306045_MunShortage","43_OilDem_MunDemand","43_OilDem_MunSupply","43_OilDem_MunShortage","4302571_MunDemand","4302571_MunSupply","4302571_MunShortage","4304313_O_MunDemand","4304313_O_MunSupply","4304313_O_MunShortage","43_AMW001_MunDemand","43_AMW001_MunSupply","43_AMW001_MunShortage"
"1993-03",1410,1410,0,1410,43625,31276.8769,12348.125,252,252,0,252,0,0,0,0,0,0,0,0,0,0,0,2,29,2,181,0,0,18,0,0,4,0,0,0,0,0,2,29,2,181,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,2,181,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,922,922,0,922,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,31123.877,12348.125,0,0,0,92,92,0
"1993-04",5047.0001,5004.5876,43.3128,5003.6873,42221.9961,40191.7969,2030.2013,298,298,0,298,5,5,0,5,751.0001,751.0001,0,751.0001,62,15,138,461,575,129,907,67,200,150,77,31,32,33,162,62,15.9,138,461,575,85.6872,907,67,200,150,77,31,32,33,162,0,0,0,0,0,43.3128,0,0,0,0,0,0,0,0,0,62,15,138,461,575,85.6872,907,67,200,150,77,31,32,33,162,0,0,0,0,61,61.0003,0,61,893,893,0,893,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,40039.7969,2030.2013,0,0,0,92,92,0
"1993-05",23736.0002,23740.456,1e-04,23736.0004,43634,43634,0,600,600,0,600,210,210,0,210,1930,1930,0,1930,359,214,717.9999,1658,1069,259,703,169,1133.0001,1167,823,1679.0001,867,204,1460,359,218.44,718,1658.0001,1069,259,703.0001,169,1133.0001,1166.9999,823,1679.0001,867,204,1460.0001,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,359,214,718,1658.0001,1069,259,703.0001,169,1133.0001,1166.9999,823,1679.0001,867,204,1460.0001,129,129,0,129,3729,3729.0156,0,3729,4656,4656,0,4656,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1993-06",40716.9999,40717.0285,2e-04,40716.9997,42232.9961,42232.9961,0,1192,1192,0,1192,1130.9999,1130.9999,0,1130.9999,1161,1161,0,1161,899,1024.9999,1507,1237,711,151,961.0001,311,2286,2488,903,1679,807.0001,377,2573,899,1024.9999,1507,1237,711,151,961.0001,311,2286,2487.9998,903,1679,807.0001,377,2573,0,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,899,1024.9999,1507,1237,711,151,961.0001,311,2286,2487.9998,903,1679,807.0001,377,2573,236,236,0,236,6014,6014.0288,0,6014,13068,13068,0,13068,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"1993-07",36398.9993,36247.7416,196.0002,36202.9986,43635,43635,0,1650,1650,0,1650,1278,1082,196,1082,969,969,0,969,1138,913.9999,1525,745,549.0001,105,961,308,2372,2195,725.0001,1958.0001,1025,516.0001,1591,1138,913.9999,1525,789.7,549.0001,105,961,308,2371.9998,2195,725.0001,1958.0001,1025,516.0001,1591.0001,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0,1138,913.9999,1525,745,549.0001,105,961,308,2371.9998,2195,725.0001,1958.0001,1025,516.0001,1591.0001,376,376,0,376,6243,6243.0425,0,6242.9995,9255.999,9255.999,0,9255.999,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1993-08",28763.001,28401.1849,423.789,28339.2117,43635,28549.4492,15085.5527,1300,876.2111,423.7888,876.2111,587,587,0,587,455,482.3,0,455,829,515,893,457,497,56,127,186,1836,804,407,1833,735.0001,504,1143,829,515,893,484.22,497.0001,56,134.42,186,1835.9999,804,407,1833,735.0001,504,1143.0001,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,829,515,893,457,497.0001,56,127,186,1835.9999,804,407,1833,735.0001,504,1143.0001,190,190,0,190,5601,5601.0327,0,5600.9995,9808.001,9808.001,0,9808.001,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,28386.4492,15085.5527,0,0,0,92,92,0
"1993-09",23068.0006,22979.002,114.0537,22953.9467,42230.9961,25317.2891,16913.7109,925,847.9463,77.0538,847.9463,157,157,0,157,302,319.92,0,302,500,241,713,328,257,52,115,159,1075,868,260,1722,544,481,1383.0001,500,241,713.0001,328,257.2134,52,121.9,159,1075,868,260,1722,544,444,1383.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,500,241,713.0001,328,257,52,115,159,1075,868,260,1722,544,444,1383.0002,217,217,0,217,5531,5531.0215,0,5530.9995,7238.0005,7238.0005,0,7238.0005,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,25156.2891,16913.7109,0,0,0,92,92,0
"1993-10",8151,8041.0187,114.023,8036.977,43643,32583.0898,11059.9141,332,332,0,332,17,17,0,17,83,83,0,83,158,60,163,47,141,13,27,123,553,678,234,1123,399,493,213,158,60,163,49.62,141,13,28.42,122.977,553,678,234,1123,399,379,213,0,0,0,0,0,0,0,0.023,0,0,0,0,0,114,0,158,60,163,47,141,13,27,122.977,553,678,234,1123,399,379,213,277,277,0,277,1160,1160.0017,0,1160,1857,1857,0,1857,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,32412.0898,11059.9141,0,0,0,92,92,0
"1993-11",1688,1688,0,1688,42217.9961,30692.4688,11525.5303,244,244,0,244,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30,0,179,19,0,0,3,4,17,1,0,0,0,1,0,30,0,179,19,0,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30,0,179,19,0,0,3,4,17,0,0,0,0,0,0,0,0,1190,1190,0,1190,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,30544.4688,11525.5303,0,0,0,92,92,0
"1993-12",1525,1525,0,1525,43625,25797.2832,17827.7188,252,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,9,0,0,0,0,0,0,31,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,1230,1230,0,1230,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,25644.2832,17827.7188,0,0,0,92,92,0
"1994-01",1500,1500,0,1500,43625,23793.3125,19831.6895,226,226,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,10,0,0,0,0,0,0,31,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,1230,1230,0,1230,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,23640.3125,19831.6895,0,0,0,92,92,0
"1994-02",1348,1348,0,1348,39414,22262.4941,17151.5078,197,197,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,3,0,9,0,0,0,0,0,0,28,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,1111,1111,0,1111,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,22113.4941,17151.5078,0,0,0,92,92,0
"1994-03",2168,2168,0,2168,43625,27659.1914,15965.8096,252,252,0,252,0,0,0,0,190,190,0,190,0,0,0,53,313,0,32,0,0,18,67,0,3,0,10,0,0,0,53,313,0,32,0,0,18,67,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,313,0,32,0,0,18,67,0,3,0,10,0,0,0,0,0,0,0,0,1230,1230,0,1230,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,27506.1914,15965.8096,0,0,0,92,92,0
"1994-04",6326,6151.6891,174.3128,6151.6872,42221.9961,33434.9336,8787.0625,298,298,0,298,23,23,0,23,774,774,0,774,0,0,65,972.0001,750,260,172,139,228,253,183,150,50,115,335,0,0,65,972.0001,750,85.6872,172,139,228,253,183,150,50,115,335,0,0,0,0,0,174.3128,0,0,0,0,0,0,0,0,0,0,0,65,972.0001,750,85.6872,172,139,228,253,183,150,50,115,335,25,25,0,25,344,344.0019,0,344,1190,1190,0,1190,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,33282.9336,8787.0625,0,0,0,92,92,0
"1994-05",31315,30195.46,1119.5656,30168.764,43634,43634,0,1000.0001,1000.0001,0,1000.0001,484,484,0,484,1623,1623,0,1623,630,673,942.9999,1263,1214,244,565,214,913.9999,1490,913,2288,1517,212,1694,630,673,942.9999,1263.0001,1214,244,186.5402,122.977,670.2246,1083.6926,913,2288,1516.9999,212,1694.0001,0,0,0,0,0,0,378.4598,91.023,243.7753,406.3073,0,0,1e-04,0,0,630,673,942.9999,1263.0001,1214,244,159.8701,122.977,670.2246,1083.6926,913,2288,1516.9999,212,1694.0001,214,214,0,214,5653,5653.0254,0,5652.9995,7567,7567,0,7567,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1994-06",42119.0002,34944.8774,7174.1236,34817.0977,42232.9961,33876.0313,8356.9697,1650,847.9463,802.0537,847.9463,1480,204.16,1275.84,196,1404,1404,0,1404,1400,944,1827,984,925.9999,120,437,222,1089,1769,867,1789,1179,249,2508.0002,1400.0001,944,1827,984.0001,926,85.6872,205.2803,145.7446,648.5446,815.8398,867,1789,1179,249,2508.0002,0,0,0,0,0,34.3128,231.7198,76.2554,440.4554,953.16,0,0,0,0,0,1400.0001,944,1827,984.0001,926,85.6872,154.713,119.01,648.5446,773.565,867,1789,1179,249,2508.0002,313,241.6459,71.3541,241.6459,8329,5992.1963,2336.8044,5992.1533,12633,11680.832,952.168,11680.832,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,33713.0313,8356.9697,0,0,0,92,92,0
"1994-07",34486.9995,29636.5287,4982.3744,29431.9211,43635,12460.7002,31174.3008,2000.0002,876.2111,1123.7891,876.2111,1522,437,1085,437,719,754.74,0,719,1218.9999,981.9999,1631,833,575,84,294,218,1040.9999,1563.9999,684.9999,1664.9999,1218.9999,212,1719,1218.9999,981.9999,1631,883.1801,608.4634,84,159.8701,138.6543,498.7922,784.1544,685,1664.9999,1218.9999,224.52,1719.0001,0,0,0,0,0,0,134.1299,79.3457,542.2077,779.8455,0,0,0,0,0,1218.9999,981.9999,1631,833.0001,575.0001,84,159.8701,122.977,473.4614,752.5096,684.9999,1664.9999,1218.9999,212,1719.0001,300,300,0,300,7430,6191.9434,1238.0565,6191.8921,8575,8575,0,8575,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,12297.7002,31174.3008,0,0,0,92,92,0
"1994-08",26873.9999,24803.4176,2163.5903,24710.3682,43635,10977.1113,32657.8906,1600,876.2111,723.7889,876.2111,727,727,0,727,562.9999,596.98,0,562.9999,867,570,986,533,458,57,140,105,673,888,446,1086,906,151,1258,867,570,986,565.1799,484.8484,57,140,105,473.4614,666.8685,446,1086,906,151,1258.0001,0,0,0,0,0,0,0,0,199.5386,221.1315,0,0,0,0,0,867,570,986,533,458,57,140,105,473.4614,666.8685,446,1086,906,151,1258.0001,190,190,0,190,6486,6191.9331,294.0671,6191.8921,8184,7458.9351,725.0643,7458.9351,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,10814.1113,32657.8906,0,0,0,92,92,0
"1994-09",19902.9995,19613.8081,322.75,19580.2495,42230.9961,16847.2949,25383.7051,800,800,0,800,151,151,0,151,288,305.48,0,288,447,218,644,263,248,48,115,110,555,782,356,767,544,123,985.9999,447,218,644,278.98,248.0776,48,115,110,458.1885,556.0615,356,767,544,123,985.9999,0,0,0,0,0,0,0,0,96.8115,225.9385,0,0,0,0,0,447,218,644,263,248,48,115,110,458.1885,556.0615,356,767,544,123,985.9999,200,200,0,200,5308,5308.021,0,5308,6949.9995,6949.9995,0,6949.9995,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,16686.2949,25383.7051,0,0,0,92,92,0
"1994-10",10400,10404.2041,2e-04,10399.9998,43643,22722.125,20920.877,522,522,0,522,37,37,0,37,194,194,0,194,233,91,244,70,93,38,108,118,493,485,106,200,300,106,322,233,91,244,74.2,93,38,108,118,493,485,106,200,300,106,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,91,244,70,93,38,108,118,493,485,106,200,300,106,322,200,200,0,200,2739.9998,2740.0042,0,2739.9998,3700.0002,3700,2e-04,3700,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,22551.125,20920.877,0,0,0,92,92,0
"1994-11",213,213,0,213,42217.9961,24302.0664,17915.9336,203,203,0,203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,5,0,0,0,0,1,0,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,24154.0664,17915.9336,0,0,0,92,92,0
"1994-12",226,226,0,226,43625,20196.0195,23428.9824,215,215,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,20043.0195,23428.9824,0,0,0,92,92,0
"1995-01",242,242,0,242,43625,18569.6953,25055.3047,234,234,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,18416.6953,25055.3047,0,0,0,92,92,0
"1995-02",241,241,0,241,39414,18343.2129,21070.7852,233,233,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,18194.2129,21070.7852,0,0,0,92,92,0
"1995-03",244,244,0,244,43625,20852.498,22772.502,198,198,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,8,5,0,3,0,5,0,0,0,0,0,0,25,0,0,8,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,8,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,20699.498,22772.502,0,0,0,92,92,0
"1995-04",4225.9999,4226.95,0.03,4225.97,42221.9961,23581.5996,18640.3984,149,149,0,149,0,0,0,0,819,819,0,819,54,13,113,752,613,37,233,83,553.9999,125,188,42,41,27,131,54,13.98,113,752,613.0001,37,232.97,83,553.9999,125,188,42,41,27,131,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,54,13,113,752,613.0001,37,232.97,83,553.9999,125,188,42,41,27,131,252,252,0,252,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,23429.5996,18640.3984,0,0,0,92,92,0
"1995-05",14284.9999,14286.1452,0.2149,14284.7852,43634,43634,0,564,564,0,564,222,222,0,222,1362,1362,0,1362,100,66,334,1383,1063,125,877,454,1174,1426,312,1228,272,287,1026,100,67.36,334,1383.0001,1063,125,877.0001,453.7851,1174,1426,312,1228,272,287,1026,0,0,0,0,0,0,0,0.2149,0,0,0,0,0,0,0,100,66,334,1383.0001,1063,125,877.0001,453.7851,1174,1426,312,1228,272,287,1026,271,271,0,271,1586.9999,1586.9999,0,1586.9999,152,152,0,152,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1995-06",31890.9999,31891.0249,0,31890.9995,42232.9961,42232.9961,0,1030,1030,0,1030,1055,1055,0,1055,837,837,0,837,837,733,1420,704,548.0001,158,770.0001,259,1294.9999,2368,593.0001,1242.9999,721,502,2124,837,733,1420,704,548.0001,158,770.0001,259,1294.9999,2368,593.0001,1242.9999,721,502,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,733,1420,704,548.0001,158,770.0001,259,1294.9999,2368,593.0001,1242.9999,721,502,2124,193,193,0,193,7045,7045.0249,0,7044.9995,7456,7456,0,7456,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"1995-07",29823,29881.5543,0,29822.9999,43635,43635,0,1450.0001,1450.0001,0,1450.0001,1575,1575.0001,0,1575.0001,549.0001,557.54,0,549.0001,1197,1037.9999,1512,652,440,132,495,241,1081,1646,932.9999,1306,1307,264,1591,1197.0001,1037.9999,1512,690.92,451.0575,132,495,241,1081,1646,932.9999,1306,1307,264,1591.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197.0001,1037.9999,1512,652,440,132,495,241,1081,1646,932.9999,1306,1307,264,1591.0001,307,307,0,307,5951,5951.0366,0,5950.9995,6156,6156,0,6156,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1995-08",24308.9998,23828.6813,573.7889,23735.2114,43635,32920.8848,10714.1191,1450.0001,876.2111,573.7889,876.2111,1047,1047,0,1047,520.0001,551.2,0,520.0001,808,745,921.0001,497,423,75,130,98,635,835,444,1004,841,247,1179,808,745,921.0001,526.62,447.8114,75,137.8,98,635,835,444,1004,841,247,1179.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,745,921.0001,497,423,75,130,98,635,835,444,1004,841,247,1179.0001,129,129,0,129,5980.9995,5981.0381,0,5980.9995,6300,6300.0005,0,6300.0005,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,32757.8848,10714.1191,0,0,0,92,92,0
"1995-09",16697,16712.7527,0,16697,42230.9961,28780.0703,13450.9287,517,517,0,517,95,95,0,95,238,238,0,238,329,184,469,192,156,49,77,81,352,573,239,1007.9999,378,237,714.0001,329,184,469,203.32,156,49,81.42,81,352,573,239,1007.9999,378,237,714.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,184,469,192,156,49,77,81,352,573,239,1007.9999,378,237,714.0001,261,261,0,261,5062,5062.0127,0,5062,5486,5486,0,5486,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,28619.0703,13450.9287,0,0,0,92,92,0
"1995-10",7535.9998,7541.9225,0,7535.9998,43643,35042.793,8600.209,307,307,0,307,23,23,0,23,122,122,0,122,217,83,225,65,59,31,37,109,429,333,69,486,200,245,296,217,83,225,68.9,59,31,39.02,109,429,333,69,486,200,245,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,83,225,65,59,31,37,109,429,333,69,486,200,245,296,200,200,0,200,1699.9999,1700.0026,0,1699.9999,2300,2300,0,2300,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,34871.793,8600.209,0,0,0,92,92,0
"1995-11",1401,1401,0,1401,42217.9961,31520.3984,10697.5996,208,208,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1190,1190,0,1190,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,31372.3984,10697.5996,0,0,0,92,92,0
"1995-12",1486,1486,0,1486,43625,27138.9102,16486.0918,252,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1230,1230,0,1230,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,26985.9102,16486.0918,0,0,0,92,92,0
"1996-01",1459,1459,0,1459,43625,28069.7656,15555.2354,226,226,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1230,1230,0,1230,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,27916.7656,15555.2354,0,0,0,92,92,0
"1996-02",1441,1441,0,1441,39414,25466.4668,13947.5322,288,288,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1150,1150,0,1150,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,25317.4668,13947.5322,0,0,0,92,92,0
"1996-03",1531,1531,0,1531,43625,31691.1719,11933.832,261,261,0,261,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,3,0,0,1,0,0,36,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1230,1230,0,1230,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,31538.1719,11933.832,0,0,0,92,92,0
"1996-04",5878,5879.8818,0,5878,42221.9961,42221.9961,0,231,231,0,231,23,23,0,23,772,772,0,772,115,28,263,575,386,99,325,117,367,292,100,231,50,67,300,115,29.88,263,575,386,99,325,117,367,292,100,231,50,67,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,28,263,575,386,99,325,117,367,292,100,231,50,67,300,25,25,0,25,322,322.0018,0,322,1190,1190,0,1190,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"1996-05",23786,23791.0392,1e-04,23786.0002,43634,43634,0,750,750,0,750,255,255,0,255,1223,1223,0,1223,364,237,750,1216,955,117,644,236,786,1286,673,1650,1067,217,1150,364,242.02,750,1216.0001,955.0001,117,644,236,786,1286,673,1650,1066.9999,217,1150.0001,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,364,237,750,1216.0001,955.0001,117,644,236,786,1286,673,1650,1066.9999,217,1150.0001,274,274,0,274,4247,4247.019,0,4247,5689,5689,0,5689,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1996-06",37851.0005,37768.8563,82.178,37768.8226,42232.9961,42232.9961,0,1300,1300,0,1300,1333,1333,0,1333,1116,1116,0,1116,953,1114,1806,1229,835,428,415,344,1318,1755,693,1818,950,280,2657,953,1114,1806,1229.0001,835,428,415,261.822,1318,1755,693,1818,950,280,2657,0,0,0,0,0,0,0,82.178,0,0,0,0,0,0,0,953,1114,1806,1229.0001,835,428,415,261.822,1318,1755,693,1818,950,280,2657,338,338,0,338,6606.0005,6606.0342,0,6606.0005,10563,10563,0,10563,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
