"Date","62_AGG_IrrigDemand","62_AGG_IrrigSupply","62_AGG_IrrigShortage","62_AGG_IrrigSupDirectFlow","62_AGG_MunDemand","62_AGG_MunSupply","62_AGG_MunShortage","6200736_D_IrrigDemand","6200736_D_IrrigSupply","6200736_D_IrrigShortage","6200736_D_IrrigSupDirectFlow","6200560_I_IrrigDemand","6200560_I_IrrigSupply","6200560_I_IrrigShortage","6200560_I_IrrigSupDirectFlow","62_ADG013_IrrigDemand","62_ADG014_IrrigDemand","62_ADG015_IrrigDemand","62_ADG016_IrrigDemand","62_ADG017_IrrigDemand","62_ADG018_IrrigDemand","62_ADG013_IrrigSupply","62_ADG014_IrrigSupply","62_ADG015_IrrigSupply","62_ADG016_IrrigSupply","62_ADG017_IrrigSupply","62_ADG018_IrrigSupply","62_ADG013_IrrigShortage","62_ADG014_IrrigShortage","62_ADG015_IrrigShortage","62_ADG016_IrrigShortage","62_ADG017_IrrigShortage","62_ADG018_IrrigShortage","62_ADG013_IrrigSupDirectFlow","62_ADG014_IrrigSupDirectFlow","62_ADG015_IrrigSupDirectFlow","62_ADG016_IrrigSupDirectFlow","62_ADG017_IrrigSupDirectFlow","62_ADG018_IrrigSupDirectFlow","6200812_D_IrrigDemand","6200812_D_IrrigSupply","6200812_D_IrrigShortage","6200812_D_IrrigSupDirectFlow","62CSUB_M_MunDemand","62CSUB_M_MunSupply","62CSUB_M_MunShortage","62MSUB_M_MunDemand","62MSUB_M_MunSupply","62MSUB_M_MunShortage","62USUB_M_MunDemand","62USUB_M_MunSupply","62USUB_M_MunShortage","62_AMG001_MunDemand","62_AMG001_MunSupply","62_AMG001_MunShortage","62U_MY_MunDemand","62U_MY_MunSupply","62U_MY_MunShortage","62CSUB_I_MunDemand","62L_MY_MunDemand","62MSUB_I_MunDemand","62USUB_I_MunDemand","62CSUB_I_MunSupply","62L_MY_MunSupply","62MSUB_I_MunSupply","62USUB_I_MunSupply","62CSUB_I_MunShortage","62L_MY_MunShortage","62MSUB_I_MunShortage","62USUB_I_MunShortage"
"1981-06",33079.9998,29374.1877,3829.7906,22526.2039,128,119.01,8.99,333,333,0,333,6724,6847.9785,0,0,5273,4240,3996.9998,5582,663,5368,5273,4240,3996.9998,5582,663,1538.2095,0,0,0,0,0,3829.7905,5273,4240,3996.9998,5582,663,1538.2042,900,899.9999,1e-04,899.9999,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-07",22314.9995,20208.4464,2273.7022,14758.2939,128,122.977,5.023,256,256,0,256,5283,5450.1489,0,0,3989.9998,2609.9998,2941.9998,2638.0002,526,3720,3989.9998,2609.9998,2941.9995,2638.0002,526,1446.3286,0,0,2e-04,0,0,2273.6716,3989.9998,2609.9998,2941.9995,2638.0002,526,1446.325,350,349.9696,0.0304,349.9696,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-08",12105.0002,10656.044,1591.4756,5594.5225,128,122.977,5.023,28,28,0,28,4919,5008.9194,0,0,1148.0001,526,1754,944.0001,389,2274,1148.0001,578.6,1753.9999,944.0001,389,682.5245,0,0,1e-04,0,0,1591.4755,1148.0001,526,1753.9999,944.0001,389,682.5224,123,123,0,123,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-09",8317,5487.0785,2968.5216,3602.3092,128,127.9358,0.0642,33,33,0,33,3223,1746.1672,1476.8328,0,466,510,1052,515,267,2132,512.6,561,1052,556.0001,267,640.3112,0,0,0,0,0,1491.6888,466,510,1052,515,267,640.3091,119,119,0,119,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-10",3909.0001,3924.8053,0,2355.0001,128,122.977,5.023,10,10,0,10,1554,1554.0046,0,0,188,158,756,380,98,642.0001,188,173.8,756,380,98,642.0007,0,0,0,0,0,0,188,158,756,380,98,642.0001,123,123,0,123,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-11",0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981-12",0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-01",0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-03",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-04",1051,1071.6004,0,1051,128,119.01,8.99,0,0,0,0,0,0,0,0,98,108,124,204,79,438,107.8,118.8,124,204,79,438.0004,0,0,0,0,0,0,98,108,124,204,79,438,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-05",13406.9999,12114.4223,1608.5192,10271.4779,128,122.977,5.023,60,60,0,60,1527,1820.9413,0,0,1420.0001,1782,1784,3316,220,3197.9998,1420.0001,1782,1784,3316,242,1589.481,0,0,1e-04,0,0,1608.519,1420.0001,1782,1784,3316,220,1589.4778,100,100,0,100,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-06",31531,28878.3766,2652.6749,22201.32,128,127.9358,0.0642,264,264,0,264,6677,6677.0518,0,0,4744.9995,4087,4158,5455,643,4802.0005,4744.9995,4087,4158,5455,643,2149.3254,0,0,0,0,0,2652.6748,4744.9995,4087,4158,5455,643,2149.3206,700,699.9999,1e-04,699.9999,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-07",30815.0005,27576.5589,3238.5176,19707.4786,128,128,0,220,220,0,220,7869,7869.0757,0,0,5577,3371,4186.0005,3524,740,4828,5577,3371,4186.0005,3524.0002,740,1589.4824,0,0,0,0,0,3238.5176,5577,3371,4186.0005,3524.0002,740,1589.4778,500.0001,500.0001,0,500.0001,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-08",13665.0004,13471.7248,232.5206,7755.4777,128,128,0,24,24,0,24,5677.0005,5677.0454,0,0,1663,427,2457,1095.9999,439,1822,1663,466.2,2457,1095.9999,439,1589.4795,0,0,0,0,0,232.5206,1663,427,2457,1095.9999,439,1589.4778,60,60,0,60,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-09",9847.0001,9883.4269,31.7941,4241.2043,128,127.9358,0.0642,20,20,0,20,5574,5574.021,0,0,464,378,1209.0001,379,210,1570,464,415.8,1209.0001,409.4,210,1538.2058,0,0,0,0,0,31.7941,464,378,1209.0001,379,210,1538.2042,43,43,0,43,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-10",3559.0001,3572.0029,0,2160.0001,128,128,0,0,0,0,0,1399,1399.0023,0,0,377,130,725.0001,315,85,528,377,143,725.0001,315,85,528.0005,0,0,0,0,0,0,377,130,725.0001,315,85,528,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-11",6,6,0,6,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982-12",5,5,0,5,128,128,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-01",4,4,0,4,128,128,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-03",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-04",211,211,0,211,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,28,95,82,6,0,0,28,95,82,6,0,0,0,0,0,0,0,0,28,95,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.01,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-05",13237.0001,12213.7156,1294.5194,10625.4783,128,122.977,5.023,60,60,0,60,1317,1572.0344,0,0,1150,1749.0001,2229,3541,207,2884,1150.0001,1749.0001,2229,3541.0002,223.2,1589.4807,0,0,0,0,0,1294.5194,1150.0001,1749.0001,2229,3541.0002,207,1589.4778,100,100,0,100,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-06",34645.9999,31796.0355,2954.6746,26015.3204,128,127.9358,0.0642,446,446,0,446,5676,5780.71,0,0,5529,5298,3750,7410,632.9999,5104,5529,5298,3750,7410,632.9999,2149.3257,0,0,0,0,0,2954.6746,5529,5298,3750,7410,632.9999,2149.3206,800,799.9999,1e-04,799.9999,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-07",32213.9995,30007.2485,2725.0308,22725.9641,128,128,0,506,506,0,506,6763,7281.2798,0,0,5927,3933,4320.9995,4308,960,4946,5927,3933,4320.9995,4308,960,2220.9692,0,0,0,0,0,2725.0308,5927,3933,4320.9995,4308,960,2220.9646,550,550,0,550,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-08",16725.9998,15739.1232,1172.5197,8948.4776,128,128,0,40,40,0,40,6605,6726.6431,0,0,1683,640,2565,1528.9999,717.9999,2762,1683,704,2565,1528.9999,717.9999,1589.4803,0,0,0,0,0,1172.5197,1683,640,2565,1528.9999,717.9999,1589.4778,184,184,0,184,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-09",11539.0002,10203.0403,1589.098,5390.8995,128,127.9358,0.0642,47,47,0,47,4559,4690.7383,0,0,579.9999,634,1305,1124,435,2676.0002,637.9999,697.4,1304.9999,1124,435,1086.9022,0,0,1e-04,0,0,1589.0979,579.9999,634,1304.9999,1124,435,1086.8997,179,179,0,179,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-10",7505.0001,7101.383,431.2293,4329.7697,128,128,0,20,20,0,20,2744,2744.0122,0,0,360,276,1322.0001,1150,311,1122,360,303.6,1322,1150,311,690.7708,0,0,1e-04,0,0,431.2292,360,276,1322,1150,311,690.7697,200,200,0,200,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983-12",5,5,0,5,128,128,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-01",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-02",5,5,0,5,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-03",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-04",189,189,0,189,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,28,73,82,6,0,0,28,73,82,6,0,0,0,0,0,0,0,0,28,73,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-05",16039.0001,14870.9178,1709.0316,11666.965,128,128,0,120,120,0,120,2662.9998,3177.3486,0,0,1543.0001,2150.0002,2153,3047,266,3930,1543.0001,2150.0002,2153,3047,292.6,2220.9688,0,0,0,0,0,1709.0316,1543.0001,2150.0002,2153,3047,266,2220.9646,167,167,0,167,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-06",30715,28262.5793,2544.6749,23232.3207,128,127.9358,0.0642,327,327,0,327,4938,5030.2539,0,0,5541,4643,3681,5610,581,4694,5541,4643,3681.0002,5610,581,2149.3252,0,0,0,0,0,2544.6748,5541,4643,3681.0002,5610,581,2149.3206,700,699.9999,1e-04,699.9999,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-07",29265.0005,26986.4744,2525.031,20289.9648,128,128,0,263,263,0,263,6450.0005,6696.5049,0,0,5878,3285,4126,3363,653.9999,4746,5878,3285,4126,3363.0002,653.9999,2220.9692,0,0,0,0,0,2525.031,5878,3285,4126,3363.0002,653.9999,2220.9646,500.0001,500.0001,0,500.0001,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-08",15268.0005,14393.9384,932.5199,8128.4781,128,128,0,32,32,0,32,6207,6207.0581,0,0,1862,584.0001,2505.0002,1044,432,2522.0002,1862,642.4,2505.0002,1044,432,1589.4801,0,0,0,0,0,932.5199,1862,584.0001,2505.0002,1044,432,1589.4778,80,80,0,80,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-09",9858,9133.4101,821.2266,4810.7713,128,127.9358,0.0642,33,33,0,33,4226,4226.0366,0,0,705,536,1237,540,278,2232,705,589.6,1237,583,278,1410.7734,0,0,0,0,0,821.2266,705,536,1237,540,278,1410.7712,71,71,0,71,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-10",1909,1915.0006,0,1820,128,128,0,0,0,0,0,89,89.0004,0,0,598,60,732,145,39,246,598,66,732,145,39,246.0003,0,0,0,0,0,0,598,60,732,145,39,246,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-11",6,6,0,6,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-12",5,5,0,5,128,128,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-01",4,4,0,4,128,128,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-02",5,5,0,5,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-03",20,20,0,20,128,128,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-04",1590,1647.8856,0,1554,128,127.9358,0.0642,0,0,0,0,36,56.285,0,0,160,174,203,255,52,710,176,191.4,203,255,56.2,710.0007,0,0,0,0,0,0,160,174,203,255,52,710,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-05",15642.0004,14573.3703,1537.0316,11337.9651,128,128,0,120,120,0,120,2767,3209.8013,0,0,1482.0001,2064.0002,2068,2927,256,3758,1482.0002,2064.0002,2068,2927,281.6,2220.9685,0,0,0,0,0,1537.0316,1482.0002,2064.0002,2068,2927,256,2220.9646,200,200,0,200,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-06",36540.0005,33006.6561,3592.6743,25747.3206,128,127.9358,0.0642,333,333,0,333,7200,7259.3296,0,0,5644.9995,4533,4200,7180.0005,707,5742.0005,5644.9995,4533.0005,4200,7180,707,2149.3264,0,0,0,5e-04,0,3592.6738,5644.9995,4533.0005,4200,7180,707,2149.3206,1000.0001,1000.0001,0,1000.0001,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-07",29357.0001,26100.1339,3300.5176,19443.4778,128,128,0,220,220,0,220,6613,6656.6514,0,0,5250,3099,4092,3999,694,4890,5250,3099,4092,3999,694,1589.4824,0,0,0,0,0,3300.5176,5250,3099,4092,3999,694,1589.4778,500.0001,500.0001,0,500.0001,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-08",17689.0001,15861.1489,1959.7842,8477.2128,128,128,0,44,44,0,44,7252,7306.7329,0,0,1681,772,2569,1381,574.0001,3316,1681.0001,849.2,2569,1381,574.0001,1356.2158,0,0,0,0,0,1959.7842,1681.0001,772,2569,1381,574.0001,1356.2126,100,100,0,100,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-09",10210,9853.4251,461.3949,3912.6035,128,127.9358,0.0642,20,20,0,20,5836,5836.02,0,0,352,386,1237,390,352,1594,387.2,424.6,1237,421,352,1132.6051,0,0,0,0,0,461.3949,352,386,1237,390,352,1132.6035,43,43,0,43,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-10",5033.9998,5057.8073,0,3601,128,128,0,10,10,0,10,1432.9999,1433.0063,0,0,279,238,1144,575,287,967.9999,279,261.8,1144,575,287,968.001,0,0,0,0,0,0,279,238,1144,575,287,967.9999,100,100,0,100,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-12",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-01",11,11,0,11,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-03",16,16,0,16,128,128,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-04",1815,1859.0009,0,1815,128,127.9358,0.0642,0,0,0,0,0,0,0,0,186,204,238,297,60,830.0001,204.6,224.4,238,297,65,830.0009,0,0,0,0,0,0,186,204,238,297,60,830.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-05",15778.9998,14770.4339,1573.0317,11422.9645,128,122.977,5.023,120,120,0,120,2783,3321.6655,0,0,1496,2086,2088.9998,2953,258,3794,1496.0001,2086,2088.9998,2953,283.8,2220.9685,0,0,0,0,0,1573.0317,1496.0001,2086,2088.9998,2953,258,2220.9646,200,200,0,200,0,0,0,0,0,0,0,0,0,128,122.977,5.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-06",33098.0002,30018.6342,3198.6744,23418.3212,128,127.9358,0.0642,300,300,0,300,6481,6600.3076,0,0,5539.9995,4227.0005,3914.0002,5564,824,5348,5539.9995,4227.001,3914.0002,5564,824,2149.3259,0,0,0,0,0,3198.6743,5539.9995,4227.001,3914.0002,5564,824,2149.3206,900,899.9999,1e-04,899.9999,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-07",29624.0002,27679.0313,1945.0317,20705.9651,128,128,0,180,180,0,180,6973,6973.062,0,0,5946,2589,3778.9998,4764.0005,827,4166,5946,2589,3779,4764.0005,827,2220.9688,0,0,0,0,0,1945.0317,5946,2589,3779,4764.0005,827,2220.9646,400,400,0,400,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-08",14951.9999,13959.0082,1041.64,8008.3577,128,128,0,28,28,0,28,5902,5902.0483,0,0,1394,486,2008,2618,364,2092,1394,534.6,2008,2618,364,1050.3599,0,0,0,0,0,1041.64,1394,486,2008,2618,364,1050.3578,60,60,0,60,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-09",7630,6918.6574,911.0468,4173.9514,128,127.9358,0.0642,27,27,0,27,2545,2655.9041,0,0,424,464,952,988,241,1916,466.4,510.4,952,988,241,1004.9533,0,0,0,0,0,911.0468,424,464,952,988,241,1004.9514,73,73,0,73,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-10",3822,3838.4034,0,2718,128,128,0,0,0,0,0,1104,1104.0027,0,0,192,164,789,744,100,668,192,180.4,789,744,100,668.0007,0,0,0,0,0,0,192,164,789,744,100,668,61,61,0,61,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-11",0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986-12",0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-01",11,11,0,11,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-02",0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,119.4067,8.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-03",6,6,0,6,128,128,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-04",1659,1739.9531,0,1585,128,127.9358,0.0642,0,0,0,0,74,116.7524,0,0,162,178,208,261,52,724,178.2,195.8,208,261,56.2,724.0007,0,0,0,0,0,0,162,178,208,261,52,724,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127.9358,0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987-05",14161,13403.0824,1233.0321,10590.9646,128,128,0,100,100,0,100,2337,2788.5142,0,0,1364,1905,1905,2693,236,3454,1364,1905,1905,2693,259.6,2220.9683,0,0,0,0,0,1233.0321,1364,1905,1905,2693,236,2220.9646,167,167,0,167,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
