id,name,admin,str,on_off,dest_id,dest_ac,sou1_id,sou1_ac,sou2_id,sou2_ac,type,reuse_plan,div_type,opr_loss,limit,io_beg,io_end,reservoir_id
72038440.43,Opr Vega-72_ADC063,37486.00005,1.,1,72_ADC063,1,7203844,1,0,1,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,7203844-1
72038440.46,Opr Vega-NEW ERIE CANAL,37486.00004,0.,1,7200616,1,7203844,1,0,0,4,NA,NA,0,0,0,9999 Reservoir Release to Dir,7203844-1
72038440.47,Opr Vega-BULL BASIN HIGHLINE D,37486.00004,1.,1,7200557,1,7203844,1,0,1,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,7203844-1
72038440.48,Opr Vega-RMG (Mel) DITCH,37486.00004,1.,1,7200852_D,1,7203844,1,0,1,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,7203844-1
72038440.49,Opr Vega-JOHNSON STEWART DITCH,37486.00004,1.,1,7200721,1,7203844,1,0,1,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,7203844-1
72038440.50,Opr Vega-PARKER DITCH,37486.00004,1.,1,7200821,1,7203844,1,0,1,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,7203844-1
72038440.56,Opr Vega to target,99999.99999,0.,1,0,0,7203844,0,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,7203844
72038440.57,Opr Vega-PALMER DITCH Rel,37486.00004,1.,1,7200818,1,7203844,1,0,1,2,NA,NA,0,0,0,9999 Reservoir to a Direct Fl,7203844-1
72038390.01,Opr Leon Res-Leon Tunnel,22995.18426,0.,1,7204715,1,7203839,1,0,0,2,NA,NA,NA,NA,NA,NA,7203839-1
72038420.01,Opr Monument Res-Kiggins Sal,37037.00001,0.,1,7200730_D,1,7203842,1,0,0,2,NA,NA,NA,NA,NA,NA,7203842-1
72038420.02,Opr Monument Res-Leon Ditch,32811.00001,0.,1,7200744,1,7203842,1,0,0,2,NA,NA,NA,NA,NA,NA,7203842-1
72038390.02,Opr Leon Res to target,99999.99999,0.,1,0,0,7203839,0,0,0,9,NA,NA,NA,NA,NA,NA,7203839
72038420.02,Opr Monument Res to target,99999.99999,0.,1,0,0,7203842,0,0,0,9,NA,NA,NA,NA,NA,NA,7203842
51009410.01,Vail Irr Multistructure,21814.00001,0.,1,5100941,1,5101231.01,0,0,0,11,NA,Diversion,0,0,0,9999 Carrier to a Ditch or Re,5101231.01
36008010.01,Smith Ditch Multistructure,16223.00000,0.,1,3600801,1,3600832.01,0,0,0,11,NA,Diversion,0,0,0,9999 Carrier to a Ditch or Re,3600832.01
53008830.01,Wilson and Doll Ditch Multistructure,20427.19199,0.,1,5300883,1,5200731.01,0,0,0,11,NA,Diversion,0,0,0,9999,5200731.01
53008830.02,Wilson and Doll Ditch Multistructure,33023.26662,0.,1,5300883,1,5200731.02,0,0,0,11,NA,Diversion         0,.0     0,.0,0,9999,5200731.02
53008830.03,Wilson and Doll Ditch Multistructure,33023.26662,0.,1,5300883,1,5200731.03,0,0,0,11,NA,Diversion         0,.0     0,.0,0,9999,5200731.03
37036990.0l,Eagle Park Reservoir to target,99999.99999,0.,1,0,0,3703699,0,0,0,9,NA,NA,0,0,0,9999 Reservoir Release to Tar,3703699
Opr_22,Opr Soil Moisture,90000.00000,0.,1,N/A,0,N/A,0,0,0,22,NA,NA,0,0,0,9999 Soil Moisture Reservoir,N/A
59036660.02,Opr Taylor Park Min,49348.22950,0.,1,5903666_M,1,5903666,1,0,0,1,NA,NA,0,0,0,9999,5903666-1
59036660.03,Opr Taylor Park Min,49348.22950,0.,1,5903666_M,1,5903666,3,0,0,1,NA,NA,0,0,0,9999,5903666-3
59036660.04,Opr Taylor Park Target,99999.99999,0.,1,0,0,5903666,0,0,0,9,NA,NA,0,0,0,9999,5903666
59036660.05,Opr Taylor to South,49348.22951,1.,1,4100578,1,5903666,1,0,0,2,NA,NA,0,0,0,9999,5903666-1
59036660.06,Opr Taylor to West,49348.22951,1.,1,4100577,1,5903666,1,0,0,2,NA,NA,0,0,0,9999,5903666-1
59036660.07,Opr Taylor to M&D,49348.22951,1.,1,4100545,1,5903666,1,0,0,2,NA,NA,0,0,0,9999,5903666-1
59036660.08,Opr Taylor to Loutz,49348.22951,1.,1,4100537,1,5903666,1,0,0,2,NA,NA,0,0,0,9999,5903666-1
59036660.09,Opr Taylor to Seilig,49348.22951,1.,1,4100559,1,5903666,1,0,0,2,NA,NA,0,0,0,9999,5903666-1
59036660.10,Opr Taylor to Ironst,49348.22951,1.,1,4100534_D,1,5903666,1,0,0,2,NA,NA,0,0,0,9999,5903666-1
59036660.11,Opr Taylor to East,49348.22951,1.,1,4100520,1,5903666,1,0,0,2,NA,NA,0,0,0,9999,5903666-1
59036660.12,Opr Taylor to Garnet,49348.22951,1.,1,4100527,1,5903666,1,0,0,2,NA,NA,0,0,0,9999,5903666-1
59036660.13,Opr Taylor Park Bookover,99999.99999,12.,1,5903666,1,5903666,3,0,0,6,NA,NA,0,0,0,9999,5903666-3
40033990.01,Opr Overland to Over. D.,35997.00001,1.,1,4000944_D,1,4003399,1,0,1,3,NA,NA,0,0,0,9999,4003399-1
40009440.01,Opr U Overland to L Over,21263.15919,0.,1,4000944_D,1,4000585.01,NA,0,0,11,NA,NA,0,0,0,9999,4000585.01
40009440.02,Opr U Overland to L Over,25301.00000,0.,1,4000944_D,1,4000585.02,NA,0,0,11,NA,NA,0,0,0,9999,4000585.02
40034160.01,Opr Paonia to Fire Mtn,43829.43799,0.,1,4001133,1,4003416,1,0,0,2,NA,NA,0,0,0,9999,4003416-1
40034160.02,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001120,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.03,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001221,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.04,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001119,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.05,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001106,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.06,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001105,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.07,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001145,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.08,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001168,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.09,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001112,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.10,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001201,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.11,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001214,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.12,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001166_D,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.13,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001122,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.14,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001087,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.15,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001114,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.16,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001127,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.17,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001118,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.18,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001132,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.19,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001207,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.20,Opr Paonia Exc R.Mtn,43829.43799,0.,1,4001218,1,4003416,2,0,0,4,NA,NA,0,0,0,9999,4003416-2
40034160.21,Opr Paonia Target,99999.99999,0.,1,0,0,4003416,0,0,0,9,NA,NA,0,0,0,9999,4003416
PPLimit.01,Power Plant Capacity Limit,1.00000,0.,1,NA,1,PPLimitPLN,10,0,0,47,NA,Diversion,0,1,0,9999 Monthly Release Limited,PPLimitPLN-10
335112 324,302 335112 335112 302682 335112 324302,335112 324302 335,112 335112,32,4302 3945677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
62035320.01,Opr Blue Mesa Bookover,1.00000,12.,1,6203532,3,6203532,1,59036660.02,0,6,NA,NA,0,0,0,9999,6203532-1
62035320.02,Opr Blue Mesa Bookover,1.00000,12.,1,6203532,3,6203532,1,59036660.03,0,6,NA,NA,0,0,0,9999,6203532-1
62035320.03,Opr Blue Mesa Target,99999.99997,0.,1,0,0,6203532,0,0,0,9,NA,NA,0,0,0,9999,6203532
62035320.05,Opr Blue Mesa to Fairview,20393.18782,1.,1,41_Fairvw,1,6203532,3,0,0,2,NA,NA,0,0,0,9999,6203532-3
62035320.06,Opr Blue Mesa to Black C,42347.00001,0.,1,6201540,1,6203532,1,0,0,1,NA,NA,0,0,0,9999,6203532-1
62035320.07,Opr Blue Mesa to South,20393.18782,1.,1,4100578,1,6203532,3,0,0,2,NA,NA,0,0,0,9999,6203532-3
62035320.08,Opr Blue Mesa to West,20393.18782,1.,1,4100577,1,6203532,3,0,0,2,NA,NA,0,0,0,9999,6203532-3
62035320.09,Opr Blue Mesa to M&D,20393.18782,1.,1,4100545,1,6203532,3,0,0,2,NA,NA,0,0,0,9999,6203532-3
62035320.10,Opr Blue Mesa to Loutz,20393.18782,1.,1,4100537,1,6203532,3,0,0,2,NA,NA,0,0,0,9999,6203532-3
62035320.11,Opr Blue Mesa to Seilig,20393.18782,1.,1,4100559,1,6203532,3,0,0,2,NA,NA,0,0,0,9999,6203532-3
62035320.12,Opr Blue Mesa to Ironst,20393.18782,1.,1,4100534_D,1,6203532,3,0,0,2,NA,NA,0,0,0,9999,6203532-3
62035320.13,Opr Blue Mesa to East,20393.18782,1.,1,4100520,1,6203532,3,0,0,2,NA,NA,0,0,0,9999,6203532-3
62035320.14,Opr Blue Mesa to Garnet,20393.18782,1.,1,4100527,1,6203532,3,0,0,2,NA,NA,0,0,0,9999,6203532-3
62035320.15,Opr Blue Mesa to NPS BC,99999.99998,0.,1,62_NPS,1,6203532,1,0,0,1,NA,NA,0,0,0,9999,6203532-1
62035320.16,Opr Blue Mesa to USFWS,99999.99999,0.,1,42_USFWS,1,6203532,1,0,0,27,NA,Diversion,0,2,0,9999,6203532-1
62035450.01,Opr Morrow Point - Target,99999.99997,0.,1,0,0,6203545,1,0,0,9,NA,NA,0,0,0,9999,6203545-1
62035780.01,Opr Crystal - Target,99999.99997,0.,1,0,0,6203578,1,0,0,9,NA,NA,0,0,0,9999,6203578-1
41005780.01,Opr Gun Tunnel to South,20393.18779,0.,1,4100578,1,6200617.01,0,0,0,11,NA,NA,0,0,0,9999,6200617.01
41005780.02,Opr Gun Tunnel to West,20393.18779,0.,1,4100577,1,6200617.01,0,0,0,11,NA,NA,0,0,0,9999,6200617.01
41005780.03,Opr Gun Tunnel to M&D,20393.18779,0.,1,4100545,1,6200617.01,0,0,0,11,NA,NA,0,0,0,9999,6200617.01
41005780.04,Opr Gun Tunnel to Loutz,20393.18779,0.,1,4100537,1,6200617.01,0,0,0,11,NA,NA,0,0,0,9999,6200617.01
41005780.05,Opr Gun Tunnel to Seilig,20393.18779,0.,1,4100559,1,6200617.01,0,0,0,11,NA,NA,0,0,0,9999,6200617.01
41005780.06,Opr Gun Tunnel to Ironst,20393.18779,0.,1,4100534_D,1,6200617.01,0,0,0,11,NA,NA,0,0,0,9999,6200617.01
41005780.07,Opr Gun Tunnel to East,20393.18779,0.,1,4100520,1,6200617.01,0,0,0,11,NA,NA,0,0,0,9999,6200617.01
41005780.08,Opr Gun Tunnel to Garnet,20393.18779,0.,1,4100527,1,6200617.01,0,0,0,11,NA,NA,0,0,0,9999,6200617.01
41005780.09,Opr Gun Tunnel to Fairview,20393.18779,0.,1,41_Fairvw,1,6200617.01,0,0,0,11,NA,NA,0,0,0,9999,6200617.01
68036750.01,Opr Ridgway Book-BMesa,1.00000,12.,1,6803675,6,6803675,1,62035320.05,0,6,NA,NA,0,0,0,9999,6803675-1
68036750.02,Opr Ridgway Book-Tun,1.00000,12.,1,6803675,6,6803675,1,41005780.09,0,6,NA,NA,0,0,0,9999,6803675-1
68036750.03,Opr Ridgway to M&D,20393.18780,0.,1,4100545,1,6803675,6,0,0,2,NA,NA,0,0,0,9999,6803675-6
68036750.04,Opr Ridgway to Loutz,20393.18780,0.,1,4100537,1,6803675,6,0,0,2,NA,NA,0,0,0,9999,6803675-6
68036750.05,Opr Ridgway to Seilig,20393.18780,0.,1,4100559,1,6803675,6,0,0,2,NA,NA,0,0,0,9999,6803675-6
68036750.06,Opr Ridgway to Ironston,20393.18780,0.,1,4100534_D,1,6803675,6,0,0,2,NA,NA,0,0,0,9999,6803675-6
68036750.07,Opr Ridgway to East,20393.18780,0.,1,4100520,1,6803675,6,0,0,2,NA,NA,0,0,0,9999,6803675-6
68036750.08,Opr Ridgway to Garnet,20393.18780,0.,1,4100527,1,6803675,6,0,0,2,NA,NA,0,0,0,9999,6803675-6
68036750.09,Opr Ridgway to West,20393.18780,0.,1,4100577,1,6803675,6,0,0,2,NA,NA,0,0,0,9999,6803675-6
68036750.10,Opr Ridgway to M&D,20393.18781,0.,1,4100545,1,6803675,2,0,0,2,NA,NA,0,0,0,9999,6803675-2
68036750.11,Opr Ridgway to Loutz,20393.18781,0.,1,4100537,1,6803675,2,0,0,2,NA,NA,0,0,0,9999,6803675-2
68036750.12,Opr Ridgway to Seilig,20393.18781,0.,1,4100559,1,6803675,2,0,0,2,NA,NA,0,0,0,9999,6803675-2
68036750.13,Opr Ridgway to Ironston,20393.18781,0.,1,4100534_D,1,6803675,2,0,0,2,NA,NA,0,0,0,9999,6803675-2
68036750.14,Opr Ridgway to East,20393.18781,0.,1,4100520,1,6803675,2,0,0,2,NA,NA,0,0,0,9999,6803675-2
68036750.15,Opr Ridgway to Garnet,20393.18781,0.,1,4100527,1,6803675,2,0,0,2,NA,NA,0,0,0,9999,6803675-2
68036750.16,Opr Ridgway to West,20393.18781,0.,1,4100577,1,6803675,2,0,0,2,NA,NA,0,0,0,9999,6803675-2
68036750.17,Opr Ridgway Target,99999.99999,0.,1,0,0,6803675,0,0,0,9,NA,NA,0,0,0,9999,6803675
68036750.18,Opr Ridgway Book-Exchange,1.00000,12.,1,6803675,2,6803675,6,0,0,6,NA,NA,0,0,0,9999,6803675-6
68036750.19,Opr Ridgway Book-Exchange,1.00000,12.,1,6803675,1,6803675,6,0,0,6,NA,NA,0,0,0,9999,6803675-6
68036750.20,Opr Ridgway Book-Exchange,1.00000,12.,1,6803675,3,6803675,6,0,0,6,NA,NA,0,0,0,9999,6803675-6
68036750.21,Opr Ridgway to MinFlow,99999.99999,0.,1,6803675_M,1,6803675,3,0,0,1,NA,NA,0,0,0,9999,6803675-3
40006050.01,Opr SFFeeder  - Crawford,38064.35309,0.,1,4003553,1,4000605.01,0,0,0,11,NA,NA,0,0,0,9999,4000605.01
40006050.02,Opr SFFeeder  - Crawford,47847.47095,0.,1,4003553,1,4000605.02,0,0,0,11,NA,NA,0,0,0,9999,4000605.02
40005080.01,Opr Aspen Ditch to Grandview,21263.18487,0.,1,4000503,1,4000508.01,0,0,0,11,NA,NA,0,0,0,9999,4000508.01
40005080.02,Opr Aspen Ditch to Grandview,25807.23557,0.,1,4000503,1,4000508.02,0,0,0,11,NA,NA,0,0,0,9999,4000508.02
40005080.03,Opr Aspen Ditch to Grandview,31924.18487,0.,1,4000503,1,4000508.03,0,0,0,11,NA,NA,0,0,0,9999,4000508.03
40005090.01,Opr Aspen Canal to Needle Rock,38064.35309,0.,1,4000501,1,4000509.01,0,0,0,11,NA,NA,0,0,0,9999,4000509.01
40035530.01,Opr Crawford to Clipper,31924.12154,0.,1,4000500,1,4003553,1,0,0,3,NA,NA,0,0,0,9999,4003553-1
40035530.02,Opr Crawford Exc to Daisy,31924.13697,0.,1,4000536,1,4003553,1,0,0,4,NA,NA,0,0,0,9999,4003553-1
40035530.03,Opr Crawford Exc to Virgina,31924.13868,0.,1,4000616,1,4003553,1,0,0,4,NA,NA,0,0,0,9999,4003553-1
40035530.04,Opr Crawford - Grandview via Aspen D,31924.18488,1.,1,4000503,1,4003553,1,0,0,2,NA,NA,0,0,0,9999,4003553-1
40035530.05,Opr Crawford Exc Needle Rock,31924.29261,0.,1,4000501,1,4003553,1,0,0,4,NA,NA,0,0,0,9999,4003553-1
40035530.06,Opr Crawford Exc Saddle Mtn.,31924.29276,0.,1,4000502,1,4003553,1,0,0,4,NA,NA,0,0,0,9999,4003553-1
40035530.07,Opr Crawford to Needle Rock,38064.35310,1.,1,4000501,1,4003553,1,0,0,2,NA,NA,0,0,0,9999,4003553-1
4005490.01,Opr Fruit Imp - FruitIrr,21263.18764,0.,1,4000549_I,1,4000549.01,0,0,0,11,NA,NA,0,0,0,9999,4000549.01
4005490.02,Opr Fruit Imp - FruitRes,25807.18764,0.,1,4003395,1,4000549.02,0,0,0,11,NA,NA,0,0,0,9999,4000549.02
4005490.03,Opr Fruit Imp - FruitIrr,25807.23557,0.,1,4000549_I,1,4000549.03,0,0,0,11,NA,NA,0,0,0,9999,4000549.03
4005490.04,Opr Fruit Imp - FruitIrr,31924.18764,0.,1,4000549_I,1,4000549.04,0,0,0,11,NA,NA,0,0,0,9999,4000549.04
4005490.05,Opr Fruit Imp - FruitRes,31924.18764,0.,1,4003395,1,4000549.05,0,0,0,11,NA,NA,0,0,0,9999,4000549.05
4033950.01,Opr Fruit Res - FruitIrr,31924.18766,0.,1,4000549_I,1,4003395,1,0,0,2,NA,NA,0,0,0,9999,4003395-1
62005600.01,Opr Cimar Imp - Bostwick,19810.19448,0.,1,6200560_I,1,6200560.01,0,0,0,11,NA,NA,0,0,0,9999,6200560.01
62005600.02,Opr Cimar Imp - Cerro,19810.19448,0.,1,41_Cerro,1,6200560.01,0,0,0,11,NA,NA,0,0,0,9999,6200560.01
62005600.03,Opr Cimar Imp - Bostwick,20393.20175,0.,1,6200560_I,1,6200560.02,0,0,0,11,NA,NA,0,0,0,9999,6200560.02
62005600.04,Opr Cimar Imp - Cerro,20393.20175,0.,1,41_Cerro,1,6200560.02,0,0,0,11,NA,NA,0,0,0,9999,6200560.02
62005600.05,Opr Cimar Imp - Bostwick,27585.27545,0.,1,6200560_I,1,6200560.03,0,0,0,11,NA,NA,0,0,0,9999,6200560.03
62005600.06,Opr Cimar Imp - Cerro,27585.27545,0.,1,41_Cerro,1,6200560.03,0,0,0,11,NA,NA,0,0,0,9999,6200560.03
62035480.01,Opr SilverJack- Bostwick,38532.00001,1.,1,6200560_I,1,6203548,1,0,0,2,NA,NA,0,0,0,9999,6203548-1
41Cerro.01,Opr Cerro to Proj 7_I,27585.27547,0.,1,41_Proj_7_I,1,41_Cerro,1,0,0,2,NA,NA,0,0,0,9999,41_Cerro-1
41Cerro.02,Opr Cerro to Proj 7_O,27585.27547,0.,1,41_Proj_7_O,1,41_Cerro,1,0,0,2,NA,NA,0,0,0,9999,41_Cerro-1
41Fairv.01,Opr Fairview to Proj 7_I,27585.27548,0.,1,41_Proj_7_I,1,41_Fairvw,1,0,0,2,NA,NA,0,0,0,9999,41_Fairvw-1
41Fairv.02,Opr Fairview to Proj 7_O,27585.27548,0.,1,41_Proj_7_O,1,41_Fairvw,1,0,0,2,NA,NA,0,0,0,9999,41_Fairvw-1
40007510.01,Opr Alfalfa D to Alfafa IRR,11674.00000,0,1,4000751_I,1,4000751.01,0,0,0,11,NA,NA,0,0,0,9999,4000751.01
40007510.02,Opr Alfalfa D to Alfafa IRR,22370.00000,0,1,4000751_I,1,4000751.02,0,0,0,11,NA,NA,0,0,0,9999,4000751.02
40007510.03,Opr Alfalfa D to Alfafa IRR,29260.23550,0,1,4000751_I,1,4000751.03,0,0,0,11,NA,NA,0,0,0,9999,4000751.03
40007510.04,Opr Alfalfa D to Alfafa IRR,56978.11674,0,1,4000751_I,1,4000751.04,0,0,0,11,NA,NA,0,0,0,9999,4000751.04
40007510.05,Opr Alfalfa D to Fruitgrower,20501.17820,1,1,4003365,1,4003365.01,0,4000751,0,11,NA,NA,0,0,0,9999,4003365.01
40007510.06,Opr Alfalfa D to Fruitgrower,38064.31950,1,1,4003365,1,4003365.02,0,4000751,0,11,NA,NA,0,0,0,9999,4003365.02
40033650.01,Opr FruitGrow via Transfer,27528.00000,0.,1,4003365,1,4000821.01,0,0,0,11,NA,NA,0,0,0,9999,4000821.01
40033650.02,Opr FruitGrow via Transfer,29261.00000,0.,1,4003365,1,4000821.02,0,0,0,11,NA,NA,0,0,0,9999,4000821.02
40033650.03,Opr Fruit Growers to Alfafa IRR,56978.11675,0,1,40007510.02,1,4003365,1,0,0,7,NA,NA,0,0,0,9999,4003365-1
40033650.04,Opr Fruit Growers to Stell,29260.15798,0.,1,4000820_D,1,4003365,1,0,0,2,NA,NA,0,0,0,9999,4003365-1
28035933.01,Opr Needle- NEEDLE CREEK DITCH,28311.11110,0.,1,2800658,1,2803593,1,0,0,2,NA,NA,0,0,0,9999,2803593-1
28035933.02,Opr Needle- OWEN NO 2 DITCH,16192.12054,0.,1,2800666,1,2803593,1,0,0,2,NA,NA,0,0,0,9999,2803593-1
28035933.03,Opr Needle- SHIPMAN LATERALS NO 1&2,28311.19604,0.,1,2800684,1,2803593,1,0,0,2,NA,NA,0,0,0,9999,2803593-1
28035933.04,Opr Needle- OWEN NO 3 DITCH,16192.11841,0.,1,2800849,1,2803593,1,0,0,2,NA,NA,0,0,0,9999,2803593-1
28035933.05,Opr Needle- TY WATSON DITCH,16192.11838,0.,1,2801151,1,2803593,1,0,0,2,NA,NA,0,0,0,9999,2803593-1
28035933.06,Opr Needle- HOOVER #1,16192.11839,0.,1,2801152,1,2803593,1,0,0,2,NA,NA,0,0,0,9999,2803593-1
28035933.07,Opr Needle- HOOVER #2,16192.11840,0.,1,2801153,1,2803593,1,0,0,2,NA,NA,0,0,0,9999,2803593-1
28035950.01,Opr Vouga- Anna No 1,28311.12541,0.,1,2800507,1,2803595,1,0,0,2,NA,NA,0,0,0,9999,2803595-1
28035950.02,Opr Vouga- Anna No 2,28311.12541,0.,1,2800508,1,2803595,1,0,0,2,NA,NA,0,0,0,9999,2803595-1
28035950.05,Opr Vouga- Hirdman Ditch DivSys,28311.10744,0.,1,2800586_D,1,2803595,1,0,0,2,NA,NA,0,0,0,9999,2803595-1
28035950.06,Opr Vouga- SNYDER DITCHES NOS 1&2,28311.11110,0.,1,2800687,1,2803595,1,0,0,2,NA,NA,0,0,0,9999,2803595-1
28035950.07,Opr Vouga- SNYDER ROUSER DITCH,28311.23862,0.,1,2800689,1,2803595,1,0,0,2,NA,NA,0,0,0,9999,2803595-1
28035950.08,Opr Vouga- A B COATS DITCH,28311.10333,0.,1,2800719,1,2803595,1,0,0,2,NA,NA,0,0,0,9999,2803595-1
28035950.09,Opr Vouga- ERNEST VOUGA DITCH,35168.25000,0.,1,2800781,1,2803595,1,0,0,2,NA,NA,0,0,0,9999,2803595-1
28035950.10,Opr Vouga- KENNEDY DITCH NO 1,28311.10302,0.,1,2800806,1,2803595,1,0,0,2,NA,NA,0,0,0,9999,2803595-1
28035950.11,Opr Vouga- KENNEDY DITCH NO 2,10301.00001,0.,1,2800807,1,2803595,1,0,0,2,NA,NA,0,0,0,9999,2803595-1
28035950.12,Opr Vouga- WATSON  DITCH NO 1,47847.40634,0.,1,2801055,1,2803595,1,0,0,2,NA,NA,0,0,0,9999,2803595-1
28035900.01,Opr HotSpgs- BENNETT MORTON DITCH,16192.13660,0.,1,2800513,1,2803590,1,0,0,2,NA,NA,0,0,0,9999,2803590-1
28035900.02,Opr HotSpgs- HOT SPRINGS NO 1 DITCH,16192.14215,0.,1,2800589,1,2803590,1,0,0,2,NA,NA,0,0,0,9999,2803590-1
28035900.03,Opr HotSpgs- L L BUSH DITCH NO 1,35168.27911,0.,1,2800613,1,2803590,1,0,0,2,NA,NA,0,0,0,9999,2803590-1
28035900.04,Opr HotSpgs- L L BUSH DITCH NO 2,35168.27912,0.,1,2800614,1,2803590,1,0,0,2,NA,NA,0,0,0,9999,2803590-1
28035900.05,Opr HotSpgs- L L BUSH DITCH NO 3,35168.27913,0.,1,2800615,1,2803590,1,0,0,2,NA,NA,0,0,0,9999,2803590-1
28035900.06,Opr HotSpgs- L L BUSH DITCH NO 4,35168.27914,0.,1,2800616,1,2803590,1,0,0,2,NA,NA,0,0,0,9999,2803590-1
28035900.07,Opr HotSpgs- L L BUSH DITCH NO 5,35168.27915,0.,1,2800617,1,2803590,1,0,0,2,NA,NA,0,0,0,9999,2803590-1
28035900.08,Opr HotSpgs- WICKS ROWSER DITCH,16192.11607,0.,1,2800714,1,2803590,1,0,0,2,NA,NA,0,0,0,9999,2803590-1
28035900.09,Opr HotSpgs- MCDONALD BERDEL EX D,19066.00001,0.,1,2800823,1,2803590,1,0,0,2,NA,NA,0,0,0,9999,2803590-1
28035900.10,Opr HotSpgs- L L BUSH DITCH NO 6,51134.40268,0.,1,2801185,1,2803590,1,0,0,2,NA,NA,0,0,0,9999,2803590-1
28035910.01,Opr McDon1- BILLY SANDERSON DITCH,28311.10746,0.,1,2800517,1,2803591,1,0,0,2,NA,NA,0,0,0,9999,2803591-1
28035910.02,Opr McDon1- GOVERNMENT DITCH,28311.14178,0.,1,2800568_D,1,2803591,1,0,0,2,NA,NA,0,0,0,9999,2803591-1
28035910.03,Opr McDon1- MCDONOUGH DITCH,28311.14108,0.,1,2800636,1,2803591,1,0,0,2,NA,NA,0,0,0,9999,2803591-1
28035910.04,Opr McDon1- MILLER DITCH,28311.11426,0.,1,2800652,1,2803591,1,0,0,2,NA,NA,0,0,0,9999,2803591-1
28035910.05,Opr McDon1- NORTHSIDE DITCH,31685.00001,0.,1,2800661,1,2803591,1,0,0,2,NA,NA,0,0,0,9999,2803591-1
28035920.01,Opr McDon2- BILLY SANDERSON DITCH,28311.10745,0.,1,2800517,1,2803592,1,0,0,4,NA,NA,0,0,0,9999,2803592-1
28035920.02,Opr McDon2- GOVERNMENT DITCH,28311.14179,0.,1,2800568_D,1,2803592,1,0,0,2,NA,NA,0,0,0,9999,2803592-1
28035910.03,Opr McDon2- MCDONOUGH DITCH,28311.14109,0.,1,2800636,1,2803592,1,0,0,2,NA,NA,0,0,0,9999,2803592-1
28036740.01,Opr Peterson- PETERSON DITCH,16192.11079,0.,1,2801194,1,2803674,1,0,0,2,NA,NA,0,0,0,9999,2803674-1
28036740.02,Opr Peterson- KENNEDY DITCH NO 5,16192.11080,0.,1,2800810,1,2803674,1,0,0,4,NA,NA,0,0,0,9999,2803674-1
28036740.03,Opr Peterson- PEARCE DITCH,28311.10302,0.,1,2800672,1,2803674,1,0,0,2,NA,NA,0,0,0,9999,2803674-1
Opr_22,Opr Soil Moisture,90000.00000,0.,1,N/A,0,N/A,0,0,0,22,NA,NA,0,0,0,9999,N/A
77999990.01,Opr San Juan Chama Summary,99999.00000,2.,1,7799999,1,2904667.01,0,0,0,11,NA,Diversion         0,.0     0,0,0,9999,2904667.01
